Placa,DPI,Nombre,Marca,Modelo,Año,Multas,Traspasos
VDB-9443,4714473220920,Ruperto Amor Lobato,Mazda,3,1997,1,2
CEF-9531,2481021584707,Chita Feijoo-Gomis,Mazda,6,2002,5,2
WQK-4545,5920477016770,Luz Salazar Vergara,Toyota,Corolla,2003,2,3
ZRB-8068,8408250759066,Modesta Arenas,Kia,Picanto,1999,0,0
DTT-7855,3998430660672,Morena de Pellicer,Toyota,Corolla,2004,0,2
KSA-9189,6636954683558,Guadalupe de Grau,Toyota,Hilux,2003,3,0
YSR-0402,2996245671841,Godofredo Sanjuan Alberto,Mazda,3,1995,5,1
BVS-5151,8230336665871,Eugenio Gimenez Lluch,Hyundai,Accent,1996,0,2
ZAO-8232,5959060851021,Bienvenida Juárez Arteaga,Mazda,6,2020,5,2
VOI-3067,1737092441922,Rodrigo Pascual Salinas,Toyota,Corolla,2010,1,3
CFI-6209,4131085894164,Hilario Andrés Felipe Tejero Jaén,Hyundai,Elantra,2020,2,0
GHX-8190,3461767706437,Palmira Ariño-Porta,Honda,Civic,2022,3,1
HCW-0392,4135052726891,Paula Cueto Mateu,Hyundai,Elantra,2002,4,1
HUI-7183,7379888509289,Flavio Morcillo,Hyundai,Accent,2016,0,3
XUU-7143,1218334329981,Eli de Abella,Hyundai,Accent,1998,0,2
WVT-7773,3912386240937,Celestina Ropero Martín,Mazda,BT-50,2002,2,0
KFH-2849,9409686319965,Ambrosio de Antúnez,Hyundai,Accent,2006,0,2
GQO-4307,8449385270401,Aurora Sevillano Domingo,Hyundai,Santa Fe,2003,1,3
WXG-8863,1668448025807,Pánfilo Carballo-Lamas,Honda,CR-V,2007,4,2
ZDE-4713,4137569028743,Fabiola Rosselló Villalobos,Mazda,BT-50,1995,0,0
UMA-6906,5984849355125,Ana Belén Teruel Ochoa,Hyundai,Elantra,2016,4,0
RRG-7515,3363028991760,Artemio Marino Escalona Bas,Hyundai,Tucson,2012,3,3
JXO-1448,1905187190733,Lola Carrera-Casals,Kia,Sorento,2023,3,3
MCK-1385,8074425382956,Eva María Juanita Cortés Benavent,Toyota,Hilux,2015,1,1
RBF-8196,8321353417236,Daniela de Gómez,Mazda,CX-5,1998,3,3
JTE-1724,1590428028814,Lalo Real,Hyundai,Elantra,1998,3,1
ALQ-6863,3618593432003,Evita Micaela Benavent Morales,Toyota,Corolla,2021,0,2
ZXQ-2519,9057733916006,Vicente Eugenio Cases Cruz,Kia,Rio,2009,5,1
NCW-4116,9020114838394,Guiomar Calderon Gaya,Honda,Fit,2017,3,2
TKF-7631,3703420872424,Manuelita Sans Salazar,Honda,CR-V,1997,0,3
YTM-3283,9941654416080,Jose Angel Vilalta-Arévalo,Hyundai,Accent,2012,5,3
LXX-8879,2077102911770,Carlota Bayón Solano,Toyota,Hilux,2009,0,0
HSS-1033,7870151185044,Sofía Pozuelo Baquero,Toyota,Hilux,2022,3,3
LEN-4906,8905593599169,Eusebio Arnal Manso,Kia,Sorento,2015,1,1
IQU-3742,7086305969168,Narcisa Cruz Puig,Mazda,BT-50,2020,3,0
YUA-5608,3237185980969,Onofre Calleja,Kia,Sportage,2002,4,0
LVJ-0704,2793385608603,Ani Lago Bayón,Honda,Fit,2020,2,3
VYF-9369,1577664149724,Lucila Gordillo Gomis,Toyota,RAV4,2018,5,3
GXB-1556,4414351510312,Apolinar Gilabert Flores,Toyota,Yaris,1999,0,0
JDJ-6646,9721201038289,Adela Ramirez Torrecilla,Kia,Sorento,2008,3,2
DTM-5054,1432917402413,Luciana Cañete Sanabria,Honda,Civic,1998,3,1
CKM-9076,7146606764532,Susana Laguna-Díez,Mazda,CX-5,2008,5,1
TVF-0134,5050838008431,Adelina de Benavente,Kia,Rio,2001,3,0
WKV-0538,5929742804297,Ismael Bas Casanovas,Mazda,6,2014,5,2
UBD-5971,2629319340797,Albina de Abellán,Kia,Rio,1995,5,2
AEO-4795,3188781690685,Valeria Checa Folch,Hyundai,Elantra,2009,1,0
YZC-6590,4079321647206,Melania Ferrando,Kia,Picanto,2012,4,1
HOR-9365,1605225411065,Ana Sofía Ribas-Cortina,Toyota,RAV4,2014,5,3
GQS-2026,3481145527472,Inocencio Rivas Valls,Toyota,Hilux,2019,2,1
OLM-3708,7552299124900,Isaura Zorrilla Lillo,Kia,Sorento,2015,3,1
UNR-8494,8221073441638,Donato Poncio Sastre Cerro,Toyota,Hilux,2011,1,1
VAJ-1489,7695757459007,Rosenda Álvaro Colom,Toyota,Corolla,2004,5,3
UXM-0722,5285381006107,Nicolasa Redondo Piquer,Toyota,RAV4,2017,0,2
CKI-3047,4722875024201,Ignacia Cueto Ródenas,Kia,Rio,1998,3,0
PVS-0327,3070113114758,Epifanio Lledó Ponce,Honda,Civic,2014,5,1
ISB-3450,4364123311489,Alejo Salgado Otero,Toyota,Yaris,2003,2,0
AMJ-9438,7719696977044,Julia Figueroa Muñoz,Honda,Fit,2004,3,0
VXQ-6900,7623943156706,Sabas Cordero Pujol,Honda,Civic,2018,1,1
AZZ-9295,8232271380656,Cebrián Anguita,Kia,Sportage,2020,0,1
XCA-0864,3895694129181,Lucía Morillo Ribes,Hyundai,Santa Fe,2014,4,0
HVB-9251,7799872437898,Gisela de Molina,Kia,Sorento,1999,3,0
GIS-6562,4083284037970,Chuy Torrent Francisco,Honda,CR-V,2014,5,0
FGQ-8733,6537050766729,Prudencio Madrid Garriga,Hyundai,Santa Fe,2003,0,2
CIO-9499,8364620185082,Teodora Arco Busquets,Hyundai,Santa Fe,2017,5,0
PYQ-2276,3900056863519,Paulino Benjamín Valbuena Ros,Kia,Sportage,2015,1,1
DDR-9111,6252426264050,Juan Pablo Acedo Arias,Mazda,3,2022,1,2
FEV-2586,8902125265780,Nico Pascual Arranz,Mazda,CX-5,2011,4,1
YCV-9979,3302934986441,Alicia Montesinos Torrijos,Kia,Picanto,1995,1,2
GHJ-3808,3592140542880,Emilio Bastida-Lucas,Honda,Fit,2023,0,2
HOL-4362,8950486334797,Cleto Salazar Barranco,Mazda,CX-5,2020,5,0
JHK-5486,3314110713965,Montserrat del Quintero,Honda,Accord,2023,0,0
XTB-8855,5606804167334,Aitor de Marcos,Kia,Rio,2006,2,2
HUF-7906,7900872351342,Daniela Vicente Agustí,Mazda,3,2005,2,2
ZSL-5152,8049676210205,Sergio del Mateu,Toyota,Hilux,2004,0,1
UHI-1758,5540981566785,Pelayo del Iglesias,Honda,Accord,2019,1,1
OSU-0870,7372453892153,Yéssica Peláez-Portillo,Hyundai,Accent,2024,2,2
HEP-1856,9822764464645,Gilberto Abad-Olivera,Hyundai,Tucson,2004,4,0
DEU-2754,1932832410394,Marcela Montserrat Escudero,Hyundai,Elantra,2020,1,1
SWU-0302,2000588619713,Eusebio Buenaventura Villegas Franch,Mazda,6,2012,2,3
ZEP-4842,1434821660690,Ainara Amorós Huerta,Honda,Fit,2002,5,2
PLG-7561,4698742586611,Ulises Cañete Asensio,Honda,Fit,1996,4,2
ORN-3770,3130540241956,Humberto Blanco Asensio,Toyota,RAV4,2014,4,3
KFD-4960,7122865886238,Pelayo Vazquez Porcel,Honda,CR-V,1995,5,3
HIV-1038,9076763552353,Sabas Iglesia Izaguirre,Kia,Picanto,2017,2,1
EZC-6809,5033077423716,Rubén Lozano Iriarte,Honda,Civic,2013,1,2
IUB-6819,5974723099710,Jacobo Pedro,Hyundai,Tucson,2006,4,3
HUG-6334,8384754441190,Amor Gracia Burgos,Honda,Civic,2022,3,3
PDD-6335,6902866576308,Herberto del Menendez,Toyota,RAV4,2023,3,0
JPJ-0981,7767800958641,Blanca Murcia,Toyota,Hilux,2015,5,0
RQH-0215,9681035707531,José María Velázquez Carretero,Hyundai,Accent,2019,1,2
JXP-8670,5061779192979,Aitor de Osuna,Hyundai,Accent,2023,3,2
XGA-3653,1230129272645,Seve Rozas Flor,Honda,CR-V,2009,3,3
XZQ-0012,1461652952039,Luciana Patiño Benito,Mazda,CX-5,2012,0,2
WTY-2480,8333685456896,Plácido Madrid Riera,Kia,Picanto,1997,3,2
VVY-3386,3907119162182,Azucena Mulet,Mazda,6,2010,5,3
JGZ-7904,7415671559424,Belen Grau Portero,Hyundai,Santa Fe,2021,0,0
ZEL-9715,8686366887351,Belén Natalia Almagro Iñiguez,Hyundai,Tucson,2018,4,0
MMX-3717,9341435220320,Graciano Solana Cadenas,Honda,Fit,1998,3,3
VFC-6688,9849689218689,Jeremías Gonzalez Sala,Kia,Rio,2023,3,1
GZN-2694,6390390486603,Dalila Tirado Mascaró,Honda,Accord,2001,4,3
DUK-5315,1058672864250,Luz Amaya Céspedes,Mazda,BT-50,2024,1,1
GFG-5077,2607935901574,Elodia Cintia Valenzuela Laguna,Honda,Fit,2008,2,1
EBU-4637,9192127163280,Nélida Uriarte,Toyota,RAV4,2024,4,3
IAF-6233,3992779391793,Nazario Boada Llabrés,Honda,Civic,2018,2,3
SXB-8502,3267526835487,Luna Roman Adadia,Mazda,3,1995,5,1
RVC-6045,8643710369199,Quirino Nogueira Andrés,Kia,Picanto,1997,5,0
ABX-9539,9857853007615,Ángela Martinez Sierra,Kia,Sorento,2020,1,3
FQI-8048,9688292207662,Graciana Cañellas Torres,Honda,Fit,2000,5,0
EYR-2515,2487480750504,Rafael Modesto Flor Valle,Toyota,Hilux,1995,0,3
ZZV-3247,6672240444278,Severiano Garrido Elías,Honda,Accord,2009,0,3
TUJ-5806,5348376441712,Odalys de Tena,Honda,CR-V,2007,0,2
FDH-1804,4030372771337,Salomé Sacristán Folch,Honda,Fit,2014,2,0
SHS-6899,7526173143966,Camila Anguita Bueno,Honda,Civic,2021,2,0
SXP-7299,9273369667199,Víctor Clavero Nogueira,Honda,Fit,1998,4,0
THK-0837,8067665172931,Florina Vizcaíno Quero,Honda,Accord,2015,5,2
XXH-9563,6321424867070,Caridad de Polo,Toyota,RAV4,2016,2,0
JBJ-6697,7765001868431,Amparo Luís Losada,Mazda,CX-5,2012,4,3
ONM-5672,3259725091388,Leonor Blanco Fuente,Honda,Accord,2011,0,1
QXT-2399,2223102971936,Bernardita Riba Requena,Kia,Sportage,2009,1,0
GTV-9958,6176758897266,Rebeca Mateos Urrutia,Mazda,BT-50,2006,3,0
OPP-3545,1714997212808,Vicente Victor Milla Guitart,Honda,Accord,1995,2,3
ERI-7954,4565051300283,Ruben Gilabert-Peláez,Toyota,Corolla,2015,5,2
XBN-9302,3990252083644,Yaiza Gámez Barriga,Honda,Accord,2018,4,1
QFT-9032,3252937688537,Mateo Pascual Alberdi,Hyundai,Tucson,2010,0,0
EHA-0234,6809935898255,Odalis Ramis Escrivá,Mazda,CX-5,2002,3,1
THD-1064,9864554562929,Patricia Valderrama Carlos,Mazda,BT-50,2023,4,1
LTE-5693,8805303468348,Esteban Ugarte Julián,Hyundai,Santa Fe,1999,5,0
ZFZ-6197,4781871744655,Ramiro Armas Cobos,Hyundai,Santa Fe,2018,3,2
HIK-0967,7296625102875,Ernesto Quiroga Lluch,Honda,CR-V,2023,4,1
EBH-3380,1164988082898,Rico de Mora,Kia,Sportage,2001,0,3
HBX-0242,7445914520635,Angelino Vilanova Exposito,Toyota,Corolla,2002,1,2
USH-3100,2900344844402,Andrés Gallardo-Baena,Honda,Accord,2004,1,1
RCR-7742,6295341997365,Isaura Nicolau Espejo,Kia,Sportage,2013,1,3
HIU-9567,4325121097629,Aitana Andrés Carbó,Honda,Fit,2005,3,0
XVM-3387,4185142659130,María Jesús Arellano Tomas,Kia,Sportage,2013,4,2
DAX-3096,5228068990574,Olegario Tapia-Cantón,Toyota,Corolla,2001,3,0
BNR-3675,8852412171362,Vicenta Arco-Francisco,Hyundai,Accent,2024,2,3
EMD-0290,5112319656471,Lope Ureña,Honda,Accord,1995,2,1
FVG-9202,8910531668663,Teodosio Lobo Arcos,Toyota,Hilux,2016,4,1
OVM-3102,4265005093881,Ana Sofía Guzman Camacho,Toyota,Hilux,2015,2,0
AXM-3669,8849877079397,Paloma García Vilar,Kia,Rio,2018,2,0
WFV-6690,9678726892855,Cirino Campoy Vélez,Mazda,BT-50,2010,0,1
BPD-2646,2699112588520,Narciso del Ballesteros,Kia,Picanto,2004,3,2
TDC-0665,4553490066494,Nayara Riera Almazán,Toyota,Hilux,2011,3,0
XEO-2976,1922531138329,Fabián Ribas Alegre,Hyundai,Elantra,2000,4,0
GUV-4529,5211262870110,Augusto Trillo-Giménez,Mazda,3,1998,4,2
FJD-1592,2583330412000,Valero Bermúdez Velasco,Toyota,Hilux,2008,0,3
SKL-7721,3269467358465,Salvador de Barceló,Hyundai,Santa Fe,2015,3,2
BTZ-9637,5031635302021,Herberto Comas Castro,Kia,Sorento,1996,2,0
VQC-6891,6926085942048,José Mari Lamas Pareja,Kia,Picanto,2015,5,2
WPP-0512,7659103901106,Ruben Gallardo Hernandez,Kia,Picanto,2003,5,1
YSH-3882,6707482904648,Albert Leal Guijarro,Kia,Sportage,2020,4,3
GYF-8162,1062431946402,María Jesús del Bonilla,Mazda,CX-5,2008,5,2
MAY-3276,7349840637931,Jose Carlos Garmendia Belda,Kia,Picanto,2012,2,1
TFQ-7711,3963367632476,Adolfo Santos Bellido,Kia,Picanto,2017,5,2
CRK-5572,4192347865676,Pastora Luisa Herrero Cerezo,Kia,Sorento,2018,3,2
QWK-0128,1744333785403,Prudencio Díez Barral,Toyota,RAV4,2012,2,3
LMM-6242,5207419822088,Román Solsona Rozas,Kia,Sorento,2000,3,2
HFX-1496,4315110219228,Laura Ramos,Toyota,Yaris,2017,3,2
RHT-4071,2084989280856,Fanny Aránzazu Tejero Aranda,Kia,Rio,2002,5,2
EXB-5613,9553337710470,Luis Ángel de Sureda,Hyundai,Accent,2015,4,3
ZHL-5227,5139552985128,Prudencio Falcó Romeu,Kia,Picanto,2013,0,3
ULL-3608,8399590154730,Susana Blazquez Tomas,Hyundai,Santa Fe,2009,1,3
MIK-9905,5750624482567,Maxi del Cañas,Honda,Fit,2024,4,3
BPT-5613,9375952135232,Ciro Tenorio-Pozo,Kia,Rio,2004,4,1
RYY-2700,6861924634275,Elpidio Juan Estevez,Toyota,Corolla,2015,5,2
FUX-7650,5801708698007,Roldán Cuadrado Parra,Hyundai,Elantra,1995,1,1
TDH-5746,7788529726748,Adelaida Cuesta-Zurita,Kia,Rio,2023,1,3
RTV-3940,2584889988608,Leonor de Álamo,Kia,Picanto,2013,5,2
QKF-2914,8948574744201,Victoria Inmaculada Collado Prado,Honda,Fit,2017,3,3
RSU-4009,4370354305114,Odalis Baños-Milla,Hyundai,Tucson,2016,4,0
FIV-0930,1667928764647,Alfonso Expósito Frutos,Honda,CR-V,2019,0,1
LIV-2181,7560939067018,Marcio Mínguez,Hyundai,Tucson,2008,4,3
DTK-9724,3223031516309,Josefina Morcillo-Atienza,Toyota,Yaris,2015,2,2
XQC-0835,1208173395074,Felisa Aragonés Blanco,Honda,CR-V,2005,3,2
PWF-1788,7244270228500,Noa Vicenta Moya Cañas,Kia,Rio,2021,5,3
EZP-2991,5461249209322,Victorino Cervera Mármol,Mazda,6,1998,0,3
GRV-5087,7410245018035,Victoriano Mata-Coloma,Kia,Rio,2021,5,2
IVJ-7005,3049289331880,David de Romeu,Toyota,RAV4,2002,2,1
TUS-6516,7279287353761,Tito Ugarte Ortega,Kia,Sportage,2004,0,1
DJP-4235,4316499851469,Marta Amador,Hyundai,Elantra,1995,3,3
EPH-4001,2870918752140,Alejandro César Goicoechea Carranza,Honda,Accord,2018,2,0
KHN-1528,7582436355618,Elpidio Perera Ibáñez,Toyota,RAV4,2004,1,0
ESG-4187,5413912366705,Paula de Marquez,Mazda,3,2017,4,0
JGZ-1710,5420666237801,Leonardo Meléndez-Pineda,Hyundai,Tucson,2007,5,3
EAI-0725,6604326131844,Tatiana Teruel Neira,Mazda,6,2019,1,0
ZQI-8281,3423240577156,Eligio Sancho Adadia,Toyota,RAV4,2022,5,3
QBT-6114,9048573067558,Leonardo Mendez Martin,Toyota,Yaris,1999,1,3
GKS-1413,4860988826163,Pedro Milla Gibert,Toyota,RAV4,2007,2,2
TLR-9661,7286126721130,Celestino Zamora Águila,Mazda,CX-5,2004,0,1
FXL-4274,1210944493490,Octavio Paulino Carretero Garrido,Honda,Civic,2007,0,0
MQM-0769,1634311202821,Rosalina Olmedo Estevez,Mazda,CX-5,2020,2,3
HYP-5087,1948961516794,Fortunato Adelardo Folch Ribera,Toyota,RAV4,2016,5,0
EFF-0439,9613459577772,Amelia Pablo Arnal,Mazda,6,2007,4,2
XUY-4358,1562594940097,Zacarías Ramis Mayo,Mazda,6,2015,2,1
QYW-7692,4556336346055,Eufemia Baena Carro,Mazda,3,2022,1,3
LCR-6694,3491825922308,Édgar Narváez Olmedo,Mazda,CX-5,2005,5,1
OAU-6650,7486648159459,Jovita Morales Benito,Mazda,BT-50,2011,0,1
WUN-5617,8056957624789,Agapito Font Tomás,Mazda,CX-5,2020,4,0
HJG-7068,8106181862935,Catalina del Tamayo,Toyota,Corolla,2002,3,2
GTE-3751,1044530505145,Sandalio Haro Zurita,Kia,Rio,2007,2,0
SWS-6176,4493161240434,Jose Ignacio Colom-Prada,Kia,Sportage,1997,5,3
WBY-8166,4307510391219,Amor Tamayo Carvajal,Toyota,Corolla,2010,3,1
AYR-3959,7175137219843,Lourdes Aroca,Kia,Picanto,2011,1,3
JUP-4387,7400282957317,Geraldo Soriano Meléndez,Honda,Civic,1995,2,0
SAV-8117,4605007665001,Daniela Vigil Villar,Toyota,RAV4,2007,0,1
GXI-0617,9875035915056,Bernardita de Barreda,Hyundai,Accent,2003,3,3
ASF-8355,4859970403782,Cebrián Montesinos Diego,Toyota,Corolla,2001,0,3
BVK-9256,7404199384688,Noelia del Rivas,Mazda,CX-5,2016,0,0
LWY-5115,2866206076193,Porfirio Jose Pastor Rozas,Hyundai,Tucson,2013,1,3
PYR-2619,5292285001169,Vinicio Bellido-Losada,Hyundai,Santa Fe,2016,1,2
GWO-5864,1012285335388,Reyes Moreno-Carranza,Honda,CR-V,1997,1,0
CAB-8040,3176592019313,Anunciación Ferrándiz Pavón,Honda,Civic,1996,0,2
UTP-1951,7574483290742,Manuelita Pascual Espejo,Honda,Fit,2008,3,1
CBT-7174,4551266250482,Jafet Garzón Samper,Mazda,6,2006,2,3
TLA-5716,9590660842473,Jafet Sierra Rosado,Hyundai,Elantra,2024,5,2
UTL-0740,1374642389653,Jose Antonio Peñas Armas,Mazda,CX-5,1999,5,1
SKA-4515,7537239568447,Ágata Alma Barrera Camino,Kia,Rio,2021,0,0
SMG-8735,6616154401760,Adora Cobos Real,Honda,Fit,2000,5,1
ZIK-3235,1208159458120,Salomé Baeza,Mazda,CX-5,2009,1,2
DDE-0490,6458512568324,Cecilia Campoy Quevedo,Toyota,RAV4,2017,2,2
ABF-6004,1440400044735,Ainoa Martínez-Pedraza,Kia,Sportage,2004,0,0
KWP-1488,6854814025379,David Robles Galván,Mazda,CX-5,2006,5,3
LPS-5209,5302437395778,Adela Castell Carreño,Honda,Accord,2017,3,3
OEI-6730,9743356031180,Rosa Segovia-Frutos,Toyota,Yaris,2019,2,0
FAJ-9444,5307281280514,Benjamín Pío Mora Alegre,Toyota,RAV4,2006,0,1
REC-7535,7026497922261,René Cornejo Lamas,Honda,Accord,2008,0,3
GTB-4846,2076654711316,Leopoldo Saez Matas,Hyundai,Accent,2016,0,0
NNN-4324,8402456573098,Isidoro Cordero-Jimenez,Honda,Fit,2012,5,1
UKC-0099,2771800793874,Clarisa Elisabet Agudo Galán,Hyundai,Elantra,2014,4,2
MKE-3243,6393954453654,Carmina Malo Alcalde,Mazda,3,2011,0,3
AQF-4704,4029406403241,Cosme Laguna Haro,Kia,Sorento,2014,1,3
CSZ-2356,6557553897383,Consuela Rosa,Hyundai,Santa Fe,2021,0,3
EWA-2017,3852182201513,Calisto Florencio Montalbán Castelló,Mazda,6,1995,0,0
QIR-2060,9395746661992,Albino Gabaldón Bárcena,Kia,Rio,2018,2,2
TXY-8474,8049301731867,Balduino Vicente Otero,Kia,Sorento,1997,5,3
RAQ-0983,9728803920951,Carmina Blanco,Hyundai,Elantra,1996,1,0
BLX-2393,1684770486077,Severino del Abad,Honda,CR-V,1996,0,2
PIS-6731,2703471872997,Dimas Barrena-Velasco,Hyundai,Santa Fe,2019,3,1
YLE-2364,8577339924317,Lara Lilia Fuentes Villalobos,Kia,Sportage,2015,4,2
DSM-5791,8073970566985,Luis Ángel Páez Mendez,Toyota,Corolla,2003,5,3
UYZ-4944,1818581877425,Ainara Escamilla Roman,Mazda,3,2014,5,2
LIR-8855,5260500890223,Vera Alemán Fuentes,Mazda,3,2008,4,2
DOG-6517,4227076148284,Pilar Castrillo Heras,Kia,Sportage,2012,4,1
VJQ-1346,3763774655011,Amaya de Orozco,Honda,Civic,1995,0,3
WEL-9569,1014428783516,Herberto Rius,Toyota,Yaris,1999,1,0
YOE-7424,2031189117387,José Ángel Vall-Alba,Kia,Picanto,2003,1,2
EJK-9171,4637609623552,Belen Gimeno,Hyundai,Elantra,2009,2,0
GCI-1081,4049606466158,Cloe Méndez Benavent,Mazda,3,2008,2,2
NRR-4773,2651693935462,Florentina Almudena Milla Piquer,Kia,Rio,2018,0,3
JNI-5662,3212502397053,María Pilar Atienza Olmedo,Toyota,Yaris,2023,5,3
UVU-3566,5293615919728,Manu Rosa Ortiz,Mazda,BT-50,2019,5,3
AAK-8964,2272186745623,Samuel Palau Abascal,Kia,Sorento,2016,2,1
XDE-5908,1239936653247,Primitiva Vilalta Cabrero,Honda,CR-V,2011,4,0
BAG-7165,8378910013552,Moisés Roda-Planas,Toyota,Yaris,2009,2,2
OTS-3630,8235332962971,Gema Olivé Álvarez,Mazda,BT-50,2018,1,2
UYS-9653,2273499813167,Juan Pablo del Fonseca,Toyota,Hilux,2013,1,2
UMK-4280,2692218717573,Débora Cañas Lago,Hyundai,Elantra,2017,4,0
YLG-8225,8299453543539,Guadalupe Cánovas Villanueva,Kia,Sportage,2021,4,2
PZH-8614,9870119276646,Emiliana Ramos Cuadrado,Honda,Accord,1995,2,3
ANX-3713,1395703873178,Vito Valero Ríos,Toyota,RAV4,2010,3,3
UIZ-2930,7010236505261,Salud Moreno Isern,Hyundai,Santa Fe,2011,1,2
QGI-2687,8494320395817,Inocencio Barreda-Font,Toyota,RAV4,1996,4,0
PHT-7050,3888127518002,Candelario Aranda-Casanova,Mazda,6,2008,0,2
DSM-5798,5017188719969,Eva Checa,Mazda,BT-50,2021,2,0
RBI-2726,6329463729170,Palmira Segovia Guzman,Hyundai,Tucson,2019,1,2
EHO-3223,4385883881975,Dolores Ricart Baquero,Hyundai,Tucson,2020,2,1
LIC-2390,1953635179809,Samu Grande Portillo,Kia,Sorento,2020,4,2
ZAN-7519,1720807099612,Evaristo Esteban Escribano Borrás,Toyota,Corolla,2020,4,1
ZNJ-3445,9759976666697,Lola Rodriguez Palacio,Hyundai,Santa Fe,2024,1,2
YDZ-3446,9589519682699,Angelita Huertas Amaya,Mazda,6,1997,1,0
VYH-1916,7583927482463,María Castells-Marí,Kia,Sorento,1999,4,0
XNN-3910,8883394804435,Emperatriz Morell-Castells,Honda,Civic,2008,5,0
NGT-4770,7688446525895,Édgar Cáceres Blanco,Mazda,3,2000,3,1
KBP-7996,2138817916728,Pedro Sala Botella,Kia,Rio,2012,3,2
MGB-7753,7440946534054,Constanza Gala Machado Madrid,Mazda,CX-5,2013,0,3
CPZ-0162,9362808450108,María Carmen Natividad Arias Ruano,Mazda,6,2009,0,1
TOM-0437,8756317563238,Galo Perea Marqués,Honda,Fit,1997,4,1
PSH-4045,9785354201822,Prudencia Pellicer,Toyota,Corolla,2021,4,1
JBO-5757,7121729557727,Donato Campoy Donoso,Honda,Fit,2009,4,1
RQU-8585,8232860824502,Rómulo Iriarte Llano,Honda,Civic,2000,5,2
NJR-6801,9171285669423,Fulgencio Taboada Guerrero,Kia,Sorento,2009,1,3
JYK-6109,5969609667958,Máximo Arce-Canet,Honda,Fit,2010,2,1
VPI-4260,9806225566735,Candelas Román Robledo,Toyota,Yaris,2001,2,0
PUW-6341,6828637659425,Carina Manuel Téllez,Hyundai,Santa Fe,2003,2,3
PPQ-5646,7594376301484,Eustaquio Sanabria Simó,Mazda,CX-5,2012,4,2
QHA-0233,8419985713186,Nuria Yaiza Crespi Beltrán,Kia,Sorento,2017,1,2
RJW-2234,1505309462570,Mónica Martorell Figueroa,Mazda,CX-5,2001,4,0
EMY-6043,4748924834880,Fanny Bosch Ródenas,Hyundai,Elantra,2008,1,3
CYW-6353,1426770742471,Felicidad Ávila Bartolomé,Hyundai,Accent,2014,1,3
OVD-2170,5979842791629,Alma del Baró,Mazda,BT-50,2021,4,3
CXY-6915,5754788534157,Donato Villar Mate,Honda,Civic,2022,0,2
IHC-4808,1920576626368,Dalila del Céspedes,Hyundai,Santa Fe,2012,4,1
BDZ-8760,3656601299296,Rosalinda Nilda Bastida Ferreras,Mazda,6,1998,5,1
AKP-8334,6574628425110,Leocadio Carpio Boada,Toyota,Hilux,1995,2,3
PUG-6085,9909563706829,Alicia Odalys Camacho Martinez,Toyota,Hilux,2018,3,2
