Placa,DPI,NuevoPropietario,Fecha
MCK-1385,4600040185217,Natanael Carbajo Ocaña,2016-09-14
RBF-8196,4358969657720,Matilde Águila Hernando,2019-12-28
RBF-8196,7061370863307,Ruth Milla Jódar,2018-01-19
RBF-8196,3265719994040,Ángel Valero Ribes Morcillo,2024-09-29
JTE-1724,9462593133040,Juan Luis Falcón Peñas,2016-02-07
ALQ-6863,7803880839889,Rufina Campillo Caballero,2024-08-17
ALQ-6863,6883267590786,Dionisia Sedano Marqués,2016-06-25
ZXQ-2519,7736492959591,León Diez Piñeiro,2016-11-26
NCW-4116,3727024593774,Jacinta Tamayo Bernat,2015-05-10
NCW-4116,1116293039014,Jordán Vicente Amor,2024-01-17
TKF-7631,4890060385349,José Ángel Gual Macías,2019-07-29
TKF-7631,8530924578764,Matilde Llano Almazán,2020-10-22
TKF-7631,8728986730761,Francisco Jose Tolosa Valenzuela,2020-06-26
YTM-3283,6067422563491,Fabiola Alsina-Elorza,2019-04-20
YTM-3283,4995286323231,Jose Luis Eustaquio Alcaraz Prats,2018-12-02
YTM-3283,1645471287666,Soraya Menéndez Viña,2018-12-22
HSS-1033,3245712912490,Esperanza Durán,2017-08-24
HSS-1033,3924272746023,Carmela Varela Peinado,2022-11-14
HSS-1033,2311925186605,Aránzazu de Giner,2022-06-29
LEN-4906,9131414800867,Irma Garcés Garcés,2016-09-14
LVJ-0704,7956882175206,Victor Giralt Rincón,2015-06-06
LVJ-0704,4885024935861,Eulalia Segura Ocaña,2017-09-26
LVJ-0704,6046257272727,Gonzalo Ramón Palomares,2024-02-02
VYF-9369,2127166907571,Anacleto de Mayo,2023-09-15
VYF-9369,2258064808168,Pablo Tolosa-Sotelo,2016-08-18
VYF-9369,1431505791317,Simón Arturo Camino Villar,2020-08-08
JDJ-6646,1622364356600,Vera Sebastián Pareja,2019-08-01
JDJ-6646,5489093622154,Amado Julián Paredes,2018-09-20
DTM-5054,3727242696566,Dominga de Peña,2021-12-04
CKM-9076,3969274509219,Fortunata Bayo Bou,2023-04-07
WKV-0538,9773796720575,Encarnación Cantón Girona,2021-08-18
WKV-0538,6232723984306,Berta Cueto Giralt,2017-03-07
UBD-5971,4447343450185,Porfirio Pizarro Bonet,2017-11-14
UBD-5971,9521621114385,Juan José Gibert-Rey,2018-04-13
YZC-6590,4271401189790,Delia Pujadas Blanch,2019-01-12
HOR-9365,2661521489899,Juan Luis del Monreal,2024-11-06
HOR-9365,1479871238526,Paca Conde-Gascón,2023-07-16
HOR-9365,9985511472860,Demetrio Jiménez Cortina,2023-07-13
GQS-2026,1576106703638,Reyes Baena Bustos,2021-04-08
OLM-3708,6221563490777,Sabas Lladó,2022-01-01
UNR-8494,7149520952011,Jose Manuel Vazquez Seguí,2015-02-16
VAJ-1489,7675695464057,Armida Gisbert-Jara,2016-06-09
VAJ-1489,5896511701715,Íñigo Pina-Robledo,2016-08-21
VAJ-1489,9917259087426,Rubén Pont,2015-02-14
UXM-0722,7479199876034,José Ángel Ruano-Reina,2017-08-06
UXM-0722,6906433190183,José Polo Bermejo,2022-05-26
PVS-0327,8575811297428,Malena Real Leal,2020-03-05
VXQ-6900,6407495462676,Cecilia Galán Camino,2022-04-16
AZZ-9295,7659798956923,Sol Sevilla Marquez,2017-05-12
FGQ-8733,8377924711413,Agustín Diego Briones Tormo,2021-01-15
FGQ-8733,4988946675792,Adora Calderón,2023-05-13
PYQ-2276,4390455680713,Alondra Fernández Roura,2023-03-03
DDR-9111,9915981074681,Úrsula Benavent,2020-02-17
DDR-9111,5100971958348,Cirino Tirado Figueras,2016-01-14
FEV-2586,9338941505047,Nicolás Bayo Bernat,2022-09-03
YCV-9979,8335851440900,Ernesto del Lillo,2020-10-24
YCV-9979,6088506890997,Fernanda Bautista Sedano,2023-08-23
GHJ-3808,4145031821972,Esteban del Cepeda,2018-11-25
GHJ-3808,7105249443072,Edmundo del López,2019-11-16
XTB-8855,1389972851059,Ainara Gala Arenas Pallarès,2019-05-16
XTB-8855,3547902902268,Jonatan España,2018-04-08
HUF-7906,9642531862680,Carmela Peralta Teruel,2019-11-11
HUF-7906,6826845675421,Anita Duque Paz,2016-01-14
ZSL-5152,3560314217392,Trinidad de Paredes,2023-06-03
UHI-1758,8296880527880,Morena Leal Sarabia,2022-10-06
OSU-0870,2455700049103,Gerónimo Dionisio Torralba Abascal,2022-12-19
OSU-0870,6836167746348,Luisina Marcela Villegas Arnaiz,2021-07-03
DEU-2754,9991048716143,Irene Vizcaíno,2017-01-17
SWU-0302,2747847538892,Xavier Bayona Peral,2015-05-26
SWU-0302,2732940498580,Mayte Vicente Medina,2015-08-24
SWU-0302,7481685356984,Olimpia Merino-Boada,2021-09-01
ZEP-4842,8402927206073,Olalla del Escrivá,2015-08-30
ZEP-4842,5448484776192,Arturo Saura Dueñas,2015-01-26
PLG-7561,2417711243601,Duilio del Mateu,2021-08-01
PLG-7561,2430774893071,Juanito Anaya Carretero,2021-07-09
ORN-3770,7516250665804,Amílcar Torre Teruel,2020-12-23
ORN-3770,8216370259022,Eligio del Pinilla,2022-02-25
ORN-3770,2387143297683,Concha Amaya Frías,2018-06-21
KFD-4960,3920807035348,Rómulo Mínguez Franch,2017-10-21
KFD-4960,8893239402131,Adán Javier Carrillo Silva,2015-08-01
KFD-4960,4031887149818,Fernando Uribe Beltrán,2019-03-05
HIV-1038,6807890294325,Rodrigo Esteban Noriega Gomez,2018-04-15
EZC-6809,1816120568096,Dolores Melero Melero,2019-11-21
EZC-6809,6568212820499,Olegario Ripoll Rosado,2021-01-28
IUB-6819,6387721684792,Nuria Bárcena Fuertes,2016-02-03
IUB-6819,7437606161931,Celia Noguera Simó,2024-05-08
IUB-6819,8965560422417,Raquel Suarez Ferrán,2018-09-11
HUG-6334,3516086049718,Ángela Olmedo Carrera,2024-10-19
HUG-6334,1019933943459,Marta Valencia Bas,2021-12-19
HUG-6334,9532997717566,Eliseo Santos Morales,2019-04-06
RQH-0215,9001007276870,Amparo Vilanova Vilalta,2019-05-17
RQH-0215,9225450331120,Tomasa de Ledesma,2023-10-10
JXP-8670,4372191373629,Juan Carlos Amador Pomares Durán,2020-10-25
JXP-8670,7435772558177,Camila Doménech-Esparza,2016-10-03
XGA-3653,5376829806234,Loreto Arranz Diéguez,2016-01-10
XGA-3653,7142076144892,Marcelino Acero Agudo,2018-03-22
XGA-3653,9533957223757,Reyes Mateo-Castell,2015-07-07
XZQ-0012,5840349369768,Hilda Mateu Segovia,2015-07-01
XZQ-0012,6879890708646,Adela Pombo Pérez,2024-07-20
WTY-2480,8492186138804,María Belén del Roselló,2021-09-14
WTY-2480,5638297929851,Manu de Cerdá,2015-07-05
VVY-3386,5791880300820,Alexandra Téllez Higueras,2018-02-23
VVY-3386,3696289291462,María Pilar Leiva Mármol,2016-04-08
VVY-3386,9204640583628,Nazaret Nicolau Monreal,2022-06-25
MMX-3717,8862236867773,Jovita Manuelita Pujadas Casal,2022-12-08
MMX-3717,8628449389097,Candelario Guillen Sanmartín,2019-05-21
MMX-3717,6263484522032,Desiderio Ureña Arrieta,2020-01-09
VFC-6688,9309450241428,Rómulo de Gómez,2018-09-24
GZN-2694,1560767830121,José Manuel Alberto Salinas,2017-09-28
GZN-2694,2368078696918,Aurelio Olegario Romeu Bru,2019-04-14
GZN-2694,4907012403358,América del Escamilla,2022-03-17
DUK-5315,3879178917056,Cruz Guzmán Guardiola,2024-04-09
GFG-5077,8794631026154,Maximino Herminio Tapia Jordá,2022-08-13
EBU-4637,4095961246423,Hector Cabezas Galan,2022-08-10
EBU-4637,6729358293503,Isa Reina Noriega,2020-09-04
EBU-4637,7397683487240,Basilio Isern,2022-05-28
IAF-6233,3974541736118,Apolinar Pedrero Losa,2023-11-17
IAF-6233,9710632275818,Guadalupe Barros Oller,2021-06-19
IAF-6233,6025628937126,Fermín Gimenez Pineda,2018-05-21
SXB-8502,8580171210337,Adán Botella-Heredia,2015-08-16
ABX-9539,6348866637368,Aarón Esteve Duarte,2021-01-18
ABX-9539,6431061466120,Román Lillo-Corral,2018-12-09
ABX-9539,9802192798405,Paulino Eliseo Vaquero Zamorano,2022-05-08
EYR-2515,3067189043766,Áurea Chico,2015-08-25
EYR-2515,4625004433697,Trinidad Montesinos Arteaga,2022-11-22
EYR-2515,3533496029129,Bernabé Amaya,2021-01-28
ZZV-3247,1568597753241,Fabiola Lara Pareja,2015-06-12
ZZV-3247,8965454467192,Baudelio Casanovas Santamaría,2024-03-26
ZZV-3247,3639968396249,Adelardo Cazorla Blanes,2018-03-12
TUJ-5806,4742005460560,Mayte Nadal-Saura,2024-12-09
TUJ-5806,7580360582977,Maricela Valcárcel,2024-09-02
THK-0837,9085778735215,Vito Alcolea Pazos,2023-08-23
THK-0837,9464882797401,Anacleto Jordá Herrera,2018-04-07
JBJ-6697,1666386406642,Jonatan Riquelme Molins,2019-01-21
JBJ-6697,4982400869858,Aureliano Manuel-Duarte,2021-10-19
JBJ-6697,6204731315004,Iris Alfaro Sancho,2023-12-05
ONM-5672,5300907463854,Américo Joel Pinedo Rodrigo,2018-06-19
OPP-3545,5848356611654,Cayetano Juárez Adadia,2022-07-01
OPP-3545,5732163257584,Trinidad Ponce Hoz,2024-06-01
OPP-3545,4340287403928,Javiera Valera Ureña,2022-08-14
ERI-7954,5504632133522,Alonso del Laguna,2023-06-22
ERI-7954,7788015244714,Rico Valenciano Acero,2023-02-07
XBN-9302,8370294889034,Chelo Teófila Chaparro Barco,2021-06-17
EHA-0234,5470290274658,Paco Pavón Reig,2015-01-29
THD-1064,4737150937733,Gilberto Salgado Ureña,2016-12-30
ZFZ-6197,5501020924878,Fernando Manso Mosquera,2024-08-31
ZFZ-6197,1735941280938,Sandalio Moya Casals,2016-09-11
HIK-0967,4190460034466,Felipe de Báez,2019-06-30
EBH-3380,5860146721581,Nélida Puga Reina,2018-12-30
EBH-3380,3809509247292,Yaiza Bonilla Olivares,2017-07-21
EBH-3380,5597816728364,Eligio Salas Escrivá,2022-10-03
HBX-0242,2918924220079,Desiderio Murcia Simó,2020-07-09
HBX-0242,5964810139912,Pastora Muñoz Cuadrado,2017-11-19
USH-3100,5518582657069,Rosalinda de Elorza,2019-11-16
RCR-7742,6732612483743,Matías del Aparicio,2015-03-28
RCR-7742,2250447200150,Azahara Cornejo Pujol,2017-10-04
RCR-7742,4299865435973,Esmeralda Pla Alcalá,2022-05-19
XVM-3387,1857655970649,Nacho Calatayud Escudero,2015-06-16
XVM-3387,6255831865284,Crescencia Cordero-Pastor,2024-12-26
BNR-3675,2040272691973,Moisés Eustaquio Mascaró Giralt,2019-03-03
BNR-3675,1978596067908,Lalo Lledó Palma,2017-05-15
BNR-3675,8454011412522,Eufemia Sarabia Salmerón,2023-07-21
EMD-0290,8850889927724,Federico del Fernández,2020-12-31
FVG-9202,8237338757167,Lupe Pombo-Sola,2019-06-13
WFV-6690,5765003375308,Ofelia Durán Garzón,2016-05-23
BPD-2646,6025026206319,Germán Espiridión Pou Rey,2023-10-04
BPD-2646,4987386531999,Ofelia del Ferrán,2018-06-24
GUV-4529,1512015120285,Rebeca Folch-Toro,2022-02-21
GUV-4529,7775916886172,Onofre de Cruz,2015-06-19
FJD-1592,4453122190918,Paloma Batlle,2017-01-08
FJD-1592,5821885747432,Cesar de Rosales,2018-01-09
FJD-1592,9276837144892,María José Tomé-Calderon,2021-04-22
SKL-7721,3631777095243,Jose Luis Guzmán Tomás,2022-01-25
SKL-7721,2128821056281,Martina Candela Gonzalo Jara,2016-11-22
VQC-6891,4553575798152,Eliana Rebollo Moles,2021-03-18
VQC-6891,5024603334289,Teodosio Asdrubal Jaume Barros,2015-03-09
WPP-0512,4611879220930,Paz Pacheco Jimenez,2023-05-26
YSH-3882,5061155980034,Héctor Millán Puente,2020-01-22
YSH-3882,6948054433702,Belen Barrios Sastre,2017-05-31
YSH-3882,1188706006269,Norberto Salom-Giralt,2019-04-14
GYF-8162,8786142474938,Ibán Aparicio Crespo,2017-11-25
GYF-8162,3173194362366,Fulgencio Aliaga Gaya,2021-12-26
MAY-3276,6586898761564,Patricio Mateo Carrión,2015-09-03
TFQ-7711,3728329277656,Julio Galván Terrón,2023-05-02
TFQ-7711,5553773012275,Flor Olivares,2015-06-16
CRK-5572,2655462664053,Nerea Nadal Bermejo,2018-05-21
CRK-5572,6128022610723,Amador Salmerón,2015-02-09
QWK-0128,5297210464836,Máximo Danilo Manso Reguera,2021-05-20
QWK-0128,2185427453799,Telmo Buendía Quevedo,2021-05-20
QWK-0128,6841632885933,Francisco Jose Echevarría Camacho,2020-10-28
LMM-6242,9051726049565,Teodoro Quique Escudero Ferreras,2016-09-20
LMM-6242,7444713100776,Óscar Galván Camino,2022-03-25
HFX-1496,4032833045759,Apolinar García Goñi,2020-04-22
HFX-1496,6474861570376,Isa Valenzuela,2022-12-31
RHT-4071,9058773633334,Anna Sierra-Tur,2024-02-29
RHT-4071,1818867094816,Perla Garay Miró,2022-11-30
EXB-5613,6021605434048,Águeda Vazquez Pacheco,2022-06-23
EXB-5613,9002564078656,Augusto Valdés Soto,2020-02-24
EXB-5613,6490097580483,Encarnita del Company,2022-03-26
ZHL-5227,9351529989743,Roque Osorio Carnero,2020-05-24
ZHL-5227,2644357321789,Gustavo Palomar,2015-02-11
ZHL-5227,1792048176073,Tecla de Alfaro,2015-02-27
ULL-3608,7347762903579,Pablo Barrios Perez,2016-03-22
ULL-3608,2701640424381,Ruben Bartolomé,2020-04-07
ULL-3608,9965656348064,Julie Ros Coca,2017-10-31
MIK-9905,5615824060339,Rosalina Conde Jerez,2024-10-17
MIK-9905,8494041526958,Liliana Alvarado Castrillo,2018-02-21
MIK-9905,9970843536668,Tatiana Lucas Calderón,2018-10-04
BPT-5613,2633644520206,Rufina Pelayo Garmendia,2020-12-20
RYY-2700,6015171056326,Tamara Florencia Huerta Roda,2016-10-20
RYY-2700,5904008067761,Elvira Ballesteros Donoso,2023-10-25
FUX-7650,3691222388675,Cebrián Chaparro Roselló,2024-03-13
TDH-5746,5181076377774,Ana Belén Blasco,2016-06-10
TDH-5746,2300095206540,Sigfrido Ferrero Cepeda,2024-12-11
TDH-5746,5216192061738,Manu Lilia Calderón Mur,2022-09-25
RTV-3940,8231433807957,Isidro Costa Carnero,2015-07-03
RTV-3940,6025324686991,Vito Villanueva Carro,2023-06-22
QKF-2914,7134563988854,Martín Marqués Dávila,2018-01-21
QKF-2914,1912842945113,Chita Pablo Bertrán,2024-11-03
QKF-2914,2182128860248,Eduardo Carro Céspedes,2024-03-08
FIV-0930,9110847756150,Genoveva Fabiana Alvarado Durán,2023-11-28
LIV-2181,3108721038355,Pepito Cuevas-Monreal,2019-01-26
LIV-2181,5164018377812,Marino Chamorro Ferrández,2022-05-05
LIV-2181,8599362087591,Cruz Alegre-Ibarra,2022-12-02
DTK-9724,5421367444141,Claudio García Aliaga,2021-12-14
DTK-9724,9783159719177,Joaquina Hortensia Cuervo Llabrés,2023-03-23
XQC-0835,6959033317181,Ignacia Toledo,2016-08-31
XQC-0835,7270181778577,Adán Franch Valdés,2018-03-12
PWF-1788,5378280386277,Crescencia de Reyes,2021-10-21
PWF-1788,8354339339028,Fabio Pou Esparza,2022-12-22
PWF-1788,3109384247036,Herberto Pablo Abad,2016-08-12
EZP-2991,1844133971417,Raúl de Badía,2018-03-24
EZP-2991,4537923777172,Ricarda Lladó-Ortiz,2020-12-26
EZP-2991,5238263010208,Úrsula Azcona Hervás,2017-09-15
GRV-5087,9231485599808,Chus Naranjo Mendizábal,2015-05-02
GRV-5087,3293263323611,Eusebio Pascual,2023-05-06
IVJ-7005,4402528534377,Demetrio Cristian Vicente Rincón,2022-11-06
TUS-6516,6430881778613,Moreno del Bolaños,2018-07-05
DJP-4235,9733317670970,Graciela Vélez Losada,2018-05-19
DJP-4235,5035627855742,Efraín Carmelo Saura Armengol,2023-09-21
DJP-4235,8590212613515,Mamen Canet Espinosa,2020-06-28
JGZ-1710,4587720039846,Bautista Cabanillas,2024-11-20
JGZ-1710,5335681039993,Leandro Franco Molina,2017-07-11
JGZ-1710,5342524731909,Catalina Cervera Moliner,2024-09-16
ZQI-8281,2120249596039,Amor Jordá Infante,2015-11-30
ZQI-8281,7492782839927,Kike Donoso,2021-12-10
ZQI-8281,8286998375990,María Del Carmen Rosaura Sabater Frías,2024-08-23
QBT-6114,5416256799146,Héctor del Soria,2016-05-09
QBT-6114,7679515336620,Fortunata Viana García,2016-03-04
QBT-6114,9509401476871,María Manuela Barbero Tovar,2015-12-30
GKS-1413,4853533434219,Caridad Gracia Perera,2020-08-21
GKS-1413,2011747214766,Roxana Quintanilla Abad,2024-10-27
TLR-9661,5268729128212,Isaac Cañizares Simó,2021-11-10
MQM-0769,5263042888847,Martin Vendrell Sarmiento,2024-01-07
MQM-0769,7446087630353,Ruth Palau Torres,2016-05-20
MQM-0769,2182784087672,Godofredo Valverde Conesa,2017-11-10
EFF-0439,7036808800998,Miguel Ángel Conesa Arribas,2019-08-09
EFF-0439,9010786487153,Adriana Pol Font,2021-08-11
XUY-4358,8487965613939,Salud Ureña Salgado,2015-06-16
QYW-7692,1224926610400,Abraham Ripoll Bayona,2018-03-24
QYW-7692,5194169385250,José Porras Feijoo,2023-06-21
QYW-7692,9862591872777,Prudencio Atienza Pavón,2016-12-28
LCR-6694,8212125812589,Ruth Reguera,2015-09-26
OAU-6650,5332179419229,Manu del Coronado,2020-07-06
HJG-7068,4387823447355,Ambrosio Sáenz Saavedra,2024-01-26
HJG-7068,9938608641791,Hector Manzanares,2018-10-26
SWS-6176,4620389573694,Jimena Coca Lloret,2022-07-03
SWS-6176,5044716505267,Jimena Ariza Pujadas,2023-12-06
SWS-6176,3452119868116,Carmela Mas Vendrell,2022-02-10
WBY-8166,5826549452762,Carina Tamayo Salom,2020-11-30
AYR-3959,2785941146712,Vinicio del Perez,2021-05-24
AYR-3959,8608254942219,Roberta Chico-Echevarría,2019-12-02
AYR-3959,8184225822380,Lupe Andrés Peñas,2020-09-19
SAV-8117,4289803948717,Isidro del Cabeza,2021-08-08
GXI-0617,5518183211627,Abilio Alegria Urrutia,2015-01-22
GXI-0617,5795365608381,Celestino Amo Barrio,2023-05-01
GXI-0617,6522097226382,Melchor Asenjo Vélez,2019-10-26
ASF-8355,3181343714373,Elodia Cortes Valderrama,2023-07-01
ASF-8355,7224481846013,Felisa Cases Medina,2023-07-20
ASF-8355,2283775004716,Aránzazu Atienza Berrocal,2017-01-01
LWY-5115,2762552171837,Máxima Salom Cantero,2022-01-20
LWY-5115,6664512375252,Camila Daniela Porta Baquero,2023-03-09
LWY-5115,2194561390800,Morena Ponce Valentín,2021-12-24
PYR-2619,8453434302905,Noelia del Urrutia,2016-12-28
PYR-2619,2945384819761,Yéssica Paredes Conesa,2022-01-18
CAB-8040,3786337861584,Prudencia de España,2022-01-13
CAB-8040,6589831123248,Guiomar Ropero Roldan,2017-08-15
UTP-1951,7250354236428,Valentín Manjón Morillo,2017-09-11
CBT-7174,6961607412372,Rosario Rosa Villar,2023-05-12
CBT-7174,9585900433229,José Luis España Oliva,2016-05-31
CBT-7174,1484167464775,Miguel Palau Vázquez,2023-08-10
TLA-5716,6947100562157,Encarna Acevedo Gascón,2024-11-26
TLA-5716,5010778490410,José Mari Enríquez Rodríguez,2021-09-14
UTL-0740,5949675371955,Lara Valls Benítez,2020-12-04
SMG-8735,9379534010257,Néstor Pascual Isern,2017-05-20
ZIK-3235,2464262591944,Clotilde Bauzà Cruz,2024-05-06
ZIK-3235,6274540806434,Abilio Godoy Salazar,2016-03-15
DDE-0490,3989358786180,Leyre Gisbert Llopis,2022-12-27
DDE-0490,8454120676691,Jose Antonio Germán Cáceres Cuervo,2021-05-11
KWP-1488,7936621267563,Rodrigo Gutierrez Porras,2018-09-12
KWP-1488,1693083754731,Dominga Salvador España,2022-06-21
KWP-1488,7950117395716,Héctor Lucena Sacristán,2023-10-12
LPS-5209,9326371070407,Petrona Bellido Vergara,2018-11-25
LPS-5209,5430702016454,Buenaventura Cabezas Alberola,2023-01-22
LPS-5209,4808116829514,Emelina Galán-Pi,2019-04-08
FAJ-9444,1147676605380,Ciriaco Mora Pastor,2024-09-14
REC-7535,3635195520347,Remigio Ariño Garrido,2023-05-06
REC-7535,2224406112725,Juan Pazos Villa,2018-03-05
REC-7535,7841161655717,Marcelino Correa Torrent,2020-10-18
NNN-4324,9283939872898,Consuelo Mateo Cózar,2018-03-21
UKC-0099,4693812679620,Segismundo Danilo Reina Vallés,2016-05-07
UKC-0099,3970114864192,Luisina Peña Aguilar,2021-10-03
MKE-3243,9041400199106,Visitación Rosado Girona,2019-05-09
MKE-3243,8417453786245,Rafael Romero Polo,2022-11-27
MKE-3243,9635809859499,Cintia Folch Baños,2017-07-29
AQF-4704,9670630604687,Edu Segura Arteaga,2023-06-11
AQF-4704,8166452821129,Amado Aristides Mateo Tomás,2019-07-25
AQF-4704,5943498353216,Eusebia Villalobos Menendez,2021-02-15
CSZ-2356,1415283008617,Alonso Ayllón-Manzanares,2024-02-01
CSZ-2356,4235477330097,Fernanda de Aller,2015-07-20
CSZ-2356,2997979444414,Régulo Melero,2024-01-24
QIR-2060,8387634935459,Melisa Saldaña Aparicio,2024-07-10
QIR-2060,4647059267272,Brígida Pazos Puerta,2017-08-19
TXY-8474,2935880619044,Priscila Polo-Barrera,2024-07-23
TXY-8474,5177014731077,Bibiana Fuster-Nebot,2023-09-04
TXY-8474,7306574970308,Edmundo Hurtado,2018-02-08
BLX-2393,7652805830989,Ruben Bueno,2016-10-12
BLX-2393,4625950962389,Cecilia Padilla Garay,2021-03-19
PIS-6731,9068984944681,Claudio de Falcó,2019-04-20
YLE-2364,2194316383468,Tito Ballester Moliner,2018-04-22
YLE-2364,2243681976808,Eusebio Ledesma Sánchez,2016-10-20
DSM-5791,6443482930017,Dulce Perea Borja,2018-04-05
