Placa,DPI,NuevoPropietario,Fecha
UYQ-3815,8415150454256,Plácido López Córdoba,2018-12-29
INQ-8773,8654655789006,Diego Dan Morán Amat,2016-05-26
JYZ-1184,3643216345003,Concepción Calatayud Lledó,2022-08-21
IWW-1121,6445316180948,Leonel Prats Seco,2016-07-12
IWW-1121,7258355636308,Leonor Domingo Vives,2015-09-22
IWW-1121,7392002587046,Emiliana Vázquez-Jaén,2021-12-30
WLW-1924,8159679275323,Emma Benavides Luz,2022-12-28
WLW-1924,5145930525679,Adelardo Rivera Tejero,2018-02-01
WLW-1924,9045284622382,Tadeo Frutos-Rocamora,2022-03-13
SGQ-8178,4537209904526,Espiridión del Casanova,2019-07-20
EEQ-3566,4078684965169,Severino de Corral,2022-03-20
GVH-8554,1634175385712,Noé Jose Antonio Ureña Prats,2020-10-15
GVH-8554,2033788388855,Irene Luís,2016-11-14
DON-4511,9606695234984,Jose Ignacio Norberto Carro Recio,2019-06-12
DON-4511,1419484163498,Martin Zurita Bayona,2018-03-21
KIT-1797,5831683539371,Darío Galiano Aguilera,2021-02-27
KIT-1797,3600394420610,Anna Gomez Pardo,2018-01-05
SDR-1604,1000660223191,Eva Huerta Bru,2018-05-07
SDR-1604,7847815962458,Dan Donaire Quirós,2021-08-23
SDR-1604,3832662872617,Merche Navarrete-Ugarte,2022-06-08
TOI-4981,9835193115573,Eutimio Díez-Alcalde,2021-05-21
TOI-4981,5910150885708,Zaida León Sanmartín,2020-03-12
LAF-7165,4076508642184,Casemiro Bautista-Lasa,2024-08-09
CNQ-9892,3059896488773,Ciríaco Jáuregui Rosselló,2015-05-19
CNQ-9892,5578055662002,Borja de Arnaiz,2024-02-06
LAD-1917,2686022716569,Crescencia Terrón Terrón,2021-02-11
LAD-1917,8176877816756,Emilio Alcolea Losada,2018-12-11
RUW-3163,8159643515304,Rufina Roldan Suárez,2015-09-23
RUW-3163,1455585978818,Calixto Real Lamas,2016-07-24
RUW-3163,9563129510293,Borja Porta Guillen,2019-07-31
QOV-5708,7079784931769,Epifanio González Quintanilla,2022-05-20
XLO-8773,1430913843966,Pascuala del Pacheco,2018-03-21
XLO-8773,5290299591782,Hector Victoriano Berenguer Velasco,2017-02-27
XLO-8773,8496651903221,Eliana Valle Silva,2022-12-09
EBB-5725,4313894810571,Ester Guzman-Marti,2021-06-15
EBB-5725,7292850253649,Delfina Grande-Recio,2020-07-22
BNI-2808,8492971435930,Rosalva Fuentes Arcos,2015-10-18
URT-6803,9371811768138,Ramón Valentín Franch,2019-07-05
URT-6803,2730669941066,Nicolás Izquierdo Cabello,2020-11-12
UUW-4979,2592357214861,Balduino Hervás Campoy,2019-03-21
RRN-4575,2033330919488,Sara Juliá Gisbert,2021-03-14
RRN-4575,9200336281192,José del Rocamora,2019-12-29
RRN-4575,9589715538050,Emiliano Navarrete Jordán,2024-09-12
HKR-1189,5593676190747,Marta Manjón Arranz,2020-12-16
ILB-9789,3193782516746,Jose Francisco Jenaro Soria Bernad,2017-02-26
ILB-9789,6352604465349,Manuela Torrecilla Camps,2018-06-21
FEO-4383,4214909331464,Ramiro Carbó Téllez,2020-10-14
PLW-7344,9972325686061,Ágata Maestre Chico,2017-05-19
PLW-7344,7343666424020,Diego de Ponce,2019-07-14
PLW-7344,7808151555153,Ainara Macías Zurita,2015-08-28
TCE-7642,7746470731979,Pánfilo Coello Pera,2019-01-24
TCE-7642,4012262617827,Juan Carlos Asensio Egea,2019-04-25
TCE-7642,9615647700211,Duilio del Mancebo,2018-07-04
IGC-7437,4459813890436,Cristóbal Severo Tena Roca,2018-10-07
NJU-1295,4313279991997,Rogelio Bellido Alberto,2020-11-06
NJU-1295,7498743852278,Osvaldo Torrent Borrell,2015-04-11
GBA-7797,2648597670558,Evaristo Español Valle,2022-07-24
GBA-7797,2422178306039,Elena Neira Catalán,2018-06-05
HEX-1185,5146620049068,Celestina Ibañez Armengol,2019-08-23
DIV-7291,3215485177868,Ligia Esteban Bertrán,2019-10-30
LQU-1837,8198606206886,Arcelia Sanjuan Peña,2018-09-20
LQU-1837,5575182178912,Wálter Torre,2023-05-04
LQU-1837,4020749954980,Juanito Eleuterio Guitart Pi,2024-07-09
CJZ-0194,5990688222104,Dulce Marín Dueñas,2015-01-21
CJZ-0194,9405972756304,Berta Pou,2024-09-12
CJZ-0194,3697255878221,Virginia Soria Caparrós,2024-03-19
IFX-5968,9309540047947,Albert Marco Parejo,2019-01-11
IFX-5968,7695702974350,Vanesa de Agullo,2017-07-07
INI-2648,6236347169728,Hilda Carbajo-Puente,2017-12-24
INI-2648,6106887466075,Efraín Cabo Casanova,2024-02-17
ZGH-1274,1494273216591,Bernardita Cerro Enríquez,2019-12-04
JRV-4993,4199948581745,Donato Felix Lago Viña,2019-03-30
ANS-6856,8191224385488,Nacho de Blanes,2022-11-11
ANS-6856,6860306221014,Ariel Ramírez Marcos,2017-03-24
JSE-5555,5295153764333,Lorena Alemany Abascal,2017-09-03
JSE-5555,8696578197728,Augusto Samuel Azcona Bru,2017-12-29
JSE-5555,8566325873937,Jose Antonio de Galan,2015-08-08
GFI-4645,8726299899418,Nydia Arana Salmerón,2020-12-09
GFI-4645,9828659290064,Nuria Antón Angulo,2015-12-25
GFI-4645,3325420506254,Ruperto del Aller,2024-03-29
TPT-0788,5119870084767,Trini Samper-Vidal,2016-09-21
CEZ-8821,8734975759166,Albina Susana Benítez Villalonga,2017-09-23
CEZ-8821,4539562671591,María Carmen Gargallo Palacio,2022-12-28
REF-0940,5273961511398,Francisca Rosa-Quintanilla,2015-09-29
HMF-2114,8096570442435,Teresa Palomar-Sureda,2021-10-15
HMF-2114,5277900120160,Emiliano Batalla Rubio,2024-07-24
TME-3914,6430748883264,Custodia Mirta Arenas Montalbán,2016-02-29
ORO-9460,4882102379694,Nilo Maximiliano Becerra Sebastián,2016-07-22
ORO-9460,2851101648498,Eliseo Orozco Jara,2016-05-14
CHH-0547,2813596805362,Vicente Rivero Santiago,2016-07-13
CHH-0547,5324169022172,Álvaro Campoy-Molina,2021-04-28
DQJ-8388,6062995805870,Celia Huertas Arnaiz,2019-08-28
DQJ-8388,4523548677579,Jonatan Diaz Pou,2021-01-27
FES-4682,1747213701960,Serafina Rocha Roldán,2018-03-26
FES-4682,4591484447524,Omar Enríquez Mayoral,2018-12-10
UOO-5693,2711531323888,Constanza del Carballo,2018-09-02
KNN-8405,7169030189393,Juan Valls Nogués,2020-06-01
IXV-1460,2916383964042,Nacio Capdevila Cazorla,2021-11-04
IXV-1460,6615616238228,Eligia Cabeza Canet,2021-11-21
HSH-2917,1873781354327,Godofredo Malo Capdevila,2022-12-04
VBH-2917,7220740270011,Pedro Villena Lamas,2023-11-13
VBH-2917,9499181136918,Matilde Marqués Romeu,2020-02-13
VBH-2917,9014072422962,Cándido Chaparro Luna,2020-01-12
FOZ-1276,5163401945302,Silvia Gallego-Lumbreras,2021-08-21
FOZ-1276,8394488596536,Consuela Serafina Montoya Ponce,2022-04-15
BAR-8712,4387138133983,Jesusa Ana Pozuelo Valenciano,2023-02-12
JJL-9556,1331306232154,Isa Urrutia Castañeda,2015-05-30
JJL-9556,3572298934328,Rafaela Gual Valverde,2023-04-24
PBD-0420,2422853148638,Natalio Jimenez Blázquez,2024-01-29
CGL-9039,4417149126748,Tamara Maza,2023-10-21
CGL-9039,8675500018188,Teófilo Hierro Aroca,2020-07-10
CGL-9039,9863136902355,Haydée Bernad Iborra,2016-04-29
JQZ-0225,6126104854800,Carmelo Nicanor Ávila Torre,2023-10-04
YFA-2436,5376966751238,Yago Santamaría Rivero,2021-07-17
YFA-2436,1105780482972,Inés de Pi,2023-04-16
QAV-6263,6964491699139,Malena Peláez-Reguera,2018-03-29
ACT-3047,8065050256674,Estefanía Mirta Acedo Viña,2017-04-01
ACT-3047,3321812314981,Conrado Santos Carreras,2018-05-06
ACT-3047,7990674535803,Álvaro Romero Pozuelo,2015-08-22
UOB-8306,9658482653415,Aurora Guardiola Pombo,2024-08-08
KUU-1632,7679487715064,Manuel Bonifacio Galván Caparrós,2018-09-16
AXU-9297,4580423444414,Primitivo Agustí Canales,2020-09-11
HJD-3133,7911735951751,Teobaldo Noriega-Montenegro,2022-10-30
ASE-7120,4796234875022,Flavio Aguado Domingo,2016-12-16
FTI-1873,8702325539074,Xiomara Eulalia Benavente Amo,2020-02-20
FTI-1873,2473618323719,Ruperta Jove Castell,2018-11-19
KGM-4276,6626532612255,Amelia Carrasco Elías,2024-02-19
VGJ-5970,8251911591804,Verónica María Echevarría Lucas,2015-12-13
VGJ-5970,3379640102728,Francisco Costa Vives,2023-07-28
VGJ-5970,2124300717960,Lorenza Ribera Carreras,2020-09-23
TGG-0599,7671555981217,Caridad Jódar Agustín,2022-03-12
TGG-0599,1680448160937,Erasmo Iglesia Marquez,2015-11-19
TGG-0599,3593350245832,Tito Valencia Moreno,2022-03-18
UUE-1431,5798588105508,Ema Gomez Lobato,2024-08-07
UUE-1431,4898676864592,Lisandro Andreu Muñoz,2021-07-05
SDB-7151,6528583406921,Jesús Torrecilla Acedo,2020-10-15
JSA-2308,1541088898325,Jose Ramón Trujillo Fabregat,2018-08-29
ZSB-0496,2325023721401,Chita Jordá-Bonet,2019-07-14
ZSB-0496,1796810393073,Graciela Mena,2024-05-28
ZSB-0496,9804878243553,María Fernanda América Toledo Caballero,2024-03-13
MHF-9507,5085495999636,Gertrudis del Rodrigo,2017-07-02
NLY-0336,7132615063300,Joan de Gomez,2017-05-24
NLY-0336,7973247476719,Adelardo Moles-Carreras,2024-08-23
NLY-0336,4123750654516,Jose Angel Mulet Escudero,2019-11-18
PFD-9913,6779281846026,Norberto Requena-Gimenez,2019-12-03
WJR-5736,7151933882055,Nydia Redondo Fuente,2017-05-22
WJR-5736,1700059244556,Olga Conde-Zurita,2019-09-03
TJI-8908,3061622437059,Virgilio Vicente Casal Morales,2022-08-04
MGF-1192,2382703206026,Néstor Porta Morales,2019-04-30
MGF-1192,7072465112247,Isaura del Salas,2023-08-16
DPR-8631,5552966099805,Eutropio Campillo-Villa,2018-03-04
KEO-1919,1713244263168,Beatriz Navas Valcárcel,2019-05-04
KEO-1919,3868521202173,Celestino Oliva,2016-06-20
YIK-3825,3519928936717,Martina Porras Quintero,2019-09-08
JTO-6013,8952277763794,Epifanio Franco Vergara,2021-05-30
JTO-6013,8753520501574,Guadalupe del Valencia,2021-05-21
JTO-6013,4344831236545,Teo Alonso Nogueira,2015-08-09
RXA-3599,7616111625858,Joel Chaves Espejo,2019-04-21
RXA-3599,7480341685637,Paco Ramos Méndez,2017-04-06
RZB-6679,9882573301509,Reyna de Feijoo,2024-10-03
RZB-6679,7105547138340,Emilio Cabanillas Jimenez,2023-04-02
MKS-7316,8491570181782,Azeneth Paredes,2020-03-18
BPE-0931,5908476059365,Lupe Juan Reig,2020-01-12
BPE-0931,6328274705054,Rosalina Esteban Cañellas,2019-02-19
BPE-0931,1079734291565,Oriana Sebastián León,2019-03-16
GPT-4885,9554216340019,Natalia Franch Nogués,2024-05-15
GPT-4885,4270127243538,Marcio del Saldaña,2024-04-05
GPT-4885,9374691953766,Gema Azeneth Tena Monreal,2017-06-04
ZFU-9387,2050254064864,Feliciana Morell,2020-08-20
ZFU-9387,5184374594060,Maximino Suarez Leiva,2019-08-13
XNH-2215,7127595448392,Flor Aranda Olivares,2020-05-26
XNH-2215,6824465591999,Albano Blasco Bauzà,2016-12-18
PPQ-6647,9717267458406,Ana Morales,2021-04-20
PPQ-6647,9913325136685,Nando Donoso-Laguna,2021-05-03
SHA-8726,8701790446250,Andrés Felipe Diez Francisco,2015-12-06
SHA-8726,2414996125600,Tecla Azcona Santamaria,2015-11-13
NXS-5783,6624842319901,Demetrio Tomé Manuel,2023-08-28
NXS-5783,9177322836055,Úrsula Quesada Vallés,2023-02-26
NXS-5783,2562665907490,Leonardo Galan Estrada,2015-02-21
QJV-1949,5684724531286,Isaac Echevarría Acedo,2018-05-12
QJV-1949,5381538117262,Rogelio Estévez Neira,2023-03-05
QJV-1949,6172867071275,Leyre Marisa Murcia Carpio,2019-11-25
LUD-8100,5003628607979,Pancho Lobato Camps,2020-02-13
LSH-0033,4098985361710,Ricarda Cózar,2022-07-30
QRP-7612,2414548622752,Luisa Vives Donaire,2022-01-05
QRP-7612,7057231722157,Manu Diez Catalá,2024-09-27
LZI-4658,6400003296954,René Coronado Mariscal,2017-11-23
LZI-4658,5531557827665,Sabas de Mendez,2018-07-20
LZI-4658,2520579769487,Clotilde Roda Alemán,2019-11-10
GUQ-7578,3091711015312,Nicolasa Amorós Vargas,2020-09-04
GUQ-7578,8938192573415,Ani Aranda-Pintor,2017-11-07
GUQ-7578,6306952409169,Pepita Paniagua,2018-02-02
EZQ-5907,2888651733356,Sandalio del Escolano,2020-05-26
KHO-3288,4289370357007,Plácido Garrido-Escalona,2023-09-09
KHO-3288,9444580756703,Camila Llanos Tomás,2015-10-23
XBD-4733,5963599417486,Candelario Pedrero Montserrat,2021-07-06
WJI-8271,1117879411503,Miguel Amaya Vara,2024-04-17
WJI-8271,5431230503846,Gustavo Atilio Gimenez Gras,2020-11-11
WJI-8271,2203116650501,Lidia Calzada Navarro,2019-06-06
QZM-4996,6105887523939,Jose Manuel Galán Clavero,2024-09-06
QZM-4996,6157641328051,Ana Belén Madrid Morante,2016-05-26
QZM-4996,5639944165824,Georgina Peral Solsona,2015-06-04
EJO-8211,5504403075470,Dolores Emma Bonet Elías,2020-05-09
EJO-8211,3112869228463,Gabino Múñiz Soria,2024-11-15
EJO-8211,5929857780621,Juan Manuel Ballester Bravo,2016-05-30
BEB-6762,1682216032406,Josué Salinas Macias,2021-12-11
BEB-6762,4529625612407,Anunciación Rebollo Samper,2019-09-01
FIX-1408,4589646918761,Víctor Jaume Miró,2023-04-14
FIX-1408,2363275796651,Amaro de Domínguez,2022-08-06
FIX-1408,4344925477571,Diana Porta Lobo,2022-12-25
UQU-8441,6394295910610,Viviana Arnaiz Escalona,2021-07-06
UQU-8441,5173054594782,Catalina del Vives,2023-11-06
XVQ-6877,4007513751313,Nilda Ayala Sanz,2019-08-05
IYV-7192,6194428325696,Horacio Cantero Hernando,2021-03-21
IYV-7192,9249415359377,Poncio Gil,2022-01-14
HSK-4981,6026157898013,Natanael Ledesma-Lorenzo,2016-03-18
LCC-2411,6919922958076,Francisco Jose Aznar-Teruel,2023-10-22
LCC-2411,1889968499038,Dolores Macías Franco,2022-08-24
PGE-8894,9513605441195,Berto Pera Ricart,2022-08-12
HCF-0771,3363885565001,Manolo Roldán Palomar Ochoa,2018-10-15
HCF-0771,6352167553717,Jose Ramón Gracia Vilaplana,2016-07-10
WNB-3003,3673216718371,Joaquina Mayo Anguita,2021-04-02
WNB-3003,7379226908558,Lilia Viña-Piña,2020-04-01
MYN-4227,8020351023853,Melania de Talavera,2018-06-10
QCB-5820,3035493333387,Eva María Agustí Peinado,2021-01-19
QCB-5820,5135899009614,Gabriel Sobrino Cáceres,2017-01-26
UEO-5334,3367052809942,Rosalinda Montaña Cabello,2024-01-26
UEO-5334,3820942633848,María Manuela Acero Pedro,2022-12-04
UEO-5334,5957468488323,Eulalia Prats,2018-10-06
FZZ-9308,9516012714278,Chus Charo Narváez Cazorla,2022-05-01
FZZ-9308,7432951444859,Genoveva Infante Cobos,2023-07-04
FZZ-9308,7144929998977,Julie Fidela Bautista Noriega,2024-05-14
RWT-8819,9321955496024,Montserrat Alba-Corbacho,2023-05-06
KCM-3051,1204449090096,Jonatan de Araujo,2023-04-19
KCM-3051,3265584776107,Loida Jove Castell,2016-09-25
ICM-4176,3800247893104,Espiridión Vega Guzman,2020-11-04
ICM-4176,8490000628212,Tere Gras-Corominas,2022-05-03
KFM-6089,2199301723475,Leandra del Porras,2022-08-03
XHT-7958,6007202484415,Socorro Carreras Palacios,2021-11-01
XHT-7958,2539614529825,Nazario López Cantón,2019-03-04
JAI-2859,2773371231774,Diego del Barrios,2017-12-24
JAI-2859,6277715255423,Amador Saavedra Barral,2019-11-07
KGT-2908,4676632278090,Juana de Gimeno,2019-06-07
CJJ-6869,3822865037630,Jacobo Cabezas Fonseca,2022-01-27
CJJ-6869,1753713143940,Santos Font Sáez,2019-05-01
CJJ-6869,1755403354632,Ale Tejada Pavón,2020-11-15
DJK-9025,7319954266868,Gabriel Verdugo Castro,2018-05-16
CZY-6992,9730990350086,Baudelio de Dominguez,2023-12-29
NDV-9786,3833859668772,Carolina Izaguirre Egea,2023-02-08
NDV-9786,4596026046986,Ricarda Gutiérrez,2020-04-27
NDV-9786,3868212411747,Ámbar Bello Valenciano,2015-11-18
DRH-8602,9630354397520,Albina de Bellido,2023-05-02
MKZ-4222,1545184880314,Reyes Pombo Iborra,2017-01-08
MKZ-4222,3867773240285,Jeremías de Novoa,2015-12-16
NXS-0398,8304926556343,León Ruiz Sevillano,2017-03-24
NXS-0398,7433001545309,Blanca del Gálvez,2022-08-30
NXS-0398,5336300494018,Nicanor Morcillo Villa,2018-11-06
IGA-8322,1319618231979,Chus Huertas,2017-07-24
IGA-8322,9801600302406,Rebeca Tello Salas,2021-01-24
IGA-8322,9455959124200,Marcelino del Ferreras,2024-06-28
NNV-3161,9901267083762,Bibiana Calzada,2023-11-09
ELV-2407,6677587960411,Victoria Roda Chaves,2020-03-02
ELV-2407,2429622817204,Elisabet Dulce Campillo Chamorro,2022-02-04
ELV-2407,6507156686034,Chelo Teresa Alvarez Marí,2020-02-24
HIM-8179,5884772027330,Jorge Rodríguez,2016-07-28
HIM-8179,5129969815813,Carmela Salvà Contreras,2019-10-06
HIM-8179,9272037568416,Nadia Alba Lamas,2016-04-24
MBR-9767,8072542188494,Lorena Ferrández Rincón,2016-04-28
WNT-6928,1134932279433,Conrado del Roig,2015-05-03
WNT-6928,6654897756285,Guillermo Robledo Almeida,2024-01-25
SUN-4788,8636608910021,Adelina del Vera,2023-01-01
SUN-4788,3783328175353,Santiago del Arteaga,2020-01-04
SUN-4788,5675664915610,Amanda Suarez,2024-08-23
NHC-8716,3991849843247,Juan Manuel Barberá-Sans,2018-06-19
NHC-8716,8974272702153,Guiomar Osuna Olmo,2024-12-20
MIV-3739,1769293845014,Cipriano Peña Talavera,2022-06-01
MIV-3739,6019854045879,Pastor Ramos-González,2019-11-10
MIV-3739,9221576858419,Rico Bernal Hoyos,2022-07-07
ZFL-7924,1170456312610,Moisés Sanjuan-Andrade,2020-08-07
ZFL-7924,6044329337887,Juan Lluch Amorós,2021-08-04
ZFL-7924,5589738617584,Rafael Blanco Coloma,2019-05-22
NST-1974,3283653469453,Adora Maricruz Poza Benavent,2020-10-03
BFS-9560,4518528606786,Olivia Castejón Gil,2021-06-12
BFS-9560,3497756428115,Silvia Nerea Chacón Milla,2016-12-09
CWL-9375,1739592515073,Rogelio Amores Tamarit,2020-04-10
CWL-9375,8918447381296,Iker Adadia Tamarit,2016-02-20
YUD-5715,4784654943202,Sandalio Fonseca-Torres,2019-06-13
YUD-5715,5119826010604,Amílcar Aroca Bonilla,2022-11-18
GNJ-1642,5653126268183,Mar Matas Cózar,2023-01-10
GNJ-1642,9394500672320,Herberto Batalla Madrigal,2018-11-04
IUO-9076,7983319951644,Anastasia Esparza Diez,2015-02-21
IUO-9076,7081867385109,José Luis Bautista Hernando,2021-05-05
KIE-9639,2270031127040,Jovita Otero-Méndez,2015-07-31
KIE-9639,5953406942207,Nerea Marti Rocamora,2023-08-03
KIE-9639,3043929150661,Maricela Cobo Merino,2015-06-09
FKN-8644,9813111826630,María José Ropero Larrañaga,2024-10-24
FKN-8644,2173589600205,Cesar Seguí,2015-11-04
NZC-3837,8480400616198,Ramón Barrena González,2023-12-04
NZC-3837,8747376234658,Sandalio Montoya-Uría,2018-12-11
YUN-8792,3545754760693,Azucena Trujillo,2024-07-17
YUN-8792,4864248456993,Joaquina Lorenzo Peñalver,2015-06-09
JSY-3211,2070672852036,Vilma Chico Alba,2022-11-22
JSY-3211,8458549181973,Luis Miguel del Múgica,2023-10-09
EGW-5654,8626397257007,María Dolores Ariza Arias,2017-11-24
ZWE-1198,1093060011756,Baudelio Mateo Heras Corral,2016-03-02
NEJ-3946,2609287163311,Nazario Renato Andrés Cuesta,2015-10-20
NEJ-3946,9083795818845,Espiridión Montenegro Mendez,2024-07-23
XFY-5275,3755083237473,Cándida Mayoral Torrecilla,2023-05-21
XFY-5275,8718845794577,María Jesús de Carrera,2015-12-03
TDQ-2747,8691384535868,Hernán Pujadas Guerra,2017-12-05
TDQ-2747,6231193274820,Patricia Morcillo-Domínguez,2018-09-01
TDQ-2747,5080801342441,Fulgencio Alonso Cervantes,2023-10-24
COM-5267,9894870180416,Balduino Escrivá Mendoza,2019-08-31
COM-5267,3187185243752,Javiera Bernal,2015-03-17
COM-5267,1728229278365,Carina Blasco Sebastián,2023-01-10
NOR-9306,4429908531685,Lupe Brígida Casanovas Durán,2018-12-09
NOR-9306,9333104230539,Valerio Gárate Canals,2023-09-08
NHU-3730,9840150865284,Urbano Gutierrez Barbero,2022-01-19
NHU-3730,6636331761229,Víctor del Gutiérrez,2023-01-29
PGD-7368,7904294462841,Miguel Ángel del Briones,2015-10-19
PGD-7368,3401855070904,Encarnacion Ledesma Esparza,2021-09-14
QHD-2336,3219900198547,Pepita Alejandra Jiménez Pastor,2024-02-26
OTD-1454,7418914536640,Flavia Pozo Jáuregui,2022-03-22
OTD-1454,5975492228814,Pía Solana Adán,2020-11-22
PMY-4751,6315218545365,Ariel Villena Cañellas,2015-07-10
PMY-4751,1796455399402,Luis Miguel Baquero Rubio,2023-04-04
PII-1034,6408599919395,Poncio Lozano Rivero,2018-11-13
PII-1034,2900105867486,Eva Bernad Sanabria,2021-08-29
PII-1034,2561212447760,Haydée Barrio-Carrasco,2021-06-08
JMX-8746,8513734433096,Fidela Gálvez Pozo,2021-04-20
JMX-8746,3520353703182,Pilar Cadenas Carreño,2019-11-25
WCB-8935,8409880988882,Evelia Rojas Salvà,2021-05-19
UAZ-9872,5974840135054,Marcial Alba Pablo,2020-04-07
LPC-8330,7813568765822,Raúl Farré Vidal,2020-04-10
MEU-6907,3552669434487,Pepita Anguita Feliu,2016-06-24
MEU-6907,1084282120910,Jesusa Arévalo Priego,2015-05-13
RTQ-3199,1876948602263,Ileana del Ballesteros,2023-05-21
RTQ-3199,8324763212207,Nazaret Almazán Garrido,2024-04-07
RTQ-3199,4376604878860,Eladio Navarro Peral,2019-02-12
SPW-4640,5562534934636,Abilio Villena Roldán,2016-11-05
SPW-4640,3739775960275,Abilio Zorrilla-Reig,2020-03-18
OUF-0036,5720668642536,José Arjona-Borrell,2020-05-04
OUF-0036,2323247665063,Alexandra Gutierrez Ballesteros,2023-06-25
SCP-8600,8146712692681,Obdulia Marti Gras,2023-06-25
SCP-8600,4322047765346,Celestino Capdevila,2023-10-06
RJO-1293,3254550041956,Yaiza Suárez Pinilla,2023-10-18
RJO-1293,4295132234613,Íñigo Yuste-Hernández,2016-10-19
RJO-1293,1301956143533,Adriana Beltrán Otero,2022-08-23
UCK-9315,2174124574657,Encarnación del Vara,2016-09-04
UCK-9315,2991436638423,Almudena Martin Parra,2023-01-17
UCK-9315,5392050969780,Curro del Barranco,2022-12-28
DAH-6264,8964512420932,Alejandra Espejo,2023-08-02
ETN-9861,6721369458833,Marciano Fabra Melero,2023-02-04
ETN-9861,3999014101185,Gabriela Leal Quiroga,2020-09-17
ETN-9861,7751309841548,Leoncio Benavides-Arellano,2015-07-08
VCQ-6659,5554338557571,Delfina Paniagua-Reina,2021-05-26
VCQ-6659,4831256225806,Abigaíl Requena Figuerola,2024-12-08
VCQ-6659,5153733915979,Carmelo de Marin,2019-05-08
RWO-0523,3694969574480,Zoraida Perez Miranda,2016-09-29
JQD-4748,9987275774361,Estefanía Orozco-Olivares,2018-03-17
WDQ-1209,2654444254110,Roldán Flores Luque,2019-06-28
