Placa,DPI,Nombre,Marca,Modelo,Año,Multas,Traspasos
KXN-8123,4797638218120,Jovita Pinto Moll,Hyundai,Elantra,2017,5,1
APW-7518,8599481159808,Rosalina Dávila Paz,Kia,Sportage,2012,3,1
TEO-7100,5500800554720,Guiomar Pol Ortiz,Hyundai,Santa Fe,2000,3,1
UYQ-3815,7352205551240,Olimpia Jaén Viana,Kia,Sorento,2017,4,1
INQ-8773,8826582609650,Emelina Donoso-Gárate,Honda,Fit,2019,5,1
JYZ-1184,1628926955479,Azahar Busquets-Paredes,Mazda,3,2017,2,1
NZQ-4680,4332410274472,Vidal Rodrigo Ferrero Bayón,Kia,Rio,2018,2,0
IWW-1121,4301389579722,Damián Leonel Vazquez Alsina,Honda,Civic,2019,1,3
KKH-5711,1534081600713,Ildefonso Martorell Ferrández,Honda,Civic,2005,0,0
WLW-1924,1635827744786,Selena Clavero Ibarra,Honda,Fit,2003,2,3
ZVZ-8034,5583178622045,Jessica Sobrino Gallart,Mazda,BT-50,2005,3,0
FOA-4533,3028475261059,Corona Expósito-Palau,Honda,Accord,2008,1,0
SGQ-8178,5326100304599,Concepción Gárate Anguita,Mazda,3,2017,1,1
EEQ-3566,3895400434716,Germán Sureda,Kia,Picanto,2000,1,1
GVH-8554,8551058685648,Elías Miguel Coronado Fabra,Hyundai,Tucson,2020,2,2
DON-4511,3085330975971,Casemiro del Gallart,Toyota,Hilux,2018,2,2
KIT-1797,7745376624767,María Pilar Ferrándiz Arévalo,Mazda,BT-50,2022,4,2
SDR-1604,1555570962275,Rosalina Puga Molins,Kia,Sportage,2011,3,3
TOI-4981,7378899024104,Amarilis Sevilla,Kia,Sorento,2024,5,2
LAF-7165,1500696186443,Iris Escobar Hervia,Toyota,Hilux,2001,0,1
LLM-3094,7926847070154,Gil Armengol Pinedo,Kia,Rio,2008,5,0
TJA-4793,1272311417758,Visitación Hervás Montoya,Mazda,CX-5,2021,4,0
LVD-1023,7219096131521,Rosalva Torrens-Carrasco,Toyota,Hilux,2000,4,0
CNQ-9892,6825758896175,Nicolás Rius Montero,Hyundai,Santa Fe,1995,5,2
LAD-1917,6671501880070,Marciano Company Llanos,Hyundai,Santa Fe,2013,4,2
RUW-3163,2670176035664,Tamara Roig,Kia,Picanto,1996,0,3
LGH-9984,3560522608864,Cristina del Roda,Hyundai,Accent,2017,2,0
QOV-5708,6359280919913,Melchor Santos Cal,Honda,Accord,2004,0,1
XLO-8773,9819612816416,Belén Malo Navarrete,Kia,Rio,2019,2,3
EBB-5725,2048665373031,Merche Leal Méndez,Toyota,RAV4,2008,1,2
BNI-2808,8641663585583,Bernarda del Torres,Toyota,Yaris,2008,5,1
URT-6803,9079000357472,Hernán Escalona Mas,Mazda,3,2013,5,2
UUW-4979,7215058014981,Dulce Godoy,Mazda,6,2024,4,1
RRN-4575,4060622814376,Rafaela Haro-Bernal,Toyota,Corolla,1999,4,3
HKR-1189,4265642552863,Eduardo Sabas Portillo Gimeno,Honda,Fit,2008,3,1
ILB-9789,7674421092510,Clarisa Barral Jáuregui,Honda,Fit,2010,5,2
CXN-4507,3018027845999,Purificación Leandra Ochoa Villalba,Kia,Sorento,2011,0,0
FEO-4383,8675504683917,Fanny Dominga Matas Bueno,Honda,CR-V,2005,1,1
PLW-7344,5620462987584,Juan Bautista Ferrándiz Carrión,Toyota,Hilux,2010,3,3
TCE-7642,3722314507706,Fabián Herrera Vilalta,Honda,Civic,2003,2,3
IGC-7437,9407628027726,Juan Carlos Oliva-Lumbreras,Kia,Sorento,2016,0,1
NJU-1295,6922775611650,Ricardo Pallarès Camino,Honda,CR-V,2015,0,2
EUN-7051,3427591978256,Carmelita Diéguez,Kia,Picanto,2003,1,0
NYV-8092,3963578499973,Elodia Campillo Tormo,Hyundai,Santa Fe,2006,2,0
GBA-7797,4416799940128,Marianela Isidora Busquets Alfaro,Honda,CR-V,2002,4,2
HEX-1185,9554850542679,César Bermúdez Tudela,Mazda,3,2011,1,1
BNV-6320,8207749331898,Joan Plácido Cardona Comas,Toyota,RAV4,2001,0,0
DIV-7291,3086489878999,Nicolasa Portillo Alcázar,Kia,Sorento,2007,1,1
LQU-1837,6757417424195,Tomás Burgos Asensio,Mazda,3,2007,4,3
CJZ-0194,1858067976372,Luciano Conde Salcedo,Toyota,Yaris,1999,0,3
IFX-5968,5480183710252,Miguel Luque Milla,Toyota,Hilux,2000,4,2
FAS-9899,3633533083300,María Luisa Arregui Peiró,Toyota,Yaris,2022,0,0
ZNN-1864,2593421815845,Ruy Montenegro-Montes,Honda,CR-V,2024,1,0
KIH-7893,9645445378594,Jordán Alfonso Arellano Manzano,Mazda,3,2011,2,0
INI-2648,9170131206970,Chus Jove Figueroa,Toyota,Yaris,2020,1,2
ZGH-1274,8446007381401,María José Vigil Ripoll,Toyota,Corolla,1998,3,1
JRV-4993,2969033508463,Azahar del Godoy,Toyota,Yaris,2021,0,1
MUC-0932,9843312713358,Simón Lillo Ribas,Toyota,RAV4,2019,0,0
THY-1221,2753713286046,Guillermo del Vigil,Mazda,CX-5,2017,5,0
ANS-6856,5212684575865,Felicidad Espejo Jordán,Mazda,3,2006,4,2
JSE-5555,4958056289993,María Carmen Barragán Arcos,Kia,Rio,2008,1,3
RNJ-0895,7002193758829,Maite Soriano Pedro,Toyota,Yaris,2010,1,0
GFI-4645,1157501613488,Soraya Castell Caballero,Toyota,Yaris,2022,2,3
TPT-0788,6870267652100,Miguel Cantón Artigas,Hyundai,Accent,2006,2,1
ROZ-3424,6306626630552,Nazaret Galán Catalán,Kia,Rio,2013,2,0
JIV-4027,7477522014591,Elba Lasa Poza,Toyota,Corolla,1997,2,0
CEZ-8821,8790434514780,Esmeralda Guillén,Kia,Sorento,2002,5,2
REF-0940,5329060061522,Ignacio Barón Aranda,Toyota,Corolla,2015,1,1
VFU-0171,2967545665506,Roxana Bartolomé Blanes,Mazda,3,2004,3,0
HMF-2114,7717055413316,Josué Diez-Fuente,Honda,Fit,2005,4,2
TME-3914,7569256007164,Odalys Daniela Prat Figueras,Kia,Picanto,2000,5,1
ORO-9460,6138482298878,Samuel Gibert Briones,Honda,CR-V,2014,2,2
RJI-0539,7048552526109,Rufina Rocamora Moliner,Kia,Sorento,2022,1,0
XEN-1174,4542074058634,César Aramburu Ordóñez,Hyundai,Santa Fe,2000,2,0
AZE-5803,4216402759838,Jovita de Crespo,Honda,Fit,2008,1,0
CHH-0547,6102403698213,Selena Carrión,Hyundai,Tucson,2016,5,2
DQJ-8388,3251911750288,Eva María Abad Correa,Kia,Sportage,2005,2,2
MBM-7410,6720378171693,Ascensión Adela Ricart Barranco,Hyundai,Santa Fe,2010,2,0
FES-4682,3270965714223,Aarón Arana Sevillano,Mazda,CX-5,2022,0,2
UOO-5693,9207382470534,Felicidad Lamas Calzada,Toyota,Hilux,2010,1,1
KNN-8405,3647810824132,Pascuala Eli Bayona Ángel,Kia,Rio,2013,0,1
IXV-1460,8044051794310,Salomón Epifanio Parra Clavero,Mazda,6,2010,2,2
HSH-2917,6246538958897,Jacobo Lara Bastida,Mazda,3,2010,0,1
VBH-2917,5376345107853,Alejo Quero Fabregat,Mazda,BT-50,2019,0,3
FOZ-1276,8179444849258,Tristán Albano Agustín Diego,Mazda,6,2017,2,2
BAR-8712,9327939838439,Samuel Perales,Honda,Accord,1998,3,1
JJL-9556,7146004561338,Sosimo Castrillo Galan,Kia,Sorento,2011,1,2
PBD-0420,4328051453919,Custodia Fuster,Mazda,CX-5,2020,1,1
PBW-5547,4385213920985,Encarna Cobos Giménez,Hyundai,Tucson,1997,2,0
CGL-9039,8761738127615,Carla Piña Bueno,Hyundai,Santa Fe,2009,0,3
TWH-4443,3625797354648,Macario Valderrama Noriega,Toyota,Hilux,2013,4,0
JQZ-0225,1801634495614,Gaspar Coloma Crespo,Toyota,RAV4,1995,4,1
YFA-2436,5343215169382,Amílcar Bustos-Prada,Honda,Civic,2017,4,2
QAV-6263,2166524689751,Patricia del Iniesta,Hyundai,Tucson,2008,3,1
ACT-3047,4432729152791,Ana Sofía Olmo-Gascón,Honda,Civic,2009,5,3
UOB-8306,2410659567430,Omar Sebastián,Mazda,3,2007,2,1
CDM-2612,9303182633992,Isaura Leyre Medina Diaz,Kia,Sorento,1996,2,0
EDF-7480,2277221700323,Alondra Ugarte Yáñez,Kia,Sorento,2021,5,0
KUU-1632,3213336629052,Genoveva Vidal Marqués,Kia,Rio,2006,4,1
AXU-9297,4348270832643,Bruno Almazán-Oliva,Hyundai,Santa Fe,2010,0,1
HJD-3133,5051419641912,Arcelia de Río,Toyota,Yaris,2003,2,1
ASE-7120,7797514930807,Alejandra de Tamayo,Honda,Fit,2013,4,1
OKQ-3259,3090195185351,Joan Chuy Escribano Cabello,Mazda,6,2007,1,0
FTI-1873,5078617791465,Lucio Sarmiento-Chico,Mazda,3,2005,4,2
KGM-4276,1733968893161,Saturnino Ayuso Lobo,Kia,Sorento,2023,5,1
VGJ-5970,6618080984032,Bernabé Ángel Ojeda,Hyundai,Tucson,2004,3,3
TGG-0599,5227379484807,Paloma Viñas Peñalver,Honda,Accord,2002,2,3
UUE-1431,4526880385775,Primitivo Guzman Atienza,Toyota,Hilux,1998,5,2
HYK-5827,3174501228329,Felix Giménez Capdevila,Hyundai,Elantra,2015,0,0
SDB-7151,8110529363550,Dulce del Serna,Kia,Picanto,2000,1,1
JSA-2308,9457739568722,Herminio Salgado Carrasco,Honda,Accord,2024,3,1
ZSB-0496,2779130181886,Beatriz Blanes,Mazda,CX-5,2010,2,3
MHF-9507,9545659632746,Eleuterio Bueno Bello,Kia,Sportage,2000,3,1
NLY-0336,6749825650707,Eugenio Mas-Blanes,Honda,CR-V,2004,2,3
PFD-9913,4451189268839,Ciriaco Flor Rocamora,Kia,Sorento,2010,0,1
XLK-7092,2039713424316,Luís Llanos,Hyundai,Tucson,2021,0,0
WJR-5736,7760672490620,Darío Mascaró-Seguí,Kia,Picanto,2001,3,2
TJI-8908,5164895416456,Chus Pintor Niño,Mazda,6,2018,1,1
MGF-1192,9763219216520,Ana Sofía del Cózar,Mazda,BT-50,2008,2,2
DPR-8631,2513126197159,Salvador Plana Cabañas,Mazda,BT-50,2013,2,1
KEO-1919,8277869192802,Hugo Solera Álamo,Toyota,Yaris,2010,4,2
YIK-3825,8426438853537,Cintia Galván,Honda,Accord,2005,4,1
JTO-6013,5926651090069,Carina de Barragán,Mazda,3,1995,4,3
RXA-3599,2386286708642,Gabriel Cobos Sosa,Kia,Picanto,2024,4,2
RZB-6679,2437832978078,Severino Luna,Hyundai,Accent,2016,3,2
WVZ-0005,3257967818381,Íñigo Alejo Echeverría Botella,Mazda,6,2010,1,0
TOI-8495,3651244082764,Apolonia Acosta Seguí,Kia,Sportage,2022,2,0
MKS-7316,1835919455770,Lino Vinicio Carretero Martí,Honda,Civic,2000,4,1
BPE-0931,8495919659789,Calista Cardona-Vilalta,Hyundai,Santa Fe,2009,2,3
GPT-4885,7126036113632,Fabián Cánovas Benavides,Kia,Rio,2010,0,3
ZFU-9387,2892991493623,Isidora del Ribes,Hyundai,Tucson,1997,4,2
XNH-2215,1710912704686,Eustaquio de Pinedo,Honda,CR-V,2010,0,2
PPQ-6647,8885992009694,Nilo Seco Goñi,Kia,Sorento,1998,0,2
WCN-6325,3047715980476,Julio César Villalonga,Kia,Rio,2016,4,0
GGU-3792,2934922803816,Ainara Garcés Carballo,Hyundai,Accent,2008,5,0
NWQ-8782,7927929976644,Hernán Cervantes Sebastián,Mazda,BT-50,2006,3,0
SHA-8726,1125192177931,Artemio Heredia Iniesta,Toyota,Yaris,2017,2,2
NXS-5783,5346349433229,Dolores Camps Oller,Honda,Accord,2016,1,3
QJV-1949,5126101901527,Augusto Rodriguez Hervás,Kia,Sportage,2024,4,3
LUD-8100,4954204656947,Pepito del Zabaleta,Hyundai,Tucson,1996,0,1
LSH-0033,3546039770386,Custodio Carvajal Calatayud,Kia,Sportage,2014,2,1
QRP-7612,6023044518377,Humberto Quintana-Llopis,Honda,CR-V,2011,0,2
RNI-4909,1782770843853,Estela Arroyo Bello,Toyota,Hilux,2018,2,0
LZI-4658,1760174095184,Maxi de Cano,Hyundai,Tucson,2019,1,3
GUQ-7578,1188823255335,Olimpia Piñeiro Palomar,Kia,Picanto,2016,1,3
XWQ-3100,3432491892491,Emelina Pozuelo Prieto,Mazda,6,2003,4,0
EZQ-5907,5409411256611,Amador Herrera Ávila,Toyota,Hilux,2006,0,1
KHO-3288,5957862370493,Eutropio Zaragoza Casado,Mazda,BT-50,2005,5,2
XBD-4733,8102748485235,Ezequiel Salom Ballester,Kia,Sorento,2019,0,1
WJI-8271,9084061468690,Jafet del Manuel,Honda,CR-V,1998,0,3
QZM-4996,3444515339597,Carlota Abril Amaya,Honda,Fit,2023,3,3
EJO-8211,5941908604518,Arturo Sáez Muro,Mazda,3,2013,5,3
BEB-6762,6075045163858,Aitor Benavides Iriarte,Toyota,Yaris,2009,4,2
FIX-1408,9844363103447,Gil Mateo-Solís,Hyundai,Elantra,2009,4,3
UQU-8441,7771628537274,Santiago Dueñas Quevedo,Kia,Sportage,2022,2,2
XVQ-6877,4873013992231,Felisa Moliner Tamarit,Mazda,6,2011,4,1
IYV-7192,7752670924932,Gloria Palomar-Angulo,Honda,Fit,2017,3,2
HSK-4981,4136303366680,Alejandro Somoza-Cano,Kia,Rio,2006,5,1
LCC-2411,7378731181993,Estela Cano Boada,Honda,CR-V,2015,3,2
PGE-8894,7650354689110,Iván Aurelio Rivero Torrecilla,Hyundai,Accent,2010,5,1
LWT-7045,1148128592922,Isaac Briones,Mazda,CX-5,2016,4,0
HCF-0771,7877183976572,Adora de Trillo,Honda,Civic,1996,0,2
WNB-3003,2004622349071,Mauricio Expósito Rocamora,Honda,CR-V,2021,2,2
MYN-4227,6705503410305,Alfredo Ayala Moraleda,Toyota,Yaris,2024,4,1
DKM-7052,8364464283820,Águeda Peláez Prado,Mazda,6,2008,1,0
BPN-4010,9717491562816,Desiderio Hoz,Kia,Sorento,1997,1,0
QCB-5820,7268815995776,Damián Cañellas Feliu,Toyota,Hilux,1999,5,2
UEO-5334,3003900029544,Toribio Gisbert Ferrándiz,Honda,Fit,2004,0,3
FZZ-9308,5869492131709,Encarnita Flavia Sala Lucas,Kia,Rio,2001,2,3
WTX-7153,2025874394912,Delia África Jaume Ariza,Mazda,BT-50,2017,2,0
RWT-8819,9718714803545,Emelina Elías Clavero,Toyota,Yaris,2004,1,1
CMR-5773,9483236427847,Arcelia Carballo-Ferreras,Honda,CR-V,2006,3,0
KCM-3051,7251877249889,Carlito del Riera,Toyota,Yaris,2015,0,2
ICM-4176,8239051648483,Andrés Domínguez Rocha,Hyundai,Elantra,2000,0,2
KFM-6089,2405007792361,Jacinto Suárez Colom,Hyundai,Tucson,2003,2,1
XHT-7958,5570407141939,Javi Acero-Serna,Kia,Picanto,1998,2,2
JAI-2859,3299624443452,Leyre Cepeda Viana,Mazda,CX-5,2011,1,2
KGT-2908,1942706267101,Tecla Martorell Sotelo,Kia,Rio,2006,2,1
CJJ-6869,7891142712162,Alejandra Romeu-Coll,Toyota,Corolla,1997,5,3
DJK-9025,7154663708917,Nazaret Leal Juárez,Honda,Civic,2012,1,1
CZY-6992,4259950082467,Jose Ramón Juárez Alberto,Hyundai,Accent,2018,1,1
NDV-9786,1408176176652,Constanza Yáñez-Jaén,Honda,CR-V,2021,2,3
DRH-8602,9748239749754,Mayte Cañete Bauzà,Honda,Accord,2008,5,1
MKZ-4222,5489317477548,Silvestre Báez Gomis,Kia,Picanto,2014,0,2
NXS-0398,7374705156610,Salvador Mosquera Delgado,Hyundai,Elantra,2024,1,3
IGA-8322,2165381476176,Tamara Segovia Catalán,Kia,Rio,1995,4,3
VWI-8301,9205865828009,Espiridión Hervás Bueno,Hyundai,Accent,1999,2,0
NNV-3161,5291425066385,Benigno Carbajo Laguna,Kia,Rio,2015,5,1
ELV-2407,7328161943864,Fernanda Alcántara Aragón,Hyundai,Santa Fe,2018,0,3
HIM-8179,2410398816384,Macarena Ortega,Mazda,CX-5,2008,1,3
MBR-9767,9176049445793,Maximiano Company-Núñez,Kia,Sorento,2015,1,1
WNT-6928,9202307970920,Saturnino Gimenez,Mazda,3,2006,4,2
SUN-4788,8727171891509,Calisto Guzmán Caro,Toyota,RAV4,2008,0,3
NHC-8716,4567375099479,Mamen de Pinilla,Mazda,CX-5,1996,5,2
MIV-3739,1645399694584,Angelina Oller Comas,Kia,Picanto,1999,5,3
ZFL-7924,3365881159831,Mario Téllez Moreno,Hyundai,Tucson,2022,2,3
NST-1974,5678022509091,Nacho de Osorio,Honda,Fit,2014,0,1
EIL-1673,7014760794006,Martin del Plaza,Mazda,BT-50,2011,3,0
BFS-9560,5021188622515,Adelia Valentina Nogueira Rico,Kia,Sorento,2008,4,2
TXQ-4440,7298641676247,Gerardo Amador Nuñez,Mazda,6,2022,3,0
RUS-6400,9467601453179,Samanta López Manjón,Honda,Civic,2014,3,0
CWL-9375,6356013564929,Dan Monreal Lumbreras,Honda,Civic,1998,3,2
JRP-1736,6156406796817,Pancho Castells Arenas,Toyota,Yaris,2010,3,0
RPN-3921,6842175942615,María Cristina Roma Miguel,Honda,CR-V,2011,1,0
YUD-5715,1103659315539,Luciana Ángel Lastra,Kia,Picanto,2013,5,2
JQU-0178,3969660973632,Casemiro Abad-Parra,Kia,Sorento,2013,1,0
GNJ-1642,9160715449815,Matías Calvet,Kia,Picanto,2019,0,2
IUO-9076,8549092530917,José Manuel de Ayllón,Hyundai,Accent,2018,4,2
KIE-9639,3662616597041,Asunción de Otero,Kia,Sorento,2004,2,3
FKN-8644,1026086033195,Jesús Carreño,Mazda,CX-5,2014,1,2
NZC-3837,8123387875801,Jordi Carro-Hernando,Kia,Sorento,1997,2,2
SWU-3118,9288368349440,Bernardita Manzano Quintana,Mazda,CX-5,2006,5,0
KOE-3560,8943916061876,Lara Grau-Angulo,Mazda,BT-50,2015,0,0
XGV-0756,8589113904519,Esteban Rojas Velasco,Toyota,Corolla,2020,4,0
NON-7206,6354916765985,Luis Miguel Valenzuela,Kia,Sportage,2019,4,0
YUN-8792,6739062708183,Ruben Pallarès Amorós,Hyundai,Accent,2024,1,2
JSY-3211,2713852534473,Ciríaco Alcántara Pont,Hyundai,Elantra,2013,1,2
XTY-8965,3994288603749,Lourdes Vicens Escalona,Kia,Sportage,2009,2,0
EGW-5654,3103452440203,Javiera del Andres,Honda,Accord,2004,0,1
ZWE-1198,4183089489374,Cayetana Amorós Blanes,Mazda,3,2015,0,1
NEJ-3946,1701893471452,Úrsula Conde Correa,Hyundai,Tucson,2003,3,2
RXJ-1013,2209986819522,Lidia Baró Tenorio,Hyundai,Santa Fe,2022,1,0
XFY-5275,5530835987295,Florencia Orozco Oller,Mazda,6,2003,4,2
TDQ-2747,7477778833897,Lucio Esteve Izaguirre,Hyundai,Tucson,1996,2,3
SHB-4800,1829599017710,Victor Borrego Huerta,Mazda,6,2002,3,0
OJD-7620,4867795507929,Jordán Valero Flor,Honda,Accord,2002,2,0
COM-5267,2542405047187,Américo Bauzà Amaya,Toyota,RAV4,2017,1,3
GGM-9597,4957840469724,Leticia Morata,Mazda,CX-5,2014,5,0
NOR-9306,4104289018767,Belén Jara Carrasco,Hyundai,Tucson,1996,1,2
OTS-7597,8404700096063,Pepita Acedo Narváez,Honda,Civic,1999,4,0
NHU-3730,5229475224389,Pablo del Bilbao,Toyota,Yaris,2020,0,2
PGD-7368,5718922724606,Samuel del Lerma,Hyundai,Santa Fe,1997,5,2
EWA-1187,5261224378743,Emigdio Medina,Mazda,3,1999,1,0
QHD-2336,9816281194381,Josefina del Galán,Honda,Accord,2005,1,1
OTD-1454,6498436470026,María Del Carmen Simó Prieto,Honda,Civic,2024,1,2
PMY-4751,7198503908924,Ámbar Alcalde Urrutia,Honda,Fit,2020,0,2
PII-1034,4121792334212,Marino de Folch,Honda,Fit,1997,1,3
JMX-8746,6537463075048,Remigio Téllez Tejada,Mazda,3,2007,1,2
ZEF-2050,8870432937485,Chus de Taboada,Hyundai,Santa Fe,2024,2,0
WCB-8935,7625729415548,Tadeo Balduino Abril Pedrero,Toyota,Yaris,1997,0,1
VCT-5700,4297228112945,Mar Aguirre Leiva,Hyundai,Elantra,1996,4,0
UAZ-9872,2802854224005,Hector de Mora,Kia,Rio,2005,3,1
LPC-8330,4408127442388,Marcela Navas-Flor,Toyota,Corolla,2023,5,1
MEU-6907,8060682021359,Fermín Sancho-Valbuena,Mazda,6,2006,0,2
RTQ-3199,1610022899945,Alcides Blanes-Gual,Hyundai,Elantra,2018,0,3
VXR-2901,7548858450365,Nicodemo Sans Cuesta,Hyundai,Santa Fe,2000,0,0
SPW-4640,5459922374719,Imelda Montoya Marqués,Kia,Picanto,2007,4,2
CAB-1414,9490441957974,León Macías Roura,Mazda,CX-5,2006,2,0
OGO-7431,9838006552327,Calisto Alsina Tejero,Hyundai,Tucson,1999,5,0
OUF-0036,6428930327073,Ángeles Duque Castillo,Kia,Sorento,2021,2,2
FXT-5058,9242939070384,Magdalena Pellicer Bertrán,Kia,Sorento,2022,0,0
SCP-8600,4916041826371,Gilberto Castilla-Toro,Toyota,Corolla,2018,5,2
RJO-1293,6620228176753,Isidro Hernán Macias Castells,Kia,Rio,2023,1,3
UCK-9315,4838841863842,Carmelo Jerez Manzano,Hyundai,Santa Fe,1995,5,3
IGM-6995,2981586272152,María Teresa Contreras Garmendia,Mazda,BT-50,2021,0,0
DAH-6264,1797749031758,Roxana del Iglesia,Hyundai,Tucson,1998,4,1
ETN-9861,6852478325693,Cipriano Feliciano Merino Franco,Toyota,RAV4,2003,4,3
VCQ-6659,7847916326937,Feliciano Berenguer Trillo,Toyota,RAV4,2004,1,3
RWO-0523,6626161583262,Tiburcio Montoya Rivero,Mazda,BT-50,1998,3,1
JQD-4748,5773734645822,Hipólito Castells Canet,Mazda,CX-5,2021,5,1
WDQ-1209,3610130962007,Albano Royo Aznar,Kia,Picanto,2010,2,1
GWZ-9468,4948839572318,Ernesto Toledo-Hoyos,Mazda,CX-5,2020,0,2
QWG-1789,4261565827857,Adelaida América Luján Borrell,Honda,Civic,2023,5,3
SMH-4328,7378101901424,Gerónimo Bárcena Carpio,Hyundai,Santa Fe,2021,2,2
TKC-3576,4196663373227,Azeneth Enríquez,Hyundai,Elantra,2013,0,1
LNZ-5642,6346943943684,Aureliano Vega Segura,Honda,CR-V,2002,3,1
COL-5950,1770783381848,Jennifer Frías Gracia,Kia,Sportage,2010,3,2
QEM-9983,5313021026490,Zaira Alfaro-Ángel,Honda,Accord,1997,2,2
LDG-6716,6451502412784,Adelaida Velasco Armengol,Kia,Rio,2024,0,1
GSZ-8075,8917249217540,Luis Miguel Monreal Jiménez,Honda,Fit,2018,5,1
YHA-7823,3570158695560,Leocadio Cornejo Ferrer,Toyota,Hilux,1997,4,2
EXL-1858,3396800521797,Olalla Alberto Noguera,Mazda,3,2010,0,1
XDE-3359,3256577070197,Ulises Casals-Lloret,Kia,Picanto,2014,4,1
ITE-3224,8666594399019,Dafne Cuenca,Mazda,CX-5,1995,1,1
PZE-3044,4532459115041,Rosalina Gabriela Saldaña Carpio,Honda,CR-V,2011,0,3
GTH-7418,3792640474733,Samuel Castrillo Estrada,Kia,Sportage,2020,1,0
KLJ-4776,9157805201939,Brunilda Jaén España,Honda,Fit,2020,4,1
CUW-0662,8505028300014,Delfina Sosa Pedrosa,Hyundai,Tucson,2002,1,2
NGO-2463,1088851073529,Jenny Rosales Blasco,Hyundai,Tucson,2001,0,3
ZOG-7700,7615220598028,Antonio Ariza Pozo,Honda,CR-V,2003,2,1
AYV-9155,2870896079897,Nicolasa Gutierrez Sedano,Kia,Sportage,1998,4,0
MAZ-7499,1723764381596,Flavia Barriga,Kia,Sorento,2023,3,0
MIC-5633,4980732208660,Quique Barriga Galván,Honda,Accord,2018,1,1
DIR-0209,4521557266156,Aitana Lorena Lluch Blanes,Hyundai,Tucson,2006,2,1
KRK-7705,1231931877059,Eric Goñi,Hyundai,Santa Fe,2001,2,3
GSF-7910,7168117559086,César Juan Bautista Comas Campo,Honda,Civic,2010,3,2
RVC-0591,7409448553527,Horacio Leopoldo Fábregas Llorens,Honda,Fit,2007,4,2
CRI-5046,6008672112752,Bautista Borrego Clemente,Mazda,3,1997,2,3
WKJ-1236,2137268758085,Regina Sevillano Esteban,Toyota,Yaris,2017,3,1
NAY-7016,1900102579202,Simón Verdugo-Roldan,Kia,Sorento,1998,2,1
URE-0082,3712705517515,Gregorio Conde Pardo,Hyundai,Accent,2002,4,1
VLT-8145,8711418450644,Dolores Amaya,Hyundai,Elantra,2016,0,1
XDU-6498,3290782602486,Pascuala de Román,Hyundai,Elantra,2019,2,3
FBP-7934,4142232052533,Evaristo Ramirez-Alcolea,Toyota,Corolla,2019,5,3
