Placa,DPI,NuevoPropietario,Fecha
KUJ-3685,2595246207318,Nazaret Alcalde Lasa,2021-02-23
EWJ-7306,5641622008770,Julieta Guillén,2019-07-22
EWJ-7306,3016275829962,Benjamín Ferrán Morcillo,2019-10-04
QWO-0758,8751204088394,Cornelio del Castell,2015-05-11
QWO-0758,8582776168327,Yaiza Company Amador,2024-01-02
QWO-0758,4185212405110,Aura Salvador Sebastián,2022-07-30
MIS-9457,9425632979161,Aureliano Rodriguez Prat,2023-12-12
JER-7883,3659675809183,Sebastián Gerónimo Giménez Ibáñez,2017-11-30
JER-7883,9453088352812,Eliseo Solera,2019-11-15
ADB-1824,9546311685638,Ismael Bejarano Pineda,2018-06-14
HET-3394,3470111451173,Teófila Dionisia Palmer Álvaro,2020-03-26
UQV-1542,7913273996225,Ibán Rosell Peña,2017-04-13
UQV-1542,5720210164900,Filomena Vanesa Millán Lumbreras,2021-02-28
UQV-1542,4064169815999,Soledad Anaya Vilar,2023-09-29
FJW-9945,3501880991768,Estrella Guitart Huguet,2016-02-04
FJW-9945,3128313500778,Gracia de Sosa,2017-02-04
FJW-9945,8590145546071,Mateo Verdú Monreal,2019-04-10
RXW-3513,5631890801820,Maricela Prats Ramírez,2016-12-19
RXW-3513,8477360030309,Moreno Valdés Palacio,2020-08-31
RXW-3513,8375408261603,Maite Bustos Ochoa,2021-09-06
ZRO-2984,5028180217386,Carmela Arce-Alfonso,2022-02-28
ZRO-2984,5989334993399,María Del Carmen Otilia Chacón Benavent,2017-06-24
ZRO-2984,8781996596919,Ale Pavón Garay,2018-09-29
BCV-9458,3095132489244,Benita Macias Vilaplana,2022-06-05
BCV-9458,3214465800470,Rodolfo Becerra Ramírez,2023-05-08
BCV-9458,6336873410090,Wálter Torres-Lopez,2016-12-28
SGW-7877,4900620150456,Ibán Zamora Aguiló,2023-12-06
SGW-7877,2164045484948,Jose Antonio Samu Sandoval Pastor,2018-06-08
SGW-7877,8370546147514,Ciríaco Iriarte Casas,2023-03-31
ENK-4077,1191227047375,Fabián Cáceres Cárdenas,2016-11-20
JCQ-8333,9277741710068,Silvio Vicens,2021-05-14
PKY-4765,3252790907902,Esther Ángela Medina Vicente,2017-02-20
PKY-4765,4730728021430,Dionisio Azorin Torre,2022-05-10
PKY-4765,9961310023538,Beatriz del Hernández,2018-07-11
KMB-9134,9799851156450,Alfonso Casanovas Tur,2019-08-07
KMB-9134,9848001387034,Paca Villena-Navarrete,2018-04-18
KQC-4626,9974641598458,Josefa Almansa Iglesias,2020-01-24
KQC-4626,2685207931063,Felisa Bayo-Herrera,2022-08-30
KQC-4626,8205902966819,María Pilar Albina Palacios Priego,2020-05-22
AAR-9945,6220513917110,Dominga Torres Cases,2019-12-28
AAR-9945,1938015073084,Leandra de Juan,2022-03-13
AAR-9945,7605748838321,Araceli Roxana Sales Noriega,2024-08-18
HOA-7707,7319355601435,Édgar Bermudez,2019-08-16
HOA-7707,5641824774977,Agustina Goñi Cánovas,2018-06-07
HOA-7707,6920488914055,Lino Manjón Arnal,2016-02-08
PIP-5734,4046893718022,Adrián Arribas Heras,2024-06-18
PIP-5734,4755319715529,Benito Palmer Frutos,2024-10-27
PIP-5734,8684219467827,Eva María Juan Fernandez,2022-06-05
ZAE-5713,4162441649608,Danilo Mosquera Coello,2018-03-18
ZAE-5713,8202776809670,Albina Oliver Escudero,2020-06-23
ZAE-5713,5929656172161,Teodosio Aguilar Palomo,2024-08-24
TSJ-8907,7832269393908,Manolo Castells Alcaraz,2024-04-21
XKB-6078,9243140456156,Gaspar Cañas-Duran,2020-07-05
NEK-6849,9001703426513,Angelina Baños-Mir,2015-07-04
NEK-6849,5739295062841,Julia Quintero Cámara,2019-03-21
QFN-7967,9058364651982,Gaspar Chaparro-Landa,2021-06-13
ILD-7422,9956313301057,Faustino Zamora Abella,2015-01-06
QUA-3113,7058823489522,Diego de Luna,2024-03-10
QUA-3113,6110875827923,Isidro Jódar-Delgado,2016-08-14
SSZ-4092,6350138939891,Lupe Martorell-Sanmiguel,2018-09-19
SSZ-4092,8568021245799,María Fernanda Terrón Gascón,2024-10-06
FPW-3765,9812939196683,Amor Ponce Villa,2022-12-04
FFM-9893,5764666994092,Leocadio Falcó Paz,2018-12-20
FFM-9893,5426076078541,Celso Company Torrents,2023-03-22
FFM-9893,4992082786241,Valentina Blasco Egea,2018-10-11
FVC-4307,1645660397064,Ana Sofía Rosales Agustín,2019-12-22
FVC-4307,6338189472319,Marcelo Berenguer Ortega,2015-11-21
FVC-4307,6820417158183,Bautista Hervás Marín,2020-09-12
BVX-3209,3109267472257,Adora Baeza Castro,2023-02-28
EFD-8776,5290357953975,Rubén Gaya Plana,2023-11-18
HAL-4596,7658921882993,Tito Ortiz Viña,2022-03-08
RVT-0035,5567744857140,Armida del Diéguez,2021-05-04
RVT-0035,8372621876375,Ruth Molina Campos,2019-04-01
OEY-8573,9437444027049,Albina Bermúdez Teruel,2017-09-28
OEY-8573,7695498406169,Hilario Nebot Verdejo,2023-01-17
OEY-8573,5314940484710,Olga Flores Rodríguez,2023-08-22
ESS-7127,9066814761419,Vinicio Reyes Tomas,2019-02-03
ESS-7127,2625171363184,Chus Giralt Lopez,2024-10-08
HUN-3128,2315535948888,Encarnacion Pino Cañete,2023-05-04
MTE-5111,8475219669866,Ramiro Gutierrez Riera,2018-11-21
BDG-8480,3090441338061,Arturo Fortuny-Terrón,2020-05-13
BDG-8480,7326872163803,Ariadna Plaza Sevilla,2016-07-28
BDG-8480,1696336727494,Graciela Barco Chacón,2023-06-27
DKU-5586,5048800602171,Atilio Herrero Jáuregui,2024-04-02
LKC-4970,4743358275226,Amor Martín Camino,2023-07-04
LKC-4970,7333006815103,Eliana Tomé Morillo,2017-08-27
LKC-4970,2059308523142,Íngrid Lucena Echevarría,2023-07-10
NHO-2352,7227938323288,Moreno Uriarte Abella,2022-01-15
NHO-2352,2231003138369,Eligia Aroca Bauzà,2015-10-22
NHO-2352,2444616498525,Rosenda Cerdán Navarro,2016-08-27
PYX-9890,4554146927593,Fito Burgos,2020-11-30
PFY-4764,4795639422106,Silvestre Perelló,2023-08-01
PFY-4764,3992794458890,Juan José Arribas-Carnero,2019-09-13
LQS-3180,8622439341974,Ofelia Martínez,2017-11-12
LQS-3180,5081934415304,Valentina de Checa,2021-05-14
NML-7868,4923854176629,Gastón Castelló Gonzalez,2018-10-07
NML-7868,4587399988925,Tamara de Campo,2019-10-13
LQR-4170,4162665601218,Eulalia Eusebia Segarra Cordero,2015-04-17
LQR-4170,3093732490490,Germán Valenzuela-Catalán,2021-05-26
LQR-4170,6817741494588,Pascuala Querol Granados,2021-02-19
PLD-9488,2981172441297,Amaro Jaume Mas,2021-06-01
PLD-9488,2404810248353,Tomasa del Amores,2023-02-19
IQW-0065,2656044108731,Raimundo Uría Riba,2018-10-07
IQW-0065,4440379115180,Ana Carballo Gomila,2024-08-01
CSW-2114,5837589905832,Luis Ángel Bilbao,2021-03-16
CSW-2114,2316883054098,Melania Río Llopis,2018-07-31
CSW-2114,6566049527482,Enrique Carvajal-Milla,2016-11-17
IOA-2891,5620624392969,Bienvenida de Torrents,2019-05-24
IOA-2891,8391931723450,Tristán Llabrés Osorio,2019-08-11
IOA-2891,9102644824919,Claudio Amo Ballesteros,2015-05-30
ZHQ-4592,6385319696807,Dominga Jordá Ureña,2017-06-26
ZHQ-4592,9747297184626,Jose Luis de Segarra,2020-09-19
NJG-0312,5865905726150,Adelaida Riquelme Pareja,2024-01-27
DAW-9038,2550101823061,Abril Villa,2024-03-01
DAW-9038,5680453544448,Flavio de Ibarra,2024-06-02
IHY-3387,5336453751843,Emilia Ros Blázquez,2022-06-28
IHY-3387,1805492250886,Constanza Sans Becerra,2019-02-15
IHY-3387,8677596717589,Francisco Héctor Pulido Blanch,2021-09-09
WGP-5622,3536449735654,Isabela Íngrid Chaparro Bejarano,2021-02-21
WGP-5622,5494358054470,Belen Etelvina Buendía Murillo,2021-10-01
WGP-5622,2112651226122,Rodrigo Vazquez Roda,2017-03-25
YED-2123,6883228053556,Salomé de Roldán,2016-08-01
YED-2123,6680361268775,Marcio Mariscal-Bilbao,2021-09-06
YED-2123,9415186225833,Julio César Gálvez Reyes,2017-08-09
FFS-8110,8305386758244,Rafaela de Borja,2016-03-01
FFS-8110,6622521552208,Alberto Fernandez Abascal,2023-07-30
CFW-2158,6882627142485,Aránzazu de Agullo,2022-02-27
CFW-2158,3731455548994,Tomasa Yuste Barriga,2023-10-02
YUH-0521,6514368576312,Eligia Morán Roda,2020-06-21
YUH-0521,6566840469380,Edgardo Pareja Rubio,2021-04-04
YUH-0521,6190237363064,Belen Coll Mendez,2020-02-02
VXB-9776,9570708834199,Cebrián Becerra Patiño,2019-06-19
VXB-9776,5749671339203,Consuelo Parra Paz,2021-07-08
KGB-1281,5562544561227,Carla del Atienza,2016-09-09
KGB-1281,3011099371355,José Valverde,2023-03-01
EMQ-6804,4236920374689,Ceferino Rovira-Perelló,2016-02-13
EMQ-6804,6256854419973,Lope Ibáñez Valls,2020-09-15
EMQ-6804,1416298951829,Nicolasa Acero Blanca,2022-04-15
JHW-0506,1132448038666,Azucena Santana Carlos,2018-08-10
JHW-0506,6957295605688,Basilio Burgos-Coll,2022-10-09
JHW-0506,3017923804062,Victor Infante Avilés,2023-09-17
MKP-3884,4635996269742,Gastón Hernandez,2021-05-23
FGR-7619,1636317884403,Benigno Rico Rebollo Valencia,2021-05-12
FGR-7619,9120405933387,Eduardo Castellanos Orozco,2019-05-19
NMX-7406,3701233174538,Asunción Modesta Llorens Gonzalez,2023-10-26
NMX-7406,4442753645431,Cebrián Abella-Aguiló,2022-01-27
NMX-7406,6234666116529,Amador Tormo Escalona,2023-11-14
AWV-5123,7980643333173,Tatiana Morcillo Prieto,2015-05-04
USR-8581,7713305498249,Chelo Landa Mur,2019-08-18
ETY-9449,7710527543124,Martina Cantero,2017-08-12
ETY-9449,4557791469684,Nilo Mena-Cuesta,2020-07-11
ETY-9449,8805731845827,Juan José Casals Solana,2019-04-16
CFC-8297,4592846157280,Nico Vendrell Jara,2023-04-11
CFC-8297,5780442752031,Benita Ferrer Pla,2020-06-06
CFC-8297,1710257860853,Jordán Ureña,2017-05-27
BPR-6080,8728715350461,Marcia Álvaro,2015-09-22
BPR-6080,6056339907634,Yésica Escalona Niño,2022-05-25
MGH-3770,8578685703341,Marc Larrea Piñeiro,2016-03-25
EFN-4290,3995008237855,René Saura,2021-04-01
EFN-4290,2191326405869,Maximiliano Apolinar Sánchez Cantón,2019-10-07
EFN-4290,2941880140773,Clotilde Garcés-Palomares,2020-09-27
BNV-2245,3687951867558,Gaspar Montalbán Cuervo,2019-01-11
BNV-2245,6297144437313,Elpidio Manolo Vall Sacristán,2016-10-05
BNV-2245,6184543402045,Bernarda Teodora Martorell Múgica,2020-03-04
PXR-8122,3051514748840,Juan Bautista Ramis Nevado,2018-11-23
ZZT-3002,4104190760920,Joel Rios Roma,2023-10-06
ZMK-2265,7011642186241,Albert Hoz Rico,2018-07-31
UEI-3029,8331871392404,Lucila Espinosa Camino,2024-05-03
UEI-3029,9362084446401,Cecilio Santamaria Jordán,2018-06-25
SKO-3273,1310047434422,Dalila Eloísa Manzanares Jove,2016-09-02
SKO-3273,2348622544242,Marita Imelda Cañellas Gonzalo,2024-06-12
PSK-3541,9852493018736,Julia Velázquez-Pedrero,2022-08-07
TYI-2910,8462189920575,Gonzalo Abellán Manrique,2020-12-14
TYI-2910,6650256897592,Severiano Infante Cañas,2020-03-23
TYI-2910,5827690290830,Edmundo Planas-Amador,2020-12-05
BOX-0852,1247778628751,Maximiano Trinidad Bernal Madrid,2020-11-19
BOX-0852,3384196633089,Onofre Cobo Benavent,2016-07-21
BOX-0852,6774613108837,Adriana Hernandez Azorin,2020-08-02
FAU-6957,1686732674024,Donato Calvet Valero,2021-07-18
FAU-6957,3002020355055,Anselma Fonseca Matas,2018-12-01
FAU-6957,7658310524954,Piedad Gual Aragonés,2024-12-12
TXT-1835,7052154773512,Valeria Gelabert Tenorio,2020-01-08
FTH-8194,8379647813504,Graciana de Sáez,2015-08-26
JXF-3211,8262529988410,Gil de Solsona,2024-09-25
JXF-3211,7511328945232,Guiomar Estrada Prada,2016-12-17
JYB-8837,5036611068145,Nazaret Batlle Meléndez,2018-09-11
JYB-8837,8295992817819,Marita Cornejo Vallés,2016-03-13
JYB-8837,8872515128187,Espiridión del Burgos,2018-12-07
QYY-5631,1043784610400,Marcial de Maldonado,2015-07-25
QYY-5631,5051913441597,Darío Sanz Cabanillas,2016-02-01
QYY-5631,3840821304759,Gervasio Mesa Alarcón,2017-03-11
OXZ-7785,9493873689231,Gil Isidro Barranco Sáenz,2024-11-14
OXZ-7785,6848257043276,Albert Jose Carlos Expósito Palacio,2022-04-24
RKL-0486,7408339096564,Beatriz Quintanilla Asensio,2017-03-18
RKL-0486,9763059454975,Felipe Alberola Alarcón,2018-01-05
RKL-0486,8397038828276,Wálter Valero,2020-01-22
VJY-0386,3163160783817,Carmina Gámez Verdejo,2019-03-20
VJY-0386,2545714049229,Ciriaco Espejo Barroso,2019-01-06
NCE-0787,3806656663809,Alonso Adadia Sebastián,2019-12-21
NCE-0787,5590663416919,Magdalena Cerdán-Marín,2021-02-26
DMY-8523,6339354590127,Heraclio Tomás Doménech Colom,2016-08-12
DMY-8523,1461021667575,Berto Ferreras Uribe,2016-12-03
DMY-8523,8455792153467,Natanael Pizarro Ariño,2017-01-18
VDW-7082,5727671262991,Susanita Nieto Rosa,2015-05-10
VDW-7082,1013669748395,Osvaldo Buendía Bosch,2018-10-24
VDW-7082,4237554995692,Reyna Mendez Royo,2022-09-13
NLG-2464,1664878992137,Bárbara Murcia Vega,2018-12-15
NLG-2464,4132006217303,Blanca Bonet Goñi,2016-05-18
NLG-2464,9665190957496,Aitana Cristina Riquelme Perera,2024-06-25
VWT-8847,7431719893968,Blas Carlos,2021-07-06
VWT-8847,2928429723571,José Luis Viana Bravo,2024-06-14
VWT-8847,7452626687013,Rosalinda Ortega Uribe,2021-08-29
ETK-2368,2937723829226,Georgina Céspedes Daza,2017-12-13
UDQ-8117,7713768885814,Samuel Báez Blazquez,2021-08-24
UDQ-8117,6927460870847,Virginia Conesa Alemán,2022-07-05
CAD-5582,3037618418425,Tatiana Albero Cabezas,2015-09-08
PFH-5691,9413387184976,Rafaela Cózar,2018-11-27
PFH-5691,7664102358822,Joan Nogueira Berrocal,2024-01-16
TYR-7723,5433229524275,Rosa María Gabriela Beltran Campillo,2021-09-18
TYR-7723,5033902114503,Marianela Berenguer,2022-12-17
BZS-0311,2047638007282,Bonifacio Martin,2015-10-05
BZS-0311,9856694497933,Febe Gil Álamo,2022-10-11
JYU-6978,9369045970014,Camila Acosta Coll,2015-02-24
AKP-9932,4010849269907,Jose Carlos Ortega Jimenez,2020-11-13
QWS-4474,4423371061437,Sigfrido Cantero Cuéllar,2024-09-23
QDL-2963,9590258220456,Rogelio Andres-Anguita,2019-10-08
QDL-2963,2847194716227,Tere Andrea Tomás Cortés,2016-12-10
WPA-1538,8637414326118,Lupita Vélez Garriga,2020-03-07
WPA-1538,8056489244880,Odalis Soto Higueras,2015-07-31
WPA-1538,3246719488689,Filomena del Gual,2020-06-10
DVT-4969,5900690790107,Claudio Noriega Miró,2023-11-05
OBH-4216,1766997107897,Manola Calderon Jiménez,2018-04-21
XIQ-0177,9849236332910,Luisa Galindo-Galán,2018-04-22
RZJ-7789,2479368482737,Lidia Martín Ángel,2018-10-17
OOC-7764,1946019881948,Teodoro Mariño Rincón,2016-03-28
NEH-0543,7951005295848,Nilo Ayllón Pardo,2024-04-18
NEH-0543,6460339214969,Marciano Casanovas Arenas,2022-10-02
NEH-0543,8025076195506,Vanesa Benavides Cuenca,2017-07-19
BZI-1525,9135473634520,Elena Poza Sevilla,2018-03-13
BZI-1525,2921164466969,Inés Tolosa Salcedo,2015-04-11
DNR-5289,3000224227919,Vicenta Aguiló Quintero,2019-07-01
DNR-5289,1510055904968,Alberto Murillo-Gelabert,2018-06-30
DNR-5289,6048562779593,Lope Colomer Iglesia,2024-02-16
KGE-6756,9380575531098,Leoncio Arce Benavides,2020-12-17
KGE-6756,2861960358622,Paloma Jaén Contreras,2016-12-23
TET-5696,8717036735043,Anita Peralta Rivera,2016-12-22
TET-5696,2235652870393,Olimpia Tejera,2019-12-27
TET-5696,9939593569700,Marco del Nogués,2017-09-25
KMP-5228,7625754341848,Paulino Guzman Salgado,2017-02-08
KMP-5228,2722910013526,Enrique Paredes Giménez,2016-08-15
VLR-0581,1895462866234,Tomasa Piñol Calleja,2017-03-03
OVW-2605,2863485147413,Juan Antonio Guardiola,2019-12-09
AZE-2498,8137111146740,Anita Cazorla Llanos,2016-12-02
AZE-2498,6772786071062,Áurea de Lastra,2015-07-09
AZE-2498,1812700772557,Amor Querol Vargas,2024-09-09
UXL-0822,6772389571435,Nacio Gallardo,2019-05-07
UXL-0822,7036586647870,Eutropio Sarmiento Madrigal,2015-11-17
UXL-0822,7955265380049,Nidia Guitart,2018-07-30
DAT-7184,6628915062423,Amaro Badía Hervás,2024-07-15
DAT-7184,6458012027462,Odalys Nadia Carbonell Quintana,2015-02-08
DAT-7184,1553380924281,María Llabrés Arrieta,2019-02-17
VEZ-4810,9909155607549,Lorenza Pera Pombo,2018-06-02
VEZ-4810,3890823241262,Melania Ávila Rosell,2023-12-02
VEZ-4810,7891833302241,Reyes Aragonés Ángel,2020-11-20
XAD-8379,1276406014827,Eugenio Edu Mariscal Ricart,2016-12-07
XAD-8379,8718000202123,Jose Manuel Ildefonso Zamorano Gabaldón,2015-11-07
CHF-1499,1260001106224,Paula Noriega Priego,2019-06-02
CHF-1499,5836481055599,Alfredo Gibert Rosales,2021-02-07
DBY-3493,5457070306251,Berta Murillo Pastor,2019-06-28
DBY-3493,8789918913306,Encarnación Octavia Zurita Bayón,2015-05-21
XCT-3382,5538350674070,Edelmira Río,2019-12-22
CZU-3331,8625088163818,Aurelio Nicolás-Losada,2024-01-21
CZU-3331,6050025986087,Rosalva Mayoral Querol,2018-04-13
SWH-8842,2668929992881,Noemí Burgos Benavente,2015-03-22
SWH-8842,2504263761481,Perla Gonzalo Sanabria,2018-10-29
VPD-4724,6934678430688,Berta Aguado-Ferrera,2020-09-15
FUM-3380,4079006609214,Cristóbal Tolosa Riquelme,2023-07-16
SCY-5230,3147717548642,Joaquín del Águila,2018-03-06
SCY-5230,7207801381985,Tatiana Boix Haro,2021-06-07
SCY-5230,2040538460488,Fausto Lasa Alfonso,2016-08-09
PZB-0537,9599410688794,Paulino Robledo Páez,2019-12-24
PZB-0537,7051320188769,Valeria Santana Bravo,2023-01-04
FXA-6647,1615358440907,Leocadio Solano-Morante,2015-02-05
FXA-6647,8408411949005,Rosario Peñas Vigil,2017-07-21
FXA-6647,1202763969421,Ámbar Arranz Molina,2021-11-25
USO-6375,7148959014338,Melisa Rodríguez Ribas,2017-07-16
USO-6375,8900913314227,Natanael Yáñez Pereira,2017-10-07
MJB-0734,3890589254989,Juan Sancho Álamo,2016-08-08
JCF-9687,7666448459127,Sergio Teruel,2024-06-29
XJI-7369,8607860390273,Cebrián de Quiroga,2019-04-22
XJI-7369,7089276978539,Eloísa Fuentes Román,2017-02-23
MQO-3744,1338574759620,Modesta Pili Gárate Casal,2016-06-24
MQO-3744,6598980402532,Tamara Vilma Baena Atienza,2015-06-28
MQO-3744,4247244074138,Amor Diéguez Posada,2016-05-22
KVR-2598,2628466626378,Alonso Antúnez Sebastián,2015-01-09
KVR-2598,2349612160746,Flavio Montoya,2016-07-22
YUM-9739,3446271304720,Maribel Riquelme Cámara,2019-03-01
YUM-9739,8929578245788,Evaristo Ribes Rocamora,2018-12-17
EYQ-2625,3697967078701,Leire Villar Lobato,2022-03-12
EYQ-2625,1519253216093,Gabriel Arias-Bermudez,2015-09-16
EYQ-2625,4791975496527,Ale Benavente Pinedo,2021-06-26
HFY-5919,9362595103983,Celso Talavera,2024-04-09
PPM-0780,1365795335769,Crescencia Canet Ochoa,2019-11-30
PPM-0780,7160663994157,Ofelia Figueroa Jurado,2016-03-13
PPM-0780,5397580143416,Joel Sergio Hidalgo Escobar,2015-08-27
FVU-1269,6408504895605,Cosme Hervia Sáenz,2023-08-19
FVU-1269,3288841644479,Ismael Lucena Sandoval,2021-04-28
GVE-9895,6679227166740,Luis del Nogueira,2024-05-18
GVE-9895,2774914812091,Guiomar del Pomares,2018-05-03
MVX-8945,8106518045260,Felicidad Gallo Gomila,2016-11-24
MVX-8945,7293399987248,Agustina Ortuño Cuadrado,2021-11-13
MVX-8945,6723361457630,Roberto Cervantes,2020-03-24
PLG-5076,9114438354543,Eutimio Ramirez Feijoo,2016-03-27
ZEY-7584,5805541460677,María Del Carmen Jurado Alfonso,2016-02-28
FAJ-8018,1336640030913,Margarita Hervás-Agustí,2020-11-20
FAJ-8018,7487382602913,Amelia Granados Carrera,2024-12-22
