Placa,DPI,Nombre,Marca,Modelo,Año,Multas,Traspasos
CBR-1284,4010578461979,Simón Sigfrido Cantón Pelayo,Mazda,3,2000,2,3
XLN-0630,4741522625386,Gloria Canales Egea,Mazda,6,2022,3,3
FWD-8621,9760750288635,Cleto León Ferrán,Kia,Sorento,2005,2,0
BKG-2014,1667470997546,Ángeles Barrera Aragón,Mazda,BT-50,1995,4,0
QYK-0832,8443444260285,Anunciación Barco Hidalgo,Hyundai,Tucson,2004,0,2
ECD-3901,2734397745211,Manola Pozuelo Huguet,Toyota,RAV4,2013,4,0
GLJ-8138,1722829618815,Jimena Zabaleta-Cordero,Toyota,Hilux,2016,2,2
YMO-9314,2833728324950,Rosa María Crespi Barón,Honda,Accord,2003,0,0
TSH-7378,9152224303127,Natividad Cerdá Sanmiguel,Mazda,6,2023,4,1
IEV-1182,8078584609794,Yago Salinas Morán,Mazda,CX-5,2005,2,3
OIH-9746,2573780767701,Ana Belén de Agustí,Kia,Sportage,2004,0,3
SHG-9870,9052400966237,Alba Nuñez,Kia,Sportage,2012,5,3
MVG-5842,5822295919401,Crescencia Villena Barrena,Kia,Sorento,2018,3,1
ARQ-4512,6449648329435,Zoraida Rueda-Arenas,Toyota,Hilux,2016,1,0
PSF-2184,4940018230751,Estela Tudela-Salvà,Toyota,Yaris,1995,2,3
BWT-9653,6868705160102,Abilio del Antúnez,Toyota,Yaris,2011,2,3
GOR-0641,6165164084349,Custodia Bermúdez,Kia,Sorento,2012,3,0
ITH-3708,6472268586380,Renato Romero-Carnero,Kia,Sportage,2012,5,1
NGO-7318,4355010064648,Natalia Marisol Alsina Alcázar,Mazda,3,2014,2,0
UGF-0221,7068593621786,Cloe Fuertes Vega,Kia,Picanto,2004,4,0
CPH-1663,7022779952069,Juanito Camps,Honda,CR-V,2011,3,1
DYZ-4199,6203614280178,Evaristo Nacho Córdoba Ramos,Hyundai,Elantra,2021,2,3
RTK-5557,7337515853083,Mirta de Pomares,Honda,Accord,2012,0,2
IUN-8925,8625643909872,Rebeca Anastasia Campillo Anaya,Hyundai,Tucson,2005,0,1
RZH-5082,7702485689869,Pepita Alcalá Azorin,Hyundai,Santa Fe,2014,0,3
TZK-9662,5583052967123,Lorenzo Dani Aragonés Mayo,Toyota,RAV4,2017,5,0
ENK-9765,7435249566867,Juan Manuel Caro Daza,Honda,CR-V,2002,0,2
LTC-9045,4550067353130,Nazario de Zamora,Honda,Civic,2000,0,1
VXW-4902,8759891425695,Perla Valderrama-Manso,Mazda,CX-5,2013,1,1
GNF-9372,5328860998262,Teo de Atienza,Honda,CR-V,2019,4,0
UBQ-5393,3676788993761,Miguel Ángel Barberá Vaquero,Toyota,Yaris,2009,2,1
ZAD-7051,9913306660757,Cintia Alba Ayllón,Mazda,BT-50,2015,1,2
PNI-1844,1651543321083,Tadeo Rosa Alegria,Hyundai,Tucson,1999,5,1
QWI-1218,8459510710021,Miguela Tejero Clavero,Mazda,6,2020,5,3
HOD-8211,5832413456299,Francisco Javier Bermúdez Briones,Toyota,Hilux,2013,3,3
JUY-3115,5372279362719,Itziar Abad Exposito,Hyundai,Elantra,2011,1,1
SGJ-2638,3519168386389,Miguel Garriga Amador,Kia,Sportage,2020,3,2
NHZ-5399,4081072693627,Atilio Armas,Kia,Sorento,2016,0,2
CVP-2294,5878227299170,Domitila Pont Amador,Mazda,6,2023,1,3
JMI-0497,2192189049576,Ariadna Reyes,Toyota,RAV4,2016,2,2
UET-0122,8254287736274,Ana Sofía Alberto Reig,Honda,Accord,1997,4,2
TAP-2137,3082019166097,Marcelo León Galindo,Honda,Civic,2020,4,2
OZI-5617,1291888717217,Vilma Almeida Manrique,Toyota,Corolla,2016,2,1
MID-1525,3709424215842,Angelino Ferrer Albero,Toyota,Hilux,2011,3,1
OMH-1685,5393071561692,Santiago Cañas Riera,Hyundai,Santa Fe,2006,2,0
HOB-5920,6974678944671,Lázaro Carrera Mateu,Kia,Sportage,2010,5,1
KUJ-3685,5292337933924,Marciano Glauco Corominas Bauzà,Honda,CR-V,2004,1,1
EWJ-7306,2915825033223,Natalia Roldán Cerdá,Mazda,6,2001,2,2
QWO-0758,8193314862428,Leticia Martínez Ferrán,Kia,Sorento,1995,5,3
MIS-9457,7735799178133,Casemiro Serna,Toyota,Corolla,2017,1,1
BBR-2031,8931093595129,Soledad Badía Álvaro,Toyota,Hilux,2012,2,0
JER-7883,6546696317086,Aurora Viñas,Kia,Sorento,2013,5,2
ADB-1824,7530412300502,Luciano Castro Blanca,Honda,Civic,1999,2,1
ZJY-9253,4384823782328,Sabina Gracia Melero,Honda,Civic,2006,0,0
HET-3394,3409749477176,Cirino Pi Porta,Kia,Sportage,2016,5,1
UQV-1542,5874522372001,Angelina Navarro Pastor,Honda,Civic,2003,4,3
OLS-8461,9778505403366,Noa Atienza Campos,Toyota,Hilux,2019,4,0
FJW-9945,5377427915720,Íngrid Dueñas Belmonte,Kia,Sportage,2000,1,3
RXW-3513,1842303284648,Ángela Ibáñez Méndez,Honda,Fit,2004,1,3
ZRO-2984,3005571353882,Albino Pardo Giménez,Toyota,Corolla,1997,2,3
BCV-9458,6453770681911,Telmo Lledó Luque,Kia,Sportage,2004,5,3
PRF-5836,1371059155238,Vicente Salamanca Atienza,Hyundai,Santa Fe,1999,1,0
SGW-7877,6943188660159,América Colomer-Ruiz,Kia,Sorento,2021,4,3
ENK-4077,5359252399663,Emilia de Cabezas,Hyundai,Accent,1999,5,1
JCQ-8333,3734459698069,Purificación Gallo Benito,Toyota,Hilux,1996,5,1
PKY-4765,4597592649748,Eusebio Valdés Gracia,Honda,Accord,2018,4,3
KMB-9134,4963208734386,Eligia Pla Garcés,Kia,Picanto,2018,2,2
RXD-1445,1347518605380,Pilar Almansa Elías,Toyota,RAV4,2005,4,0
KQC-4626,5760314462723,María Belén Durán Benito,Kia,Rio,1995,1,3
AAR-9945,3209572624867,Nicanor Sáez-Salvà,Mazda,6,2015,3,3
HOA-7707,2425607409233,Ambrosio Dominguez-Amores,Kia,Sportage,2004,3,3
PIP-5734,6913238488078,América Estrada Terrón,Toyota,RAV4,2002,3,3
RMG-5019,7836265734245,Emigdio Sarabia-Tejedor,Mazda,CX-5,2014,1,0
ZAE-5713,2126688415327,Primitivo Solé Jordá,Hyundai,Tucson,2005,3,3
TSJ-8907,2496275423265,Simón Vicente Salazar,Hyundai,Accent,2000,4,1
XKB-6078,8288665219562,Susana Cabanillas,Kia,Sportage,2016,4,1
NEK-6849,6819525280812,Pili Casares,Honda,Accord,2023,1,2
QFN-7967,3829078261810,Tania de Figuerola,Kia,Sportage,2011,1,1
ILD-7422,7289765786011,Natalio del Merino,Mazda,3,2017,1,1
QUA-3113,2249580497623,Paco Pozuelo Arnau,Hyundai,Accent,2024,3,2
AFV-1822,7504038271472,Basilio Vizcaíno Amorós,Honda,Accord,2007,0,0
UIS-5981,9649488000389,Saturnina Nicolás Esteve,Honda,Accord,2018,1,0
SSZ-4092,9079595467253,Luis Guzman Sanchez,Honda,Civic,2014,1,2
FPW-3765,1530003598184,Pacífica Dueñas Aramburu,Hyundai,Accent,2002,4,1
FFM-9893,3090196327957,Victor Gastón Gracia Quevedo,Toyota,RAV4,2019,5,3
FVC-4307,3870931044324,León Revilla Ferreras,Mazda,BT-50,2007,0,3
BVX-3209,4410560815059,Baudelio Torre Prats,Toyota,Yaris,1996,1,1
EFD-8776,4590948685832,Oriana Benavides Aroca,Toyota,RAV4,2024,0,1
BYU-6132,7060434296707,Evaristo del Tomé,Hyundai,Accent,2000,4,0
HAL-4596,6583460787154,Susanita Aparicio Madrigal,Mazda,3,1997,1,1
RVT-0035,8265869334487,Maximiano del Caparrós,Mazda,BT-50,2011,4,2
ZMP-3114,9468889456535,Berta Tovar Jódar,Kia,Rio,2005,2,0
OEY-8573,8009634460420,Iker Duarte Gilabert,Toyota,RAV4,2006,1,3
OYD-1176,6566807477154,Evita Espejo,Kia,Sorento,2007,3,0
ESS-7127,5567820511138,Pepe Busquets-Abad,Kia,Rio,2006,4,2
HUN-3128,8645050207153,Maura Conesa Jara,Kia,Sorento,1995,4,1
MTE-5111,1921733523570,Evangelina Hierro-Palomino,Hyundai,Elantra,2007,4,1
BDG-8480,4858125726192,Benjamín Cantón,Honda,CR-V,2015,4,3
BZS-5478,7237869600929,Paulina Carbonell Jover,Mazda,BT-50,2012,3,0
DKU-5586,5178121015948,Jennifer de Moles,Mazda,CX-5,2009,0,1
LKC-4970,2479826815504,Matilde Borrego Cobo,Kia,Rio,2017,3,3
NHO-2352,3435744620002,Leonel Edu Varela Campoy,Kia,Picanto,2021,3,3
MIK-6455,6672901787339,Sancho Neira,Hyundai,Santa Fe,2017,0,0
PYX-9890,5551586543168,Socorro Sierra,Honda,Civic,2001,2,1
PFY-4764,2588277069371,Edmundo del Hervás,Toyota,Corolla,2005,0,2
LQS-3180,5896203942755,Gilberto Armengol Serna,Toyota,Yaris,1996,3,2
NML-7868,5419446946304,Venceslás Nazario Blasco Gibert,Toyota,RAV4,2016,1,2
LQR-4170,7283928958682,Pepito Trujillo Balaguer,Mazda,BT-50,2010,5,3
PLD-9488,2686235824497,Guillermo Artigas Reyes,Hyundai,Tucson,2023,4,2
YHK-7995,4801691370912,Lucía Echevarría Portero,Kia,Sorento,2019,0,0
IQW-0065,4455332727938,Custodio Coca-Lamas,Mazda,3,2012,0,2
CSW-2114,4096779311713,Luisa Tena Otero,Honda,Accord,2009,1,3
IOA-2891,5857641089715,Rita Tello Pallarès,Honda,Fit,1998,5,3
ZHQ-4592,9430259360220,Juan José Sarmiento Rivas,Kia,Rio,2020,5,2
NJG-0312,4318612455185,Feliciano Andres Esteban,Mazda,CX-5,2000,3,1
DAW-9038,7889602353352,Lupe Cid Contreras,Hyundai,Elantra,2014,1,2
IHY-3387,4373474864609,Elisabet Tena Vilar,Mazda,6,1997,3,3
EXP-3980,5895597830169,Modesta del Mayoral,Honda,Accord,2014,2,0
WGP-5622,7183994827375,Alejandro Chaves Mendez,Kia,Sportage,2023,5,3
YED-2123,7663605039224,Andrés Chucho Abril Ibarra,Hyundai,Tucson,2021,3,3
RFT-5466,1961372598871,Juan Luis del Marqués,Honda,Fit,2009,5,0
DNL-5276,2043642702431,Azucena Benet Pintor,Toyota,Corolla,2024,4,0
FFS-8110,1975057519298,Pastora Seguí Guerrero,Toyota,Yaris,1997,5,2
CFW-2158,4326435724937,Eufemia Martorell Villar,Kia,Rio,2010,2,2
YUH-0521,1883544061528,Miguel Ángel de Suárez,Toyota,RAV4,2012,4,3
MKJ-0049,7828446204528,Rolando de Valencia,Toyota,Corolla,2003,4,0
VXB-9776,6607897283024,Manuela Collado Pujadas,Mazda,6,1995,1,2
KGB-1281,7660203753584,Marcelo Somoza Amaya,Hyundai,Santa Fe,2011,0,2
SFV-8301,2711700706559,Custodia Porta Canals,Honda,Accord,2001,2,0
EMQ-6804,9321281289606,Graciana Arnaiz-Quesada,Kia,Sportage,2022,0,3
JHW-0506,7067990142055,Che Ropero Corral,Hyundai,Santa Fe,1995,1,3
MKP-3884,8339931511073,Paz de Castelló,Honda,Accord,2013,1,1
FGR-7619,2666992684339,Celestina Balaguer Losada,Kia,Sportage,2003,0,2
NMX-7406,1124183586240,Donato Porras Barrio,Kia,Sorento,2009,5,3
AWV-5123,9027643858066,Pío Carrera Vilanova,Mazda,BT-50,2001,1,1
USR-8581,3397670438762,Teo Carmona,Mazda,3,2020,0,1
ETY-9449,9729942719457,Chita Angelina Rincón Gutiérrez,Kia,Sorento,2006,4,3
CFC-8297,9630818964599,Lisandro Sastre Guzman,Hyundai,Accent,2023,2,3
BPR-6080,8016712056547,Pelayo Baena Falcón,Kia,Picanto,2009,0,2
MGH-3770,3223917740242,Griselda Garmendia,Hyundai,Accent,2017,3,1
EFN-4290,4437086314657,Marco Aroca Guzman,Kia,Sportage,1996,4,3
BNV-2245,6933770990701,Ismael Mendizábal Ayuso,Toyota,Corolla,1998,4,3
PXR-8122,4373431566673,Victoriano Sevillano Pozuelo,Toyota,Corolla,2003,0,1
ZZT-3002,3178222278797,Rosalina Montes Flor,Toyota,Hilux,1998,2,1
CKL-6652,1481454256689,Francisca Pintor Rodríguez,Honda,Accord,2010,5,0
ZMK-2265,8855838494877,Cesar Cervera Piña,Toyota,Yaris,2007,1,1
UEI-3029,6556713060872,Dionisia Conde Villena,Toyota,RAV4,2007,5,2
FXD-7505,1502202984128,Inés Bueno Trujillo,Mazda,BT-50,2024,3,0
SKO-3273,3117305323413,Pascual Borrás Madrid,Honda,Fit,2008,2,2
PSK-3541,4849557742143,Reyes Armengol Adadia,Mazda,BT-50,2015,2,1
PAG-9052,6178435378903,Dora Araujo-Juliá,Mazda,CX-5,2013,1,0
TYI-2910,5449270856727,Marcela Julie Guardia Gonzalo,Hyundai,Santa Fe,1996,5,3
BOX-0852,1301443106221,Leandra Jara Grande,Hyundai,Accent,2000,1,3
FAU-6957,9294034132120,María Carmen Arribas,Kia,Picanto,2003,2,3
PSJ-4249,1187924714066,Nélida Ponce,Honda,CR-V,2006,0,0
PUN-6322,2379617528606,Nacho Barral Matas,Toyota,Yaris,2003,2,0
TUQ-6468,5971041830553,Ovidio Arellano Navas,Honda,Civic,1995,5,0
TRY-9496,6485120067339,Ana Belén Vilar Méndez,Kia,Sportage,1997,3,0
TXT-1835,4249246129459,Montserrat Rueda Arce,Mazda,BT-50,1995,4,1
FTH-8194,2276088489144,Horacio Gomila Guardia,Honda,Civic,1996,1,1
JXF-3211,4556581378961,Bernardo Cal Redondo,Toyota,RAV4,2012,3,2
JYB-8837,2753525263183,Yago Rubio Cabrero,Toyota,Yaris,2024,5,3
QYY-5631,4385793367541,Cruz de Torres,Mazda,3,2023,2,3
OXZ-7785,8217842385153,Adelardo del Blanca,Toyota,Hilux,2023,4,2
IQT-0499,3324362626250,Baldomero Cabello,Honda,CR-V,2012,2,0
TZC-2354,4686685131389,Abilio Gonzalo Aragonés Manzano,Mazda,CX-5,2002,0,0
JZX-1591,6746791575092,Jose Luis Somoza Feliu,Hyundai,Elantra,2014,2,0
RKL-0486,1088010342483,Heriberto Alba Criado,Mazda,BT-50,2008,1,3
VJY-0386,7956637452494,Quirino Olmedo Ibáñez,Honda,Fit,2015,4,2
NCE-0787,7056749668230,Bernardita Losa Rocha,Kia,Rio,2003,1,2
DMY-8523,2312270629514,Herminia Carranza,Hyundai,Accent,1996,1,3
VDW-7082,1845461467682,Fermín Arroyo Alcolea,Mazda,BT-50,2008,2,3
NLG-2464,9887024941186,Leopoldo del Sánchez,Hyundai,Tucson,1997,1,3
VWT-8847,5878544018315,Juan Luis Arranz Castrillo,Mazda,CX-5,2009,3,3
ETK-2368,9644640902616,Apolinar Castrillo Tolosa,Honda,CR-V,2019,2,1
UDQ-8117,4458195665735,Genoveva Gallardo García,Toyota,RAV4,1997,3,2
CAD-5582,2001764142866,Dora Torrecilla,Honda,Fit,2001,5,1
PFH-5691,9020732966580,Diego Llamas Beltrán,Kia,Sportage,1996,3,2
TYR-7723,3775158593754,Clara Heras Vizcaíno,Kia,Sportage,2021,0,2
LPT-1388,4348460476536,Ignacia Torrecilla Caparrós,Hyundai,Santa Fe,1995,0,0
BZS-0311,9196645267629,María Ángeles Rios Barrios,Mazda,6,2022,3,2
JYU-6978,1355989867715,Lupita Lasa-Calderón,Mazda,6,2014,2,1
AKP-9932,2971816757484,Carmelo Alcalde Espejo,Mazda,CX-5,2017,2,1
HWE-3537,2354359562175,Amalia Florina Benet Barrera,Toyota,Yaris,1999,0,0
QWS-4474,3994222155936,Samu Puga Tolosa,Honda,CR-V,1996,5,1
QDL-2963,6610952528030,Adoración Jordana Mascaró Ramis,Hyundai,Accent,2017,1,2
WPA-1538,4983543790801,Ciríaco Atienza Rivero,Kia,Rio,2019,4,3
HEL-1657,5779992881420,Buenaventura Enríquez Sanz,Hyundai,Elantra,1998,1,0
DVT-4969,7046929656442,Edgardo Isern Robles,Honda,Fit,2018,2,1
OBH-4216,8946507794494,Ligia Márquez Bru,Mazda,6,2014,0,1
XIQ-0177,3800006659285,Reinaldo Baños Torrens,Toyota,Corolla,2023,5,1
RZJ-7789,7133926835381,Consuela Ramón López,Honda,Civic,2016,1,1
OOC-7764,6769058619103,Xiomara Jaén Carvajal,Honda,Civic,2018,5,1
NEH-0543,2204822170986,Teresa Cepeda Nuñez,Toyota,RAV4,1996,3,3
BZI-1525,4650236583385,Esteban Guillén Zamora,Kia,Picanto,2006,3,2
EPY-7275,4098806977263,Candela Ferrándiz Botella,Mazda,CX-5,2010,4,0
SHY-2994,3564031508263,Martina Fabra Lorenzo,Mazda,CX-5,2010,4,0
DNR-5289,3815824351071,Lisandro Villalonga-Tejera,Kia,Rio,2016,5,3
KGE-6756,5732024009768,Alex Villegas Pedrero,Toyota,Hilux,2011,3,2
TET-5696,8775496126682,Jesusa Ortiz Elías,Mazda,6,2014,5,3
KMP-5228,3903538906556,Fausto del Galvez,Toyota,RAV4,2014,1,2
VLR-0581,7559188429291,Sol Báez,Mazda,CX-5,1998,3,1
RXL-4682,7445948844362,Ileana de Girona,Honda,Accord,2001,1,0
OVW-2605,1204730480761,Borja Palacio Ferrera,Toyota,Hilux,2022,5,1
AZE-2498,3139926622722,Tatiana Ribes Ayala,Mazda,BT-50,2015,4,3
UXL-0822,5218804817215,Julio Canals Bárcena,Toyota,Hilux,2010,5,3
OUP-7112,2723148781378,Julio César Gomez,Mazda,BT-50,1995,5,0
DAT-7184,3674678925034,Tiburcio Moles Vidal,Honda,Civic,2008,4,3
VEZ-4810,7155454139264,Salomón Carmona,Hyundai,Santa Fe,2015,3,3
XAD-8379,1430683215322,Aura Torrijos Tejera,Kia,Picanto,2016,2,2
CHF-1499,6607979322412,Pastora Guzmán Morcillo,Kia,Picanto,2000,4,2
DBY-3493,4250590065619,Cecilio Iriarte Morcillo,Mazda,BT-50,1996,5,2
XCT-3382,5197545964244,Alfonso Fuente Piñol,Honda,CR-V,2007,3,1
CZU-3331,1977818428319,Reyna Martí Andreu,Honda,CR-V,2020,0,2
SWH-8842,1946057897240,Chus Pla Andreu,Honda,CR-V,1998,2,2
KLC-6667,8418154286906,Jafet de Bautista,Toyota,RAV4,2022,5,0
VPD-4724,4391061748450,Alicia Cobo Iriarte,Hyundai,Elantra,1996,4,1
FUM-3380,9721366248872,Sandalio Querol Velasco,Hyundai,Accent,2005,5,1
AKT-5757,2103616597484,Ariadna Guzmán,Toyota,Hilux,2009,3,0
SCY-5230,8559233863064,Odalis Navarro Iborra,Mazda,3,2011,2,3
PZB-0537,8421879074427,Mireia Pol Carmona,Mazda,CX-5,2001,1,2
BTH-5550,2489428272932,Manu Puerta Heras,Hyundai,Elantra,2004,2,0
FXA-6647,7428531919090,Brunilda Cerro Barbero,Kia,Sportage,2022,0,3
USO-6375,5814385277137,Begoña Yáñez Santana,Mazda,3,2002,4,2
MJB-0734,8002639089835,Judith Jove Gutierrez,Mazda,BT-50,2002,1,1
JCF-9687,4921970769945,Ainara Llorente Díez,Hyundai,Elantra,2004,2,1
XJI-7369,8876376347872,Marta Maldonado,Mazda,CX-5,2004,0,2
UFR-7709,9652647024359,Agapito de Salamanca,Toyota,Hilux,1999,0,0
MQO-3744,5048686936464,Gastón Blázquez Revilla,Kia,Rio,1998,1,3
KVR-2598,2184020615627,Lorena Iborra Rosado,Hyundai,Elantra,2007,5,2
YUM-9739,7602028982568,Isidoro Pancho Sola Fortuny,Kia,Rio,2013,2,2
EYQ-2625,8548301486134,Olimpia Lladó-Taboada,Hyundai,Accent,1995,3,3
HFY-5919,6803468077151,Ovidio de Cortés,Mazda,6,2011,1,1
PPM-0780,7109888640340,Irma Solís Arribas,Kia,Sportage,2008,0,3
FVU-1269,9948257102116,Fermín de Morell,Mazda,3,2018,0,2
FLI-3142,4950516079927,Constanza Ligia Vélez Domínguez,Kia,Sportage,2003,2,0
OFN-9137,9483747005710,Nilo Arroyo Martínez,Mazda,BT-50,2012,1,0
GVE-9895,5423206854138,Dolores Ferrer Pera,Kia,Picanto,2024,1,2
MVX-8945,4570469745230,Yolanda Carlota Vara Espejo,Mazda,CX-5,1995,3,3
NKK-5768,2351210214945,Agustina Rozas Chamorro,Honda,Fit,2001,0,0
PLG-5076,4946959325497,Herberto Palau Cepeda,Mazda,3,2013,2,1
ZEY-7584,3557735807227,Violeta Cerezo Requena,Kia,Picanto,2018,5,1
FAJ-8018,3960517883186,Valero Benjamín Llorente Ferreras,Honda,Accord,2014,0,3
NVE-0133,3653206876276,Yésica de Planas,Mazda,BT-50,2018,4,0
FYD-2884,9854993951243,Rafaela Arnau Salas,Honda,CR-V,2015,5,3
APW-2137,6744590282334,Paloma Castrillo,Kia,Picanto,2023,3,3
VPM-4358,7370679187704,Juan Luis Coello Lucas,Mazda,6,2017,5,3
CSX-0659,2257627577537,Rosalinda Olivé-Bautista,Hyundai,Accent,2013,0,1
PCS-3842,2158253937735,Débora Cabezas Muro,Honda,Civic,2012,1,0
VHT-1745,1522675965118,Ángeles Rafaela Coronado Sosa,Kia,Sorento,2000,1,2
POJ-5273,1339704889526,Gregorio Linares Alegre,Honda,Accord,2000,5,1
WTS-4275,7966063976887,Severo del Serrano,Kia,Rio,1997,1,0
NQT-7488,6886048796171,Alberto Pulido,Mazda,CX-5,2013,1,1
NVL-4783,3919854735479,Alexandra Cueto Camacho,Mazda,CX-5,1999,4,0
KQI-0431,7606698997748,Antonio de Redondo,Hyundai,Santa Fe,1998,4,0
KQY-7605,2210267624122,Petrona Cornejo Pons,Mazda,BT-50,2010,3,0
DMS-4368,7351549625890,Humberto Mario Francisco Botella,Mazda,BT-50,2024,0,2
FTT-9992,8921495340352,Rufina Roxana Ibáñez Piquer,Toyota,Corolla,2024,0,3
NRR-5527,6674821603180,Hipólito Patiño Olivera,Hyundai,Elantra,1998,2,0
MJT-7468,4758221707303,Jose Carlos del Ramírez,Honda,Accord,2023,2,3
TPL-8102,8378919928083,Concha Escribano,Kia,Sportage,2007,1,3
BLI-7026,3931277842573,Haroldo Gonzalo Vilar,Honda,Civic,2010,0,1
KLG-1484,4569111418268,Nando Sanabria Puerta,Mazda,CX-5,1996,4,2
LZJ-4520,8423145572623,Encarnita Anastasia Urrutia Agudo,Mazda,6,2020,2,2
GSL-9597,4537192700056,Chelo Agullo Rey,Hyundai,Santa Fe,1995,4,0
AKA-0897,9483543556642,Fanny del Lladó,Honda,Civic,2007,3,3
OGA-1226,8474591650127,Ester Cabo Casanova,Hyundai,Elantra,2020,5,3
PBB-2831,5544562914541,Inés Román Salmerón,Hyundai,Accent,2018,4,0
VVP-1761,5976738499088,Bernardo Peral,Kia,Picanto,2019,0,3
CEC-9092,7484420058217,Marcela Camino Velázquez,Kia,Rio,2002,5,1
ICC-8848,9225877996729,Darío Arteaga Serna,Toyota,Yaris,2022,3,3
PTB-6185,8311762737534,María José Socorro Suárez Feliu,Kia,Sorento,2014,0,1
FKV-9881,9947493510545,Gilberto Vendrell,Mazda,6,2013,5,0
GBV-7390,8855250370945,Ruperta Mayo Arévalo,Toyota,Hilux,1999,1,0
OXP-7944,8985210968962,Telmo Montes,Toyota,Yaris,2005,4,2
HUR-8050,9052229691968,Ramiro Alba Terrón,Hyundai,Tucson,1997,0,0
NXT-4057,7033252775805,Florentino Carbonell-Mayol,Kia,Sportage,2003,2,1
TUQ-2517,1350779891516,Marcelo Casal Barrera,Honda,CR-V,2000,5,3
MSX-9394,4797654476135,Flavio Carbó Miguel,Honda,Fit,2018,0,3
ANP-2148,2966093866871,Lisandro Lobato-Armengol,Toyota,Hilux,2018,3,2
NFL-6968,6933489308587,Gabino Castilla,Kia,Picanto,2009,2,0
YRN-5987,9120743718553,Nicolás Vallejo Figueras,Honda,Civic,2009,5,0
XTO-9263,2108146346764,Gervasio Alcalde Mate,Kia,Sorento,2002,5,0
WVV-2620,6575123923387,Jerónimo Gallego Carvajal,Toyota,Hilux,2008,0,3
CQN-6847,7534291704713,Ulises Palacios Morante,Hyundai,Accent,2010,4,3
ELD-6465,1968654705758,Marcio de Nicolau,Honda,Fit,1999,4,0
LCU-8397,4510161902470,Julio César Alsina Ruano,Toyota,RAV4,2013,0,1
TLX-1918,3526148014935,Benjamín Santos Torralba,Toyota,Hilux,1999,2,3
VGE-2736,7632475346698,Juliana Carina Gordillo Cabañas,Honda,Civic,2015,0,2
WMC-2353,6844786591311,Marita del Solís,Kia,Sportage,2009,5,1
QIP-8989,1846048302786,Mariana Saldaña Pastor,Hyundai,Accent,2021,5,1
EVD-7972,2085813191878,Isidro Mora Montenegro,Kia,Rio,2011,1,1
TVX-2661,7483020752329,Estefanía Nieto Gilabert,Honda,Fit,2000,1,3
FOB-5106,7608782777499,Porfirio Espejo Llopis,Hyundai,Elantra,2024,1,3
SXW-0563,3857746573820,Pablo Escudero Gálvez,Honda,Accord,2007,3,2
SKR-0958,5498666169926,Edu del Alegria,Hyundai,Accent,2024,0,1
WYI-3235,7640810805867,Édgar Oller Gámez,Kia,Rio,2018,2,1
RMK-7789,8049900805758,Amancio Llanos Cano,Hyundai,Elantra,2003,5,3
INB-6951,7009337605576,Teófila Palomo Álvaro,Mazda,CX-5,1998,0,1
HON-9472,8051139939828,Hector Ferreras Hernandez,Toyota,Hilux,2022,1,1
WYH-4053,1181247883287,Amelia Tomé Mayol,Kia,Picanto,2013,5,3
NXE-3402,2400198309721,Beatriz Pozuelo Cuenca,Honda,CR-V,2004,2,3
