Placa,DPI,NuevoPropietario,Fecha
PXD-9628,9055568745895,Brígida Canales Carbó,2024-09-02
JIZ-1677,9956026754151,Isabela Elvira Casals Cabeza,2016-05-05
JIZ-1677,4610872557744,Ofelia Anita Godoy Santamaria,2020-03-29
XWF-7060,8575024749507,Fernando Posada Girón,2015-10-03
XWF-7060,9308005010039,Isa Berenguer Llano,2021-11-21
XWF-7060,4292728343651,Urbano Arjona Pacheco,2019-02-14
YPE-7388,1683162283734,Elías Soria Vicens,2022-09-27
WTL-7280,6990641585869,Juan Carlos Teófilo Lasa Canet,2020-08-13
WTL-7280,4799579611334,Albano del Alcaraz,2023-10-01
TTK-9984,8269612569273,Sancho Isidoro Marti Mendez,2021-02-26
TTK-9984,5982563071709,Elba Saldaña Ropero,2015-07-22
TLI-2340,9578951264699,Curro Zorrilla,2020-10-04
TLI-2340,4152779848404,Renata Bayón-Diez,2018-09-23
TLI-2340,1131195533833,Rubén Fidel Bertrán Tejero,2018-01-15
SRY-9857,4287733893142,Renato Fábregas Amor,2019-04-25
MJY-1849,7545687406040,Hernán Tudela Jimenez,2018-08-14
OBE-9750,1902511982895,Cayetano Román-Vendrell,2020-10-19
HOD-3018,7055198581101,Patricio Exposito Rosado,2022-02-13
BBR-9876,1291259384707,Francisca Catalá,2015-06-13
NZE-9787,4048108583885,Tecla Font Lledó,2018-07-13
NZE-9787,4550750171238,Desiderio Baeza Manzanares,2018-03-14
SFQ-8454,5459086142134,Herminia Alfaro-Rosselló,2019-01-31
SFQ-8454,3516728111827,Nélida Dominguez Estrada,2021-02-25
SFQ-8454,5933879270719,Paz Navas Oliveras,2017-04-26
JCF-4504,8067384329543,Cirino del Font,2021-05-10
JCF-4504,3318011535391,Maristela Porta Franch,2019-09-27
QFM-7686,9265020298902,Iker León Peñas,2019-08-13
QFM-7686,7106072049900,Carlos del Palomar,2017-06-13
JLY-3066,9888642627671,Imelda Ferrán Amo,2017-09-17
JLY-3066,6628186714933,Salvador Agustín Marquez,2024-09-25
UID-6541,7973017434102,Bienvenida Luisina Carro Calzada,2018-08-21
UID-6541,6596563409688,Violeta Adelina Puente Maldonado,2021-03-01
UID-6541,9578845198457,Pedro Franco Ledesma,2019-02-14
OHL-5468,3256447594573,Gaspar Quiroga Zamorano,2017-08-18
OHL-5468,6869476770904,Angelina Mas Villa,2019-08-21
OHL-5468,9488576969142,Reyna Echeverría Escrivá,2019-03-04
KQK-7621,7842786563327,Nidia Baena Vila,2023-11-30
KQK-7621,7827350026037,Felisa Solana Bernal,2015-02-01
KQK-7621,8850521916353,Raúl Bayón Garriga,2018-06-18
JLB-3206,6277988901226,Ana Sofía Elisa Jódar Pou,2024-09-19
JLB-3206,8356337928991,Merche Rebollo Vicente,2017-03-08
JLB-3206,1063198241438,Rómulo Pi Mur,2020-01-31
EBP-6812,5085535262121,Matías Heras Amo,2019-05-22
EBP-6812,3885859167038,Ramiro Boix-Pallarès,2018-01-27
HAK-2355,7389872881246,Pascuala Escolano Ramis,2024-06-12
HAK-2355,3464057404792,Carlota Torrijos Luna,2017-09-24
HAK-2355,1227720412924,Adriana Rubio Mendoza,2023-05-11
ESE-1375,8499001672825,Chelo Obdulia Manrique Escudero,2022-07-28
ESE-1375,8853544863601,Yéssica Quintero Iniesta,2015-09-17
ESE-1375,7376255615715,Lilia Montenegro Pastor,2020-06-30
EHB-8384,2578627587818,Ainoa Arnau,2016-06-22
QBI-5298,1312555985795,Rosaura Guerrero Segura,2024-09-07
GRM-2206,5805820374660,Hipólito Lara Ródenas,2016-10-01
GRM-2206,2677553996194,Modesta Roura Valencia,2017-10-21
GRM-2206,6125768990760,Yéssica Tamarit-Crespo,2016-05-09
IOM-8805,5307523615260,Macario de Pozuelo,2018-08-17
IOM-8805,8442848062361,Aarón Canet Amador,2024-10-31
ZMV-5154,7421204618422,Segismundo Huertas-Calvo,2016-12-05
ZMV-5154,7147964141884,Gerónimo Bautista Cobo Mancebo,2023-05-19
ZMV-5154,9778101461302,Leoncio Luján Ferrán,2020-10-14
CJJ-3195,7309314111770,Cebrián Aguado Peralta,2016-05-19
QFD-1417,5635625673619,Eligio Moraleda-Tejero,2023-02-10
MQB-9693,8566063333868,Imelda Boada Mínguez,2021-02-26
EKZ-1715,5447058813230,Elodia de Castelló,2017-04-29
EKZ-1715,4066936174761,Luís Peiró Chaparro,2022-09-18
EKZ-1715,8209783792368,Natanael Batalla,2020-02-26
XZK-1345,5300161132542,Cloe Bayón Urrutia,2023-07-27
XLA-7576,3056946181008,José Antonio Llanos Barriga,2024-03-13
XLA-7576,2640807142176,David del Anguita,2017-07-17
XLA-7576,5323252549535,Fabricio Recio Checa,2023-12-23
UNO-0479,1370662243264,Ciríaco Abella Navarrete,2019-10-04
UNO-0479,5802192311737,Victoria Abril Cuenca Pedrero,2016-04-04
UNO-0479,9490992418355,Nuria Galan Fuster,2023-05-17
SJS-6950,3887068960293,Guillermo Gómez,2024-04-14
SJS-6950,8947640980768,Bautista Llorente Solera,2020-08-14
UXO-1861,6938185264341,Curro Gaya Cervantes,2016-10-25
UXO-1861,9409719598143,Gabriel Higueras Vélez,2017-08-17
UXO-1861,5070653634224,Isidro Roura,2016-05-22
RRS-7864,3823914813926,Aroa Mendizábal Herrera,2022-08-19
RRS-7864,4932847137977,Emilia Prada,2015-05-14
RRS-7864,8715544759782,Prudencio Rozas Castejón,2018-04-20
FCO-3023,8720991952385,Plinio Arjona-Pujol,2023-03-14
FCO-3023,7336243135452,Ceferino Cortes Alberdi,2019-08-25
FCO-3023,1359002167109,Pía Ángela Quintanilla Clavero,2023-06-20
KOX-5501,3669267529090,Eusebia Solsona Ramirez,2020-10-09
KOX-5501,4197359525978,Salvador Caparrós-Salvà,2016-09-03
MMO-1960,8238458296285,Ruy Calleja-Leiva,2023-11-19
MMO-1960,6524220096412,Martín Lloret Almagro,2016-04-07
MMO-1960,2396216090594,José del Villegas,2017-05-15
UCR-2362,3302882939425,Pepe Alemany Nieto,2019-06-20
LWV-3735,9649080509046,Vilma Casanovas Toledo,2018-06-23
LWV-3735,3910007708562,América del Quero,2019-06-21
CVG-5388,7588232289686,Ángel Noguera-Mas,2022-07-18
MKV-6053,2533803401867,Manola del Cases,2018-05-25
QUI-2799,7229770396460,Josep Santos-Neira,2018-01-05
QUI-2799,4848567087408,Azahar Blanch Viña,2016-01-17
KPA-8806,3064112923020,Marcia Marcela Clavero Tejera,2020-08-04
QYW-9953,6066880373804,Benito Cantón,2015-03-18
OAP-0038,9836574781969,Tito Gabriel Lloret Benavent,2019-10-02
OAP-0038,7021337377626,Germán del Cruz,2024-11-21
BKE-3650,1864308514547,Cándida Vazquez,2021-12-12
NXY-9146,2060214640798,Ascensión Gallardo Ribera,2019-02-01
NZQ-5950,2792839627859,Eulalia Roma Fuentes,2022-02-17
ZMJ-8905,5113340446537,Candelaria Isern-Alberto,2020-05-31
ZMJ-8905,3491768436075,Pánfilo Iglesias,2018-08-22
ZMJ-8905,9135586917887,Eligio Ayllón-Ramirez,2021-09-23
TXR-0424,5784340622483,Manuela Carmelita Cabrera Llopis,2017-10-29
TXR-0424,7860597953126,Abilio Guadalupe Segarra Armengol,2019-09-22
TXR-0424,1137187798509,Norberto Buendía Céspedes,2018-12-09
BUK-2064,8705907547192,Glauco de Cuevas,2020-02-23
BUK-2064,3687500414377,Reyes del Benavides,2015-08-24
RJA-1634,6199706746378,Mario Quintanilla,2016-10-29
TJO-9388,2824055716888,Leire Marti Navarrete,2018-03-09
TJO-9388,4891326091754,Florinda Juan Diéguez,2017-08-02
XUU-5851,4461433961588,José Marcos Macías,2018-05-15
ZCF-9835,8868552712462,Gerardo Ale Juliá Ortuño,2015-11-24
ZCF-9835,5530230261600,Arturo Vélez Jimenez,2018-05-03
WIR-5836,2073371425393,Mayte del Bustos,2020-02-08
OOE-4214,1537263782606,Che Román Barral,2021-01-02
OOE-4214,3736851748269,Renato Jiménez Pedraza,2016-11-29
OOE-4214,3998785229590,Geraldo Rosendo Fuster Diaz,2020-10-02
MCU-1108,9701608018218,Marcia Antúnez,2017-04-02
WXK-3237,6261104574942,Cintia de Hurtado,2018-07-02
WXK-3237,1486922854903,Sebastian Ayllón-Vázquez,2016-12-28
WXK-3237,6898265860396,Ruperta del Lamas,2015-12-25
GGZ-3568,1350602444376,Guiomar Trini Ballesteros Lucas,2015-11-21
GGZ-3568,7137352424247,Odalis Visitación Puga Quero,2020-04-22
BZP-0202,3428855986088,Jesusa Nogueira Cerro,2021-10-18
BZP-0202,9489344539193,Íngrid Angulo Herrero,2016-08-05
BZP-0202,1811030959739,Rosalva Cepeda Barberá,2015-05-04
NAI-6436,5764917046634,Pepito Ibañez Almeida,2023-04-04
PSV-0195,3864356061855,Ángela Aller Corominas,2023-04-22
PSV-0195,6288809453278,Yéssica Roman Bejarano,2017-03-16
JYB-6879,5687312568923,Inocencio del Palmer,2016-11-09
UMX-1295,3548404103407,Olivia Dorita Morales Morera,2022-08-05
WXJ-9798,5447066669498,Cosme Río Vilanova,2016-07-13
INE-2375,7491680999898,Renato Villena Catalán,2019-09-18
BJF-5085,4487009910987,Gerardo Grande Ripoll,2020-01-11
BJF-5085,6783682610014,Marita Fuentes Agudo,2019-05-22
BJF-5085,2623430347293,Fátima Hierro Bravo,2021-03-13
IUG-1067,2916598475427,Sandra Beltrán Iborra,2015-04-17
IUG-1067,3409249237908,Nerea de Santiago,2016-08-17
TWB-6268,9501487513329,Rubén Manjón Nogueira,2020-01-11
AAG-9081,9288668350087,Alondra Melero,2016-05-09
AAG-9081,7567901201530,Isa Sanjuan Guijarro,2015-08-27
UXV-7703,2472831427749,Isaías Gascón Bermejo,2017-01-26
UXV-7703,9081280135165,Marcio Ribas Piñeiro,2021-07-18
PQA-8663,3608373954922,Olegario Vargas Expósito,2015-06-05
PQA-8663,9552020672262,Jacinta Santamaria Baeza,2018-02-14
PQA-8663,4290047728071,Amílcar Barceló,2015-04-03
NHH-8353,6561663761344,Fernando Esteban Huerta,2022-02-08
NHH-8353,8088890830659,Jimena Cuevas Portero,2022-01-01
NHH-8353,2709791342509,Nacio Mendizábal Hurtado,2021-07-26
VVH-3557,1388975400786,Marcial Morell Flores,2017-09-10
VVH-3557,9645062259693,Ascensión Dalmau Pedraza,2017-08-21
URQ-8462,7977717651442,Violeta Pereira Olivera,2018-09-26
URQ-8462,7923570339133,Rosa Lobo Girona,2016-11-12
ZGA-8709,9579143466830,Jessica Niño Avilés,2016-09-20
ZGA-8709,6850652175797,Reyes Ballesteros Bosch,2022-06-25
ZGA-8709,5465084569515,Olga Sacristán Vidal,2024-11-14
SWW-1673,9724716923976,Cándido Casal Marquez,2016-07-28
SWW-1673,3513731579426,Augusto de Beltran,2019-10-25
DJV-5471,3727396922013,César Alonso Guijarro,2019-06-20
DJV-5471,7442414311685,Ricardo Almansa Marcos,2018-08-31
EBV-6975,2025201581114,Timoteo Tormo Lastra,2024-10-04
EBV-6975,7957704524500,Domitila Colomer Domínguez,2016-02-04
DUN-7801,1106058750412,Isabela Juan Salom,2016-02-13
DUN-7801,3827329909093,Cebrián Mercader Arco,2015-12-29
DUN-7801,3572722161898,Virginia Alberdi Raya,2021-01-27
LKY-3031,2608797960840,Mohamed Carrión,2018-04-14
LKY-3031,7815406401339,Tomasa Maricruz Canals Cabañas,2022-12-17
LKY-3031,3595670017265,Bernardo Montesinos Real,2016-06-28
JGZ-9709,1959984059118,Sebastián del Comas,2022-04-17
YSD-9018,7371802316594,Ágata Jove Cordero,2016-03-16
YSD-9018,1794227865693,Paola Losada Castejón,2021-03-20
ENK-5296,3993532558321,Teófilo de Plaza,2015-02-09
EBP-5173,7484810904680,Daniela de Vizcaíno,2022-02-08
ZMK-1351,7904703548262,Obdulia Salinas,2017-08-10
ZMK-1351,1063582697358,Ligia Rosa Palomar,2020-07-14
ZMK-1351,1511275045308,Andrés Felipe Vasco Rocha Cánovas,2021-02-10
LMM-9883,9218423852920,Felicia Macias-Niño,2015-05-28
LMM-9883,7188429031089,Abraham Villalba Romero,2022-08-04
LMM-9883,2937995938995,Noemí Miró-Arias,2023-02-01
DUK-3588,1304437792009,Domingo Carmona,2021-05-31
DUK-3588,6035338919830,Fátima Cazorla Zamora,2016-02-25
BEI-2520,2426664671519,Cleto Riquelme,2021-12-08
BEI-2520,1209571396532,Natalio Sanmiguel Fuertes,2020-04-12
BEI-2520,5083163620456,David del Ayala,2015-01-24
JQX-5116,2417941981384,Carlos Palomares Cases,2017-11-20
