Placa,DPI,Nombre,Marca,Modelo,Año,Multas,Traspasos
OWK-2205,7800040643825,Noa Frías Ibañez,Mazda,3,2014,3,3
KFK-8114,5178168924017,Benjamín Torrecilla Garmendia,Hyundai,Elantra,1997,3,0
QIO-2364,9711847602107,Chus Lillo Bellido,Kia,Sorento,2002,0,2
XFW-9763,4715638857057,Macaria Guardiola Anaya,Kia,Rio,2000,4,1
FQU-0320,8663392470515,Filomena del García,Honda,CR-V,2004,0,3
VJK-9823,4507241540431,Guadalupe Gómez Casanova,Kia,Sorento,1995,4,1
XEB-5999,6418262777129,Victor Aragón Jáuregui,Toyota,Yaris,1999,1,2
WNS-6597,3076584938377,Primitiva Alarcón Goicoechea,Hyundai,Accent,2024,5,1
XPV-3117,8733978131449,Máxima Lidia Prado Patiño,Toyota,RAV4,2006,3,0
KPD-8006,9360148337576,Eva María Sanz,Honda,Fit,2018,1,2
GJU-5453,8130323265918,Serafina Barroso Zorrilla,Hyundai,Santa Fe,2004,5,2
PEH-4723,9505999151055,Emiliano Ruben Recio Cid,Honda,CR-V,2004,4,0
XRI-2267,7951164018743,Ildefonso Vega Saura,Toyota,Corolla,2023,5,2
EWC-8217,9758985684102,Jose Manuel Pineda Ayuso,Honda,Fit,2005,2,1
KYI-3224,4581963681331,Carina Salvador Quintero,Mazda,6,2021,2,2
DUN-1190,3523727091592,Delfina Prado Porcel,Toyota,Corolla,2014,1,2
RVF-1676,6177172716669,Victor Cabeza Pagès,Honda,Accord,2010,2,1
MOD-2429,1095687289285,Zaira Villalonga,Toyota,Yaris,2003,5,1
WUD-8553,1874244016619,Juan Pablo Beltran,Honda,CR-V,2024,3,0
WAH-2350,3962707851897,Zaida Benavent Llopis,Toyota,RAV4,2022,0,1
WOB-3488,3642880764657,Anunciación Inmaculada Alsina Mayoral,Mazda,6,1996,1,3
GFB-8110,6836973748832,Juan Carlos Córdoba,Hyundai,Tucson,2007,4,1
LMF-1738,4597801460615,Rocío de Pont,Mazda,BT-50,2020,3,2
VQX-3334,6150188378961,Francisca Villalobos Pagès,Toyota,RAV4,2007,1,2
LXG-4289,9599098418398,Pepita Aranda Fuertes,Hyundai,Accent,2013,5,0
FGC-5696,1392746844391,Chuy Bertrán Arellano,Kia,Picanto,1999,1,0
XPP-8508,9410196331571,Cristina del Gutierrez,Toyota,RAV4,2012,1,0
EZT-4336,3617141310401,Sabina Alvarado Villar,Honda,CR-V,2024,4,3
OKG-2365,3642844894327,Pastor del Nieto,Kia,Picanto,2013,0,1
DPE-3378,2425065973490,Carlos de Bernat,Mazda,BT-50,2018,5,1
QBL-7486,2244621750691,Roxana Cornejo Verdú,Mazda,BT-50,2009,0,1
PFP-4572,4490459505505,Ariadna Arteaga-Barriga,Hyundai,Accent,2021,4,1
RYH-5536,1748111828976,Plinio Barrio Heras,Hyundai,Accent,2007,4,1
PEO-7296,6437686548225,Rodrigo Gibert Castelló,Hyundai,Tucson,2011,0,0
TWY-5808,4267227788728,Mirta Sáenz Canet,Honda,CR-V,2015,2,0
VET-3097,1786686432104,Paz Puig Bonilla,Toyota,Yaris,1997,2,1
RCN-0902,2340477920741,Sergio Jeremías Ochoa Rosales,Honda,CR-V,2021,5,1
YLL-8080,7621801764296,Abel Quiroga Hervia,Hyundai,Accent,2006,1,0
AYY-2292,3459494934418,Severino Guerra Ródenas,Toyota,RAV4,2007,0,0
UGP-3498,2733110243436,Teófila Bas Suárez,Toyota,Yaris,1997,5,0
TIA-2916,3840242851727,Jesusa Larrea Millán,Honda,Civic,2019,1,3
RMV-8862,7256093161362,Quirino de Rovira,Hyundai,Tucson,2011,4,0
SZS-6205,5034317584439,Saturnino Yáñez Gras,Honda,CR-V,2005,3,3
KML-9024,8505058357910,Marisela Rosario Perales Requena,Kia,Sportage,2019,2,2
CNT-1811,7476504972810,Marciano Cepeda Piñol,Honda,Civic,2008,5,0
JXN-1915,7772728768242,Yago Polo Mata,Toyota,Corolla,2012,1,0
EUF-9567,8520825234731,Adolfo Cañellas Pinilla,Toyota,RAV4,2010,2,2
HAA-4334,2009269972423,Heriberto Parejo Checa,Honda,CR-V,1998,3,0
OMQ-8824,8543044971772,Luisina Serrano-Palomares,Hyundai,Tucson,2000,2,1
CRX-9382,3463043950736,Gabriela Andrade,Mazda,CX-5,2007,0,2
DGW-0300,1643302222413,Pío Bravo Garay,Kia,Rio,2007,1,3
TCM-9036,5534562890097,Eusebia de Real,Hyundai,Tucson,2003,0,2
WCK-9908,3211968138980,Marciano Modesto Cases Morell,Hyundai,Tucson,1997,3,0
TFT-2218,7838963551840,Emma del Melero,Honda,CR-V,2022,4,1
ROR-8276,8532543818564,Mario Molina Prats,Mazda,CX-5,2020,5,1
LWD-3615,6048093731321,Mateo Ramis,Honda,CR-V,2000,5,0
VWO-2505,8269580628227,Rolando Mateos Ibáñez,Toyota,Hilux,2008,5,3
PMP-4471,7016887264761,Hernando Silvio Ripoll Valbuena,Hyundai,Elantra,2015,4,1
DPB-7759,5896798250884,Juan Francisco Curro Córdoba Ródenas,Kia,Rio,2013,5,3
QFX-4959,2637904503543,Ascensión Cid Cabo,Honda,Fit,2014,2,0
BAL-7581,4205892865553,Cruz Larrea,Toyota,Hilux,1996,5,2
PRQ-9714,8004822954585,Haydée Quintanilla Casas,Kia,Rio,2008,0,2
TZY-8252,2144948785624,Nayara Soto Cuenca,Honda,Civic,2008,3,0
MNP-1182,1200808404370,Lina Coloma Morcillo,Mazda,CX-5,2013,4,1
HZH-1710,4034939274492,Loreto Domínguez Casanovas,Hyundai,Accent,2010,0,1
TGX-5396,2829103515720,Odalys Tejera,Mazda,3,2018,3,2
NYM-9822,1808937815416,Salvador Bolaños Vall,Mazda,BT-50,2023,1,2
WBG-0005,4939009406764,Carmina Pulido,Honda,Fit,2009,4,0
JJM-5706,6250751745997,Espiridión Quero Roman,Kia,Picanto,2019,2,1
BQE-1304,7756846716872,Dorita Espinosa Pino,Toyota,RAV4,1997,5,2
ARE-2928,5715111805262,Carmelita Vall Navarrete,Mazda,BT-50,2016,3,3
XGS-4181,5535007094916,Emigdio Morera-Pedrero,Hyundai,Elantra,1996,1,3
SHT-3421,8919741413047,Saturnina Machado Bermudez,Honda,Accord,2019,4,3
NMH-2932,4203376167337,Daniel Cabezas Alegre,Hyundai,Elantra,2009,2,0
NTN-4534,9595632146914,Toño Cañizares Barón,Mazda,CX-5,2023,2,3
HYK-4805,7771109359583,Xiomara Carnero Rueda,Kia,Sorento,2024,3,2
ZQT-7742,1745709975468,Clara Cabañas Falcón,Mazda,CX-5,2003,4,0
WPX-4713,7542041656838,Azahara Armas Portillo,Mazda,6,2000,4,0
BXK-6106,6295199942475,Luna del Fábregas,Kia,Sportage,2008,1,1
TJR-5864,2125016404386,Godofredo Izquierdo Aragón,Mazda,BT-50,2024,5,0
MWY-3139,2395030816926,Tania Salazar-Royo,Honda,Fit,2015,1,2
NVM-6885,5776212593674,Alicia de Pelayo,Mazda,CX-5,1995,4,0
BYF-4310,8431335706521,Dan de Gómez,Hyundai,Elantra,2013,5,1
FCI-9710,8386766562167,Estela Prat Meléndez,Kia,Sportage,2014,5,2
SJP-7335,8411178949736,Gracia Aguilar Cano,Hyundai,Accent,2008,0,2
ZVY-9823,9573176046063,José Lara Baró,Mazda,3,1999,4,1
QDY-3383,7012395856172,Fernanda Herranz-Aguiló,Toyota,Corolla,2012,0,3
UNS-3022,6827528418245,Rodrigo Girona-Castilla,Mazda,CX-5,2008,5,3
KXV-8104,2903700410675,Emperatriz de Ugarte,Kia,Sorento,1997,1,3
NMS-0479,7949260886730,María Manuela Escribano Viña,Honda,Fit,2019,5,3
VET-7904,7144281514845,Néstor Erasmo Pinto Morillo,Kia,Sportage,2001,0,1
DBH-6158,5235959610473,Gregorio Bernad Jover,Mazda,BT-50,2015,3,3
GIS-2973,3633857075536,Hugo Cabanillas Pinedo,Toyota,Hilux,2022,2,1
JXC-0593,6964294949910,Rufino Bernat Viñas,Kia,Sportage,2019,4,2
FFP-7695,1381029567725,Bienvenida Ballester Guzman,Kia,Sportage,2005,3,0
CIV-3484,6013874991334,Elías Álvaro Belda Galindo,Mazda,3,2003,0,2
RQJ-3068,3101100801673,Plinio Baena Mosquera,Toyota,RAV4,2020,0,3
HNS-3930,2944592720317,Dimas Pol Gascón,Toyota,Hilux,2021,3,2
PPH-3360,1507421793104,Mar Arnaiz,Honda,Civic,2018,3,3
BKQ-4241,4654178739612,Eva María Lasa Pulido,Honda,Fit,2002,1,0
DEH-9172,9506546775978,Martina del Barco,Toyota,RAV4,2000,3,0
YVB-7132,6921781062763,Lilia Ávila Padilla,Mazda,6,2011,5,3
IJE-7389,4719390898923,Emiliano Martin,Mazda,CX-5,2006,1,1
UXZ-4199,2139830500096,Laura Manola Fernández Vilanova,Kia,Sorento,2019,2,1
LPU-3636,3666520343783,Miguel Ángel Llobet Tenorio,Honda,Fit,2014,0,2
VTO-4006,6747311888025,Berto Tirado-Alsina,Mazda,CX-5,2023,2,3
RMZ-9567,3851154146922,Natalia Villegas Martinez,Toyota,RAV4,2008,0,0
LRF-4601,9755927109445,Ale Blanes-Dueñas,Mazda,3,2019,2,2
FND-1837,8758711764857,Amancio Seguí,Mazda,3,1995,3,2
ZOL-9490,3355382891644,Isaac Sales,Kia,Picanto,2011,1,0
PMA-3065,3937484660064,Nicolasa Iniesta Herrera,Honda,Fit,2017,4,1
JQG-4871,1958563339084,Baltasar Agudo Torres,Honda,CR-V,2009,0,3
CKG-3916,4715259913492,Felicia de Campos,Honda,CR-V,2005,3,0
DMD-9434,7433217114895,Tristán del Roda,Hyundai,Tucson,2006,1,2
HSW-4867,6158908684187,Ángeles Rosales Calvet,Hyundai,Accent,2019,5,2
QTC-7226,8210899065464,Pía Prieto-Barragán,Toyota,Yaris,2011,1,2
FTS-0877,5899651465559,Goyo Juliá,Toyota,Yaris,2023,5,2
FPE-0296,2767161241761,Camilo Bastida Galán,Toyota,Yaris,2023,3,3
NVW-3890,7573907537813,Sebastián Isaac Torralba Martínez,Honda,Fit,2009,5,3
GPS-4487,5746959630213,Máximo Prado Reig,Hyundai,Santa Fe,2006,0,3
ZXJ-2660,1422860592340,Elías Jose Luis Julián Esparza,Mazda,6,2024,5,0
POB-8851,8026066208328,Cosme Posada Sala,Mazda,CX-5,2001,2,2
ECO-9548,7106454160948,Aurelio Landa Echeverría,Mazda,3,1995,5,3
GGJ-6030,5602113661006,Raúl Carnero-Palacios,Toyota,Corolla,2004,3,2
PJK-0285,9196678872059,María Fernanda Jaume Bello,Hyundai,Santa Fe,2019,0,0
EDQ-5062,3638665994048,Haroldo Cárdenas Riquelme,Toyota,Hilux,1999,5,2
MVJ-1079,8886826843413,Clímaco Alcolea Nicolau,Hyundai,Accent,2015,1,2
TPD-3381,6274183537926,Jorge Falcó Sevilla,Honda,Fit,2008,1,1
MDW-3334,6168047326280,Olegario Ramis,Toyota,Hilux,1997,1,1
CWT-9342,5561378347550,Vicenta Cañas Vicens,Toyota,Hilux,2002,4,1
HYS-1790,7359152316962,Azahara Acosta Revilla,Honda,Civic,1998,0,0
PGB-2258,5907596025185,Carlota de Alonso,Hyundai,Santa Fe,1995,5,0
PFU-5295,7927749176875,Raúl Moreno Correa,Mazda,CX-5,2006,1,0
AYV-2728,6148960289290,Mariano Real Arribas,Mazda,CX-5,2024,3,2
XQG-0191,6756561081269,Néstor Abascal Peinado,Mazda,BT-50,2007,0,1
GLF-7879,1937973384131,Alonso Ovidio Sala Prat,Kia,Rio,2022,0,0
ROL-9670,1689845654305,Encarnacion Aliaga Merino,Toyota,Hilux,2001,1,1
WXG-2362,3260259106842,Pelayo de Galán,Hyundai,Santa Fe,2023,3,1
OTV-1243,7846882515265,Héctor León Gil,Honda,CR-V,2020,4,1
JAP-2975,4295787935721,Isaías Gilabert Vicente,Toyota,Corolla,2006,5,2
BVA-1337,5361086142693,Adrián Donoso Carrión,Toyota,RAV4,2002,4,0
NTS-4720,3851949230350,Gema Heras,Honda,CR-V,2017,2,1
ELW-3791,5221989567693,María Jesús María Cristina Murcia Marti,Hyundai,Elantra,1995,3,3
BHV-8593,8440437363635,Noé Castañeda Verdugo,Mazda,BT-50,2009,0,1
ZTJ-2247,5585232082806,Adelina Mate Canet,Honda,Civic,1998,0,1
ZFV-1633,1923136251112,César Garzón Avilés,Hyundai,Santa Fe,2003,0,3
TQO-9810,4551205104667,Jafet Coloma-Torres,Toyota,RAV4,2021,2,3
BWO-7567,2267840806570,Candela Rodríguez Mosquera,Mazda,6,1998,0,3
AND-1344,2413392655249,Paula del Leon,Kia,Rio,2004,0,3
ZZG-6815,6950999654494,Micaela Luz Miranda,Mazda,CX-5,2007,2,0
IYS-9093,6358381762632,Cebrián del Royo,Honda,CR-V,1995,3,0
JVK-7966,2173094307960,Angélica Gutierrez-Losada,Hyundai,Santa Fe,2015,4,0
KYF-2394,6475254291461,Remigio Leonel Duran Gonzalo,Kia,Rio,2007,5,1
OKH-4421,1685456293028,Aristides Morell Armengol,Mazda,CX-5,1996,4,0
KXG-8160,4077461305019,Encarnita Manzano Sevilla,Toyota,Hilux,2017,5,0
OFI-7593,9067871141849,Cándido Sandoval-Villalonga,Kia,Sportage,2002,0,1
IQL-6769,2856481698469,Renato Lara Guillén,Toyota,Yaris,1998,1,1
XTI-6693,5855953590188,Paulino Grau-Pazos,Mazda,CX-5,2006,1,2
GOD-9960,6486996306974,Luciano Cristian Guillen Huerta,Mazda,3,2017,0,3
SOB-8548,4939383856800,Octavio Pi Andrade,Toyota,Corolla,2011,2,0
TTX-8885,6812536015676,Eduardo Llobet Becerra,Hyundai,Santa Fe,2021,5,0
DVT-3752,3339289733694,Daniel Niño,Mazda,3,2012,4,3
APS-1657,4906856273419,Teófilo del Cazorla,Toyota,RAV4,2013,5,2
GWN-1587,4811095960714,Ema Valdés Manzano,Hyundai,Accent,1997,2,3
FUK-3960,9616573586595,Valero Molina-Álamo,Hyundai,Tucson,2024,2,0
OVB-1146,4698761243947,Febe Sotelo García,Kia,Rio,2020,2,3
MRI-6693,4159393692612,Victor Cámara Soria,Honda,Fit,2002,2,1
KBV-8880,6411665261306,Aurelia de Camps,Honda,CR-V,2009,0,1
ZGA-8510,5983615944005,José Pinilla-Cañas,Toyota,Corolla,2003,1,1
VSF-7904,8889781555077,Hernando Guijarro Criado,Hyundai,Tucson,2014,4,0
KBP-1584,8619979527461,Sandra Meléndez Barba,Toyota,Corolla,2014,0,1
RYL-7431,6035296766062,Elisabet Viña Rojas,Mazda,3,2020,4,0
BOZ-2088,2614832486752,Salomón Bárcena,Honda,Fit,1997,5,2
EYS-1510,6426573032871,Emiliano Feliu Arribas,Toyota,Corolla,2005,3,2
IGE-2253,8537973013701,Noemí Figueras Campillo,Mazda,CX-5,2005,2,3
AXI-2693,7292412609371,Leocadio Robledo-Marqués,Kia,Sportage,2019,0,3
GZT-8762,3817573222534,Fabiola Alcalde-Berenguer,Toyota,Corolla,2015,4,2
ZMZ-6189,4799471233462,Tania Blanca,Honda,Civic,2002,0,3
RCQ-8285,6630428854269,Noemí Pons Valencia,Hyundai,Santa Fe,2018,3,1
BEC-6955,7860399766545,Felisa Albero,Hyundai,Tucson,2011,2,0
OGD-4947,9919236566675,Teodosio Calderon-Cerro,Toyota,RAV4,2012,5,3
RHT-3824,5247484678873,Humberto Prudencio Montserrat Peiró,Hyundai,Accent,2018,0,3
CKH-7726,2811045491762,Isabel Ferrando-Rivero,Toyota,RAV4,2004,3,2
UKC-8938,5439990396351,Fabián Santamaría Company,Kia,Sorento,2018,2,0
PBP-3519,7520783056404,Oriana Loida Ayala Barco,Mazda,BT-50,2005,3,3
EIC-5219,3887268438482,José María Alcalde Verdugo,Mazda,3,2009,1,2
MJM-0666,3949454389371,Sigfrido Millán Cabrero,Toyota,Yaris,2009,5,0
SON-0431,8497177406831,Mar Sanjuan Pallarès,Mazda,3,2013,3,3
ZPL-9300,2462859098018,Fortunata Valera Pujol,Toyota,Corolla,2019,5,3
SIU-4333,2463636098498,Victor Sancho,Toyota,RAV4,2024,3,0
SDV-8842,1220626448540,Amada Lago Fonseca,Kia,Sorento,1995,0,1
RKF-6435,7006814022196,Marcos Páez Cabañas,Toyota,RAV4,2005,3,2
PZQ-5563,9447961869732,Pío Figuerola Enríquez,Honda,Fit,2003,2,3
NLK-5649,4215471481952,Mar Cerdá Ribera,Mazda,BT-50,2017,4,1
QHN-7989,2601556998990,Olga Adriana Cañete Marco,Toyota,RAV4,1998,4,2
MTX-2762,5227557362903,Rodrigo Desiderio Rubio Ferrándiz,Toyota,Yaris,1998,2,0
GYK-7270,5215213449584,Moisés Oliver Pi,Toyota,Corolla,2014,5,2
WRL-0357,1202363046413,Sosimo Pozuelo-Girona,Kia,Sportage,2021,3,2
XVI-6634,5101627483386,Arsenio de Rocha,Mazda,6,2015,2,0
YYP-0644,3264029184149,Atilio Franch Orozco,Toyota,Hilux,2023,2,0
AWE-1330,7694614771571,Ema Duque Escrivá,Hyundai,Accent,2007,0,2
WAP-2879,3404293081821,Susanita Salvador Abascal,Toyota,Yaris,1997,3,0
KRF-8967,8161817528882,Ester Gomis-Navarrete,Kia,Sorento,2021,4,2
PRW-6405,2518797971492,Bartolomé Grande Gomez,Mazda,3,1995,2,3
GOJ-9080,6284988334448,Nayara Heredia-Piña,Honda,Fit,2011,0,0
MEX-1731,8140548086592,Consuela Sanmartín Arregui,Toyota,Corolla,2021,0,1
ABQ-5230,5930458692912,Rogelio Murcia Torrijos,Toyota,Hilux,1996,1,3
RXC-1750,6555549532528,Verónica Casares,Kia,Rio,2021,3,0
VJT-0670,3118821026067,Haroldo de Aragonés,Kia,Rio,2019,1,1
JKB-3316,4823890413503,Luis Ángel Salamanca-Mínguez,Mazda,6,2018,3,3
ASG-7948,4288080175229,Luís Molina Batalla,Mazda,BT-50,2010,1,0
FDB-0276,8886747823814,Juan Antonio Solé Torre,Honda,Civic,2014,3,2
WLZ-8006,8650201334598,Trinidad Canals,Toyota,Corolla,2024,1,3
SOO-1839,8385196404506,Marino Hernando Ayuso,Kia,Rio,2000,0,1
IRA-8328,7103180650248,Melania Palomo Santos,Toyota,Hilux,2010,1,0
GEE-2085,5871368235388,Natalio Palomo Losada,Mazda,CX-5,2013,3,1
VBY-5643,2735880432937,Melania Estevez Poza,Mazda,3,2006,2,2
OMP-0107,3030174187178,Albina Lamas,Hyundai,Accent,2002,5,2
YBS-3547,7401105259062,Norberto Pera-Casal,Kia,Sportage,2018,4,3
NGF-0591,5306834352748,Feliciana Lorenzo-Zaragoza,Honda,Fit,2006,3,2
AGN-5637,4876365153081,Onofre Rico Briones,Mazda,CX-5,2015,2,1
UJY-2274,3906666089087,Martin Murillo Alvarez,Honda,Accord,2010,2,0
GGJ-8231,7481927804448,Virginia Cayetana Jódar Casal,Kia,Picanto,2024,2,1
YYW-5154,3641074556388,Victoriano Criado Chamorro,Toyota,Corolla,2024,0,2
WPL-2251,4612132742638,Maristela Duran Niño,Kia,Picanto,2007,0,2
IHS-0104,6928421340991,Rodrigo Casanova-Gual,Hyundai,Elantra,2007,2,0
OFH-2333,6023711280094,Emilia Goñi Iriarte,Honda,Accord,2020,0,0
DIT-8718,1135764404335,Leonor de Arce,Toyota,RAV4,2009,3,3
YHS-2523,1847262220433,Elías Garcia Mercader,Mazda,CX-5,2010,1,1
EVP-2622,8681357248942,Beatriz Pérez Blazquez,Kia,Picanto,2019,3,3
PPF-0422,7503047275294,Nélida Almudena Codina Armengol,Mazda,6,1997,1,1
ZKR-9843,9825171840430,Javier Cerro Serrano,Honda,CR-V,2002,2,2
KAG-3677,1644028187696,Alba África Guzmán Baños,Mazda,3,2012,5,0
DFI-3358,3824335028255,Maximino de Carbonell,Toyota,Yaris,1996,4,2
JTY-9887,6634132642886,Abigaíl del Reig,Kia,Sportage,2010,3,2
HAD-2816,1814673117331,Xavier Grau,Hyundai,Santa Fe,2018,2,0
LKB-3997,6982313989666,Basilio de Pallarès,Kia,Rio,2008,3,1
WTV-4054,2357927103161,Albino Bonilla Dueñas,Kia,Sportage,2017,0,1
ELJ-1651,2579906918476,Paloma Maldonado Armas,Kia,Sportage,2016,1,0
NDL-0366,6698684827901,Gerardo Sastre Blanes,Kia,Picanto,2004,4,3
IHJ-8387,8648756563408,Rocío Piña Flores,Kia,Rio,2016,1,3
DUU-6404,1284133286216,Rolando Pla Mascaró,Kia,Sorento,2018,5,1
AHD-6331,5010450856470,Angelita Varela-Múgica,Kia,Sportage,2005,5,3
NCW-4697,1036715825224,Ruperto Nicolás Correa,Hyundai,Santa Fe,2019,2,3
GVM-8077,4802859356000,Reina Vazquez Laguna,Kia,Picanto,2011,2,2
FYW-5439,1575692039820,Natalia Maza Marin,Hyundai,Elantra,2012,4,1
ZMH-5173,5201349390677,Inmaculada de Torrents,Honda,Accord,1999,4,1
REP-1219,4185779200302,Jose Ramón Poza Santamaría,Honda,Fit,2024,4,3
DYW-3619,7308092473124,Esther Carvajal Mata,Hyundai,Elantra,1995,4,1
EFS-6430,4393226705987,Gloria Gras Ruiz,Kia,Sportage,2013,0,1
HQR-8852,2741460543896,Belen Castejón Andreu,Mazda,6,2002,2,1
MHX-1350,8810769614698,Cesar Folch Borrás,Honda,Civic,2023,4,3
ELU-9577,8267409646725,Apolonia Prat Bautista,Honda,Fit,1996,2,3
OJS-4359,9951273877941,Ale Bas Borrego,Honda,Civic,2019,4,2
NBR-4067,2012320040484,Cayetano Cayetano Tolosa Alcalá,Kia,Rio,2019,0,0
XIC-3026,9446873243383,Nydia de Zabala,Honda,Accord,2020,5,2
VLP-8382,6063914206823,Cándido Alejo Vall Agustí,Toyota,RAV4,1999,5,2
XNZ-4889,6072371280282,Nando Tejera Flor,Hyundai,Accent,2014,3,2
FZH-0630,9225475589835,Marcos de Paz,Honda,Fit,1997,5,0
JTI-5515,7645995632320,Victorino del Iñiguez,Mazda,CX-5,2014,1,2
HKS-6771,5358789427329,Lalo Casal-Pedrero,Mazda,BT-50,1997,5,2
WGG-8531,6568777852763,Carlos Campoy Ballesteros,Toyota,RAV4,2000,0,2
PHC-4426,4054052414936,José Manuel Armas Salazar,Mazda,6,2002,2,0
IYT-3422,7042228326622,Rodolfo Gabino Castelló Zaragoza,Hyundai,Tucson,2021,4,1
RAQ-3337,8013801594012,Carmelita Hoyos Saez,Mazda,BT-50,2002,1,3
IRH-3379,4368844937637,Patricia Santana Simó,Hyundai,Tucson,2022,0,3
TSU-6940,5002505866154,Cosme de Fernández,Kia,Sorento,1998,2,2
ETB-0641,1492628243821,Leire Alonso Andrade,Mazda,6,2015,0,1
ALS-6778,7726490174137,Eva María Lamas Ugarte,Toyota,Yaris,2013,5,0
MCN-9970,5188262454110,Lina Reyes Cobos,Toyota,Hilux,2015,5,3
AGH-5907,9140713204778,Jessica Jiménez-Galván,Kia,Sportage,2005,1,0
QTI-5008,3835179968259,Hermenegildo Piquer,Hyundai,Tucson,2011,0,3
NWB-7946,6089040548696,Elba Esther Cardona Muñoz,Kia,Rio,2001,3,1
FEN-0788,1103856835721,Gregorio Vizcaíno Roldan,Honda,Fit,2023,1,3
PFA-0317,4100958221872,Catalina Segarra Pizarro,Mazda,3,2013,5,0
KLU-6427,2674100270325,Marc Baeza Peralta,Toyota,Corolla,2006,5,2
XUY-4815,7970004536942,Macarena Lluch Escobar,Honda,Fit,2019,5,1
KAM-8374,3322597860484,Cruz Perez Bermejo,Toyota,Yaris,2008,5,2
BZY-8803,6384290693099,Amada Iglesia Calvet,Mazda,3,2007,0,0
TTM-0706,3046267424590,Rodolfo Carreras,Toyota,RAV4,1997,3,3
HKX-3591,6704477679485,Candelas Mármol Vives,Mazda,CX-5,2022,2,0
ZLS-0245,7820641935661,Leticia María Teresa Colomer Mayoral,Hyundai,Santa Fe,2013,1,1
BWQ-0567,1570333648891,Aarón Alberdi-Tamayo,Kia,Sorento,2024,0,3
ZJP-5584,9023921999350,Florentino Segarra,Hyundai,Elantra,2010,1,0
VPD-4639,2015868997733,Eli Moya Estévez,Mazda,6,1999,3,0
NTS-3115,6983884606619,Adelardo Miguel Almeida,Honda,Fit,2018,3,1
HNG-6649,7160325243313,Guillermo Quevedo Martí,Hyundai,Accent,2023,1,2
RDX-6771,6304090889961,Eliseo Puig Rojas,Honda,Accord,2024,5,3
MNO-2874,9685104617967,Ezequiel Morán Segovia,Kia,Picanto,2023,5,1
XAP-5206,2228997760583,Miguela Segura Sola,Kia,Sorento,2018,5,1
EYB-9846,8572797047031,Marisela Arcos Bayo,Toyota,Hilux,2016,3,0
DGH-9906,2079762870656,Maribel Hilda Lastra Blázquez,Toyota,Hilux,2007,1,1
OHJ-6502,2903204391620,Feliciano Baena Folch,Hyundai,Santa Fe,2012,2,3
ADA-5357,2227933127275,Alcides Galiano-Jordán,Kia,Rio,1996,4,0
TEM-8903,5576683272692,Antonia Olmo Ariño,Toyota,Corolla,2020,1,2
