Placa,DPI,NuevoPropietario,Fecha
ZHS-7589,6335373211321,Ricardo Gabino Becerra Haro,2019-02-04
THE-1426,3199337613531,Regina Navarrete Crespi,2017-11-24
TWS-4420,9438658317866,Hugo Cerro Lobo,2021-08-06
TWS-4420,5821692291006,Catalina Malo Villaverde,2023-11-20
TWS-4420,1834781365418,Fidel Cabrera Figuerola,2022-08-21
TUO-2059,8149948185765,Chus Ayllón Pou,2018-03-06
AWV-4976,4859919705885,Vicenta de Perales,2023-02-14
AWV-4976,1119908987929,Victor Cándido Rios Pavón,2022-06-16
AWV-4976,9228083147961,Malena Adela Royo Seguí,2021-06-04
CXW-8262,6604266628936,Régulo Alegre Pera,2023-06-17
CLV-5952,9524501865026,Vinicio Jover Baró,2019-10-16
CLV-5952,1666162070505,América Uriarte Barrera,2015-02-08
CLV-5952,9399332311861,Elisabet Juan-Cervantes,2022-02-03
UPD-3527,5790274885068,Cristian Guzman,2022-08-21
UPD-3527,9158561297245,Jose Francisco de Castejón,2022-02-02
UPD-3527,8521936630045,Juan Luis Figueroa Ochoa,2020-03-10
EWB-0203,7607586063793,Vilma Maricela Laguna Ramis,2019-01-13
EWB-0203,5749859027081,Ángeles Marco,2017-12-10
EWB-0203,3382103498129,Primitivo Goñi Roca,2017-04-21
XXL-7960,3183379398560,Noelia Puig Millán,2015-01-25
ZNR-5080,4595210851452,Luisina Pla-Andres,2020-07-19
ZNR-5080,9630359693019,Miguel Ángel Higueras,2019-10-06
LFT-5728,2379723886609,Isaac Ramiro Berenguer Jódar,2020-10-29
ODW-7557,7563568362007,Quirino Lladó Borja,2019-07-23
ODW-7557,2369723850295,Amada Casas Jurado,2021-06-10
ZMM-7330,9029390993362,Baudelio Puerta Ramírez,2016-04-07
ZMM-7330,3327573106043,Isidoro Torralba Gisbert,2018-04-19
ZMM-7330,1265215592153,África de Armas,2016-11-19
TXW-0257,5632504795743,Luz Díez Vilar,2023-03-15
TXW-0257,3783532688744,Maximino Gabriel Gutiérrez Ropero,2015-12-16
FZO-4587,8949691851812,Luciano Ignacio Espada Quero,2021-11-10
OYA-3545,9287662004729,Malena Gelabert Zurita,2015-10-11
UUN-7338,3523601930043,Matilde Juliá Ribas,2019-11-25
UUN-7338,3370239157821,Dani Aguilar Valcárcel,2022-12-03
UUN-7338,2425527860330,Angelino Gutierrez Cepeda,2019-09-11
JHK-1071,2129377938899,Lucía Alcántara Maza,2021-11-24
JHK-1071,9974241897326,Vinicio Manrique Rios,2023-05-07
JHK-1071,4745169257578,Angelina Benavides Puga,2023-12-11
YPU-6882,7155054240548,Vanesa Escamilla Robledo,2019-01-10
QAC-3331,2314942835891,Geraldo Uriarte-Acuña,2017-04-07
QAC-3331,9064308719801,Emma Carbonell Uriarte,2018-11-10
QAC-3331,4382634936061,Sergio del Zabaleta,2020-08-04
TIX-3749,2500506061529,Abel Pastor Losada,2020-07-31
BFH-7291,8408558562450,Itziar Valenciano-Gámez,2015-07-27
GFQ-0173,3028361905899,Luisa Estevez Jiménez,2016-07-03
HLG-9861,4313214541407,Aarón Santamaria Calderón,2022-11-17
OHK-3508,1540506835667,Casemiro Madrid,2022-11-12
OHK-3508,8307279450975,Palmira Gomis Alemany,2019-10-28
APN-6817,1533419420093,Natalio Medina Barberá,2018-06-20
APN-6817,3657681497785,Lino Fuente Mateo,2015-05-15
APN-6817,8969749381888,Mariano Sancho Luz,2021-08-21
NQU-9059,5761072590814,Reyes Monreal Riba,2020-08-24
NQU-9059,7639652738924,Zoraida Tejada-Acero,2024-11-04
VPP-9251,9281503630957,Jovita Bertrán Boada,2015-10-29
VPP-9251,4957746980252,Nicodemo Carrillo,2016-10-14
VPP-9251,5434682410346,Yolanda Galan Torrens,2021-08-23
OAP-1561,8093238246296,Teobaldo Uría Guardia,2016-04-27
OAP-1561,1485727505303,Luis Mármol Abella,2017-11-01
MUE-2999,9445383196828,Miguel Ángel Lopez Goicoechea,2018-08-16
MUE-2999,4136761087980,Crescencia Ayuso Cabrera,2019-12-02
UGS-6975,6501988865152,Sofía Sainz Bermúdez,2024-06-17
UGS-6975,8406399918486,Ascensión Millán Cabañas,2018-04-05
ZDF-5349,9076272683230,Rufina Lumbreras Alarcón,2024-05-25
ZDF-5349,5803908586138,Conrado Amando Ribes Roma,2019-02-10
ZDF-5349,1315463499184,Cecilia Rodríguez Franch,2017-01-08
NUN-7646,9260026903642,Regina Ortiz Escudero,2017-10-07
NUN-7646,5559853743184,Fabricio Poza Benavente,2021-09-16
NUN-7646,6581217766293,Nacio Luján Ayllón,2022-07-26
NTL-1706,1202120777479,Amílcar Prats,2024-07-13
NTL-1706,4608084475246,Ignacio Juan Antonio Gimenez Sobrino,2022-07-22
XUP-9491,4093018116554,Toni Morales Solana,2022-01-29
MKE-1580,1387773081884,Tito Gutierrez Fernandez,2015-01-04
MKE-1580,1150247783517,Amílcar Llano Pablo,2016-05-09
FTN-0343,6432725956283,Vidal Avilés-Campoy,2018-08-09
YYN-9350,7224276521700,Leandra Oller Gomis,2019-07-18
RGR-4069,8000872592726,Mireia Borja Cerro,2015-05-20
UYM-1216,5317955368919,Noemí Cobo Cornejo,2022-10-12
KOM-4956,4676152020643,Cristian Cases Calvet,2015-11-11
KOM-4956,6032794193447,Miguela Hoyos-Infante,2020-07-27
KOM-4956,9169349345400,Marita Solano Barrena,2020-03-30
DRS-8341,7166731989678,Dafne de Piquer,2021-02-06
BLO-1900,3846216010181,Rodolfo Montes Gras,2023-07-29
BLO-1900,4002309921752,Lucho Pablo,2024-02-20
BLO-1900,8669450743420,Lalo Castillo Sevilla,2022-07-21
QPC-2664,7422593428123,María Tirado Rey,2022-05-09
QPC-2664,4621289972140,Jovita Calleja González,2016-08-03
QPC-2664,8698797522077,Andrea Valbuena Bermejo,2024-08-30
GZZ-6662,3625303234222,Rafaela de Azorin,2022-10-09
GZZ-6662,5476869853270,Jesús Pepe Garrido Sanz,2018-11-17
GZZ-6662,2921019867586,Zacarías Quintana Cruz,2022-05-02
ORQ-4178,1177846939319,María Ángeles Pombo Suárez,2019-02-18
XBQ-2059,2930000556235,Irma Cuesta Bernat,2024-04-12
XBQ-2059,2981911228623,José Manuel René Mir Arnau,2019-06-21
KQF-4683,8937008266176,Lorena Emiliana Durán Gargallo,2022-06-29
KQF-4683,4719722789257,Rafa Díaz Sainz,2021-10-17
OKL-5736,4721507413745,Josefina Garzón Castillo,2018-03-10
KOZ-1019,7631053098972,Emiliano Franch,2024-12-19
KOZ-1019,5436873840704,Leocadia Simó Piña,2018-10-03
CSQ-8175,2321908687356,Mirta Gallo,2019-01-11
RKP-0553,9971631245460,Abel Arias Coca,2021-10-24
RKP-0553,7362066398370,Danilo Saldaña Aliaga,2024-01-28
RYW-0114,3713351851883,Edmundo del Morán,2021-11-27
RYW-0114,7814236127610,Alondra Patiño Peñas,2024-10-03
QQV-0690,8403897521294,María José Busquets Guillén,2020-03-02
UCK-5412,7878496212881,Mario Campoy Castejón,2016-09-07
OFK-1733,3686317304975,Federico Blasco-Delgado,2022-03-16
OFK-1733,5373175798422,Amparo Gimeno Cadenas,2021-12-01
OFK-1733,6463043398535,José Garcés Bárcena,2016-02-15
HUL-8389,7542625878976,Marisol Nereida Alfaro Quirós,2019-07-31
HSV-8406,6765920279597,Ámbar Carreño-Torre,2018-02-22
HSV-8406,2295901207490,Eulalia Vilar Alemany,2020-05-21
HSV-8406,4950786611201,Teobaldo Calderón Fernandez,2018-04-27
TPZ-6455,8357600302495,Eric Acevedo Aguado,2015-09-17
TPZ-6455,1298391317013,Perlita Jordán Muñoz,2024-01-24
TPZ-6455,3634740792098,Jose Luis Maza-Villalba,2022-10-14
VNB-9660,6698277891102,Angelina Tere Valero Rosselló,2016-02-02
VNB-9660,3706231892776,Laura Elodia Herrero Ramón,2015-03-27
PLU-1577,5760856543403,Isa Montoya-Tejedor,2020-03-23
PLU-1577,9989714894104,Nadia del Llamas,2017-09-25
PLU-1577,6475899772542,Alondra Perez Torrens,2017-11-05
QXI-1362,2805010476918,Eli Paniagua Matas,2018-09-05
QXI-1362,4747799190453,Nazaret Saavedra Botella,2016-01-05
BDR-7054,5022073908042,Salomón Bayón Gisbert,2020-02-20
BDR-7054,5087724172512,Benjamín Rodrigo Solana Barco,2020-12-03
QPX-9435,3340132503088,Juan Francisco Olivera-Maza,2020-04-17
QPX-9435,3607528683389,Marita Piña Orozco,2017-06-19
JWK-1400,1378511900389,Esperanza Navarro Bayón,2022-06-11
JWK-1400,8024060752819,Cebrián Gimenez Camacho,2022-06-15
JWK-1400,2141375980544,Basilio Martí Gonzalez,2023-10-06
ZYT-3852,5850783982498,Eloísa Frutos Rius,2016-10-12
ZYT-3852,2507155358882,Jose Antonio Galván Figueroa,2020-02-01
OVF-1644,1349801464371,Custodia Piña-Lerma,2022-10-24
YUT-0030,1353104553640,Lina Javiera Cordero Goñi,2018-08-01
YUT-0030,3697832352711,Urbano del Valdés,2018-12-09
YUT-0030,3672913102577,Sofía del Llamas,2023-02-06
HBP-5042,5231623853162,Gertrudis Maestre Parejo,2016-02-15
HBP-5042,4996455408973,Édgar Frutos Mayol,2024-08-07
KGW-5913,2884493628198,Xavier Cruz Boix,2024-03-18
HQG-0025,1782319931876,Mariana Puente-Escobar,2020-12-04
HQG-0025,1323237638511,María Jesús Canet Córdoba,2023-03-25
QXF-8134,8453223465361,Ceferino Cebrián Menéndez Sotelo,2021-08-27
QXF-8134,1716619805996,Nieves de Sacristán,2016-03-22
QXF-8134,7348576490109,Hernando Espada-Riba,2015-10-12
DTB-7652,5607342812525,Jorge Sarmiento Rosa,2024-09-24
DTB-7652,9681836407389,Remedios Gimeno Cañas,2021-09-16
TOZ-6424,4191091798386,Natalia Hierro Blanco,2021-03-01
LKO-7678,6926555054488,Elisa Torrents Chico,2022-07-30
GFB-7672,8389367385967,Alejandro del Anguita,2015-07-07
GFB-7672,8781879086931,Albina Planas Amores,2016-08-04
GFB-7672,6257666235474,Mar Cazorla Leiva,2024-10-22
BUI-8088,4159952696045,Rosaura Lobato Botella,2024-07-23
XQF-7966,6037693581593,Blanca Tamarit Tapia,2015-03-14
XQF-7966,3528974218373,Evangelina Morcillo Pinto,2020-07-31
IRJ-3305,1508958024965,Remigio del Frías,2023-05-16
IRJ-3305,1877586706006,Calisto Capdevila Sierra,2024-04-18
IRJ-3305,7669077106390,Sebastián de Cózar,2020-11-02
ONJ-6121,3578836258686,Wálter Montero-Arnau,2024-06-16
ONJ-6121,7513791060955,Petrona Uriarte Bayo,2017-12-18
ONJ-6121,2020819325086,Gertrudis Nevado-Garcia,2023-09-12
CHP-7420,9490119792180,Julieta Guerra Perera,2017-11-27
OTD-5152,3194338440052,Teobaldo Alcázar Manuel,2019-03-24
OTD-5152,7718514645624,Irene Torralba Pujol,2020-07-16
OTD-5152,2008555671315,Josefa Patiño-Recio,2023-02-24
NVE-7940,2666014507804,Gervasio Jose Carlos Villegas Rocamora,2018-02-07
NVE-7940,3528324183914,Jose Ignacio Marín,2018-09-06
TTD-9061,6032522080521,Genoveva del Solsona,2018-04-06
TTD-9061,2500358077160,Lalo Zurita,2017-04-04
BYU-4749,3643809809756,Elba Font Ugarte,2023-06-03
GWZ-2379,3997514551820,Damián Cerdán,2024-02-17
GWZ-2379,3860697262514,Timoteo Roque Cantón Chamorro,2020-01-23
GWZ-2379,1280463727643,Eugenia Casares Cifuentes,2015-05-27
LHM-0993,3455681087520,Flavio Ulises Lladó Roca,2016-08-22
LHM-0993,3667551868979,Clímaco Hierro Blanco,2023-09-17
LHM-0993,8318026894247,Amelia Violeta Sarabia Calleja,2019-07-20
VZG-8514,7405513258665,Nilo Nicolás Revilla Miguel,2020-08-28
JGX-0902,5279026380956,Sabina Lledó-Ballester,2022-07-29
JGX-0902,6145748464191,Isaac Iborra,2022-08-04
FFE-4442,5515372774508,Dionisio Pulido Valle,2023-03-28
FFE-4442,7866001196419,Amaro Plaza-Camacho,2024-02-22
ZQO-9024,4182462596799,Gregorio Donoso Coello,2023-11-21
ZQO-9024,9181067531801,Marcial Blanch,2020-04-21
ZQO-9024,3504463605449,Toño Villena Falcó,2022-09-29
IPJ-1351,1055424108971,Esteban Araujo,2020-11-02
YHR-0188,2466556310269,Chelo Gonzalo Agustín,2016-08-19
YHR-0188,5226097876987,Gaspar Bou-Bautista,2016-03-05
DLS-2899,3549934359716,José Luis Felix Batalla Arregui,2024-10-21
DLS-2899,7757358722242,Segismundo Solís Salvador,2022-02-05
AEP-4574,4720629625052,Manuelita Alcolea Fiol,2018-12-07
AEP-4574,6828650117368,Liliana Girona Montaña,2019-01-05
AEP-4574,3189890538465,Silvia Morcillo Llanos,2016-02-01
FXZ-9965,1198279544452,Raquel Escudero Gutierrez,2022-03-18
FXZ-9965,1157350138663,Ciriaco Folch Codina,2024-04-20
AVY-1033,7631808428017,Natalio Gutiérrez Arias,2021-12-02
AVY-1033,2500553984714,Noé Teófilo Crespi Arco,2021-07-06
AVY-1033,6018919792728,Luz Castilla Montero,2024-03-22
UOP-5582,4390401436080,Virginia Caridad Castellanos Neira,2017-09-14
UOP-5582,9472185513624,Fabiola Salamanca-Giménez,2020-05-13
UOP-5582,2035069307431,Rosalina del Parra,2019-03-21
KUN-4433,1408474500543,Teodosio Herrero Casares,2022-10-10
YTG-2341,5626521235859,Iker Valls Varela,2021-05-03
LVN-4969,9651831130945,Jerónimo Alvarez Pujadas,2022-07-28
IUQ-4420,2810645935232,Roxana Dionisia Buendía Folch,2020-11-28
DZC-8931,1565543583570,Jafet Vall Sobrino,2018-03-16
OUZ-4975,9423834079331,Silvia Tolosa Llanos,2020-11-14
OUZ-4975,1647618457859,Enrique Rivera Barrio,2016-01-27
OUZ-4975,2804156195036,Pánfilo Guzman Nevado,2019-01-17
VAE-2356,9183718855290,Ramón Sevilla Roig,2019-08-12
HGW-7887,1586569284927,Maxi Sarmiento Ballester,2020-05-20
HGW-7887,6425444163285,Regina Hidalgo,2022-07-04
CON-9322,3183952053780,Dorotea Zaragoza Molina,2023-04-18
CON-9322,6128383094104,Jose Jódar Catalán,2022-05-12
IZT-8419,7573645266935,Evangelina de Lastra,2023-12-13
IZT-8419,4275276045109,Fernanda Céspedes Abril,2016-09-21
IZT-8419,3057269680082,Chucho Azorin Rubio,2022-06-19
AUT-2320,2464430705264,Ildefonso López Sola,2024-03-23
AUT-2320,8004315667744,Fabricio Suárez Cases,2016-03-16
AUT-2320,7266617250035,José Manuel Yuste-Gomez,2019-06-14
VRN-6892,2206539476193,Ágata Alberto Recio,2023-02-20
VRN-6892,5937779303091,Ileana Carranza Solera,2021-11-10
VRN-6892,4894145004207,Encarna Vigil Carbó,2023-09-11
WFT-2961,3249583226026,Bernardino Bermejo Perelló,2023-06-08
WFT-2961,2630754392869,Ximena Esperanza Jove Palmer,2016-02-25
BPK-7872,1886227001655,Anna Céspedes Pla,2019-08-28
BPK-7872,6189117731800,Carla Ferrando Alcaraz,2024-04-27
BPK-7872,8750009707669,Ibán Molins Huguet,2015-09-23
DKH-3750,5483289489287,María Blanch Planas,2015-05-25
ADW-8533,6494535247709,María Arregui,2022-10-23
ADW-8533,7483409548037,Guadalupe Machado Trujillo,2019-10-22
MZX-1463,1449585300797,Inocencio Tolosa Torrents,2016-12-28
MZX-1463,8558400414922,Rogelio Vila,2015-12-21
RKJ-7162,8677368992440,Graciana Mancebo-Aguilar,2022-03-05
WBC-3401,4049592051056,Amador Juan José Pino Ribas,2017-10-14
WBC-3401,6195522680492,Josué Pozo Puente,2019-11-24
WBC-3401,3229790545703,Marianela Llorente Naranjo,2023-01-15
SOP-5973,7824020186634,Clarisa Salgado Abellán,2015-09-04
FNG-1953,9789898516929,Teobaldo Ferrández Bautista,2016-05-06
FNG-1953,9656261221285,Ezequiel de Alcolea,2021-12-31
JGQ-6870,7146314188384,Eva María Terrón Valle,2023-07-03
JGQ-6870,1366315451793,Casemiro Pino,2019-11-11
JGQ-6870,4397161117638,Paloma Ojeda Sala,2022-01-02
XHH-7238,6626439695811,Eusebia Raya Morales,2015-08-09
XHH-7238,2866248764119,Azucena Yáñez Ramírez,2020-12-06
XHH-7238,4614082999483,Olivia de Valenciano,2022-01-01
DVN-6479,3158027479106,Jose Carlos Bas Fabra,2019-04-14
OSZ-8619,3875507394924,Adela Leonor Clavero Bermúdez,2016-05-10
OSZ-8619,5116342517941,Remedios de Esteban,2018-02-08
JPG-3148,6994987086585,Teófilo Lladó-Azorin,2023-11-18
UNF-1973,9464856735208,Maribel Piñeiro,2023-05-28
HEE-8955,1153669981313,Ramona de Bravo,2015-04-18
PEG-2935,6619647607672,Íñigo Peña,2020-03-15
PEG-2935,8004609351844,Mercedes Berrocal Rius,2019-12-18
LAZ-6815,1792158156508,Chita Heras Cerdá,2019-03-31
MBH-2731,9326920891213,Godofredo Guijarro Gilabert,2024-03-08
MBH-2731,4290752658404,Dionisia Sola Gonzalo,2018-03-04
JES-5960,1203553365676,Xiomara Alcaraz,2020-05-21
JES-5960,5074431811336,Ema Sevillano Talavera,2021-04-09
JES-5960,5817606845480,Encarnacion Amat-Lopez,2019-12-20
QYK-8793,8677958166653,Emiliano Niño Pinedo,2020-12-03
QYK-8793,9660219023581,Mar Pont-Sevilla,2016-12-17
QYK-8793,7684667130281,Epifanio Ruano Cid,2020-08-15
UAU-7878,9476227783363,Marta del Cerdán,2017-05-15
GYP-1858,5102371383517,Eugenia Gema Pi Zamorano,2024-10-18
PYR-7480,3588249387820,Teófilo de Benet,2022-01-21
PYR-7480,6084747796150,Julián de Martí,2015-09-27
PYR-7480,3618849888062,Jonatan Lerma Ávila,2023-06-01
WTJ-1882,2656364701376,Juan Manuel Nicolau,2024-12-08
WTJ-1882,2433252127376,Íngrid Ballester Piña,2022-11-24
WTJ-1882,6307063854269,Efraín Rómulo Goicoechea Quevedo,2016-05-05
WCO-5519,2755183759174,Isidro Canals-Benavent,2021-09-01
WCO-5519,5791587508536,Marc Llopis Dueñas,2018-09-06
JWO-1166,1898987240017,Gerardo Mendoza Ruano,2019-12-19
NRG-2369,9363299549023,Dalila de Barceló,2023-11-29
WZC-2528,7364615408544,Gil Moles Falcó,2020-05-28
WZC-2528,6116926293444,Rosa Bárcena Grau,2019-04-22
WZC-2528,2439947626808,Bautista Blasco Solsona,2023-10-28
CVI-4246,8282767061208,Graciela Vazquez Llano,2020-03-04
PTO-9276,5314030955700,Cristóbal Núñez Palmer,2015-12-26
PTO-9276,4997512305863,Berta Polo Aroca,2021-01-31
JHD-4965,9313738460296,Luisa Uriarte Gimeno,2016-02-12
JHD-4965,1825987180423,Silvestre Jove Sobrino,2024-01-21
GZE-8100,7229624519236,Julián Corominas-Borja,2021-09-02
GZE-8100,7374960851864,Consuela Hervás Prado,2018-02-06
GZE-8100,6391640073199,Manu Juan Palau Carranza,2020-01-29
ZEF-7339,2846130885365,Priscila Fabregat Ortuño,2022-10-13
ZEF-7339,5511315773042,Ángel Montes Bellido,2017-09-11
ZEF-7339,5590744326530,José Luis Belda Egea,2021-01-02
VAJ-8643,4960578675614,Clara Tamayo Clemente,2018-09-09
VAJ-8643,9185038359461,José María Alemán Sevillano,2019-01-10
VAJ-8643,5266834048109,Roxana Artigas,2016-01-03
XYN-5875,5972207559312,Daniela Mayol Llamas,2015-04-06
XYN-5875,5179459502920,Íngrid Pedro Vargas,2019-02-08
XYN-5875,7217398032182,Griselda Teresa Lillo Valero,2021-04-09
RHS-5456,4541606797688,Máxima Castro Murillo,2021-09-26
GDR-5202,2467036504656,Dani Fabregat,2016-10-29
GDR-5202,5047478811778,Baudelio Pagès,2018-08-05
GDR-5202,5910396622628,Marisa Perla Gomez Artigas,2023-05-17
AZA-3761,2298917334783,Cándida Parejo Aguilar,2018-01-04
AZA-3761,3663626492668,Reyna Salom Neira,2020-06-09
MAU-4339,3523640737942,Segismundo Calleja Hernando,2015-09-01
ETN-5702,9541786283177,Germán Pareja-Cabrera,2020-09-21
ETN-5702,4940941405589,Caridad Gimeno Arjona,2023-06-01
ETN-5702,2243605181746,Paco Cabeza Ayuso,2016-06-10
CRR-2727,4918463823203,Alicia Pozuelo Montaña,2019-05-03
CRR-2727,1136688495872,Isabela Tamarit Nicolás,2019-07-21
WQC-3532,7942269069742,Bernabé Diaz-Arrieta,2023-10-06
WQC-3532,9566708518983,Marino Lillo Quintanilla,2022-09-25
KAH-3081,6989283382349,Palmira de Ripoll,2015-03-04
KAH-3081,4536415374511,Genoveva Valdés Valero,2022-05-18
KAH-3081,8215578338671,Ruperto Berenguer Collado,2021-12-31
QPR-9881,6720614998307,Modesto Colomer Quesada,2023-09-16
