Placa,DPI,Nombre,Marca,Modelo,Año,Multas,Traspasos
NPZ-0666,4591645857589,Pascual Donaire Montesinos,Hyundai,Santa Fe,2010,2,2
TNE-0484,9739513914356,Valerio Alvarez Iborra,Kia,Picanto,2004,2,0
APP-0094,6959292425108,Patricio Barrio Calderon,Toyota,Hilux,2001,1,3
DQS-7226,8151028270669,Andrés Solís Galvez,Kia,Rio,1997,0,2
FWS-0041,8885912955060,Rosa María Vall Martínez,Kia,Rio,2017,1,1
NAV-0140,3065774846128,Atilio Bartolomé Manzano,Kia,Sportage,2014,5,1
DRQ-7410,2720756359317,Virginia Corona Rosell Batlle,Kia,Sportage,2013,1,2
YRB-3614,6549422930434,Nereida Alegre Iglesias,Honda,CR-V,2020,1,2
ZEB-3696,1178094250384,Tomasa Andrés Lobato,Honda,Fit,2024,4,3
TQY-5795,8768742492399,Bernardino Domingo-Águila,Honda,Civic,2020,4,2
UUA-1336,9893988810218,Haroldo Heredia Rodríguez,Kia,Sportage,2006,3,3
JSZ-4571,3699230856752,Nicodemo Francisco-Huertas,Hyundai,Santa Fe,2009,4,0
JTL-9423,2864693448314,Aurora del Alcalde,Mazda,CX-5,2006,4,0
RHS-9124,3027889327017,Fabio de Ortuño,Toyota,Corolla,2012,0,2
CYL-3540,5543224605413,Etelvina Ana Sofía Carlos Pereira,Hyundai,Elantra,2007,1,3
XHJ-5288,2955454608291,Viviana Ángela Rosa Pazos,Kia,Picanto,2019,1,3
DOO-8692,6141486282725,Aníbal Santiago Arana Barrena,Honda,Civic,2001,0,2
CAH-7316,6759753186594,Nilo Martínez Pont,Honda,CR-V,2013,1,2
EDQ-8364,8438481514745,Bernarda Francisco Romeu,Toyota,Yaris,2023,5,3
GJM-5219,3977290004016,Mamen Otero Calvo,Hyundai,Santa Fe,2023,2,1
LEO-4719,2450731021628,Guillermo Capdevila-Bartolomé,Toyota,Corolla,2021,3,1
NRW-5631,6191490915561,Anselmo Serrano Pavón,Hyundai,Tucson,2020,2,2
XQS-8881,7693874544123,Graciano Almeida Yáñez,Mazda,3,2014,0,1
MWH-7537,5149718155063,Guillermo Laguna Anaya,Kia,Sorento,2010,3,0
YWV-3077,2760498937507,Victoriano Vazquez,Kia,Rio,1999,1,3
RYK-6704,6313071018249,Joaquina Carrera-Ibarra,Toyota,Hilux,2008,5,3
DRK-5093,2450818663567,Américo de Quintana,Hyundai,Santa Fe,2008,4,2
SKA-4329,7759175958587,Otilia Quero Paniagua,Mazda,BT-50,2011,1,2
VCT-9839,6238149477023,Alonso Barrena Piña,Toyota,Corolla,2004,0,2
WIR-3008,9850060503580,Luis Miguel Garcia-Vilaplana,Honda,CR-V,2000,3,3
IDC-3578,6882754312331,Guadalupe Cuadrado,Hyundai,Santa Fe,2018,2,0
NHS-8802,9816452513149,Silvia Tejero Alonso,Honda,Accord,1997,4,1
AQZ-4738,1148731131695,Edelmira Antúnez Padilla,Toyota,RAV4,2016,0,2
XPA-8003,4372418972845,Juana Esperanza Cerezo Ledesma,Toyota,RAV4,1995,1,2
FOF-7291,1406848697778,Chuy del Ojeda,Honda,Accord,2011,0,3
ANI-6421,4916822898792,Camilo Cruz Gomis Domínguez,Mazda,CX-5,2002,0,0
EKM-5032,1603602561955,Mayte Castelló,Hyundai,Tucson,2002,5,2
RMW-2250,9680884567838,Araceli Aparicio,Toyota,Corolla,2012,3,3
FDW-6924,2523622807935,Sandalio Viñas Villaverde,Honda,Fit,2023,4,2
PZW-2644,8641621770332,Marisa Sevilla Bustamante,Hyundai,Santa Fe,1996,4,2
VPQ-2165,2431364233934,Luz Zapata-Roura,Mazda,BT-50,2018,1,2
NCZ-4552,1144212659972,Herminio de Llorens,Mazda,6,2013,5,3
HUM-8306,9281966261094,Teobaldo Sosa-Llorente,Toyota,Yaris,2011,0,1
ZHS-7589,8126276913145,Jorge Pino Acedo,Mazda,3,2020,5,3
THE-1426,6104497224987,Dani de Baños,Honda,Civic,2003,1,1
TWS-4420,1651855738671,Áurea Ariño Alberto,Honda,CR-V,2023,5,3
TUO-2059,3105723199437,Trinidad del Ureña,Kia,Sorento,2007,0,1
AWV-4976,2018053135269,Marcelo Esparza-Puerta,Kia,Rio,2003,5,3
CXW-8262,6506036511268,Brunilda del Lasa,Honda,Civic,2014,3,1
JHB-4690,8118794452519,Cosme Valbuena Rosell,Toyota,RAV4,2021,2,0
GER-3967,7806007680959,Dafne Bello Becerra,Toyota,Corolla,2012,2,0
CLV-5952,9544147747417,Gracia Carbó Meléndez,Hyundai,Santa Fe,2015,4,3
UPD-3527,1413723868578,Etelvina Valdés Hoyos,Honda,Fit,2014,3,3
EWB-0203,1441135921363,Leonor Pavón-Reyes,Kia,Sorento,2014,3,3
TSA-0766,4884275431280,Fabián Gomis Escamilla,Kia,Sportage,2012,2,0
XXL-7960,6964466521264,Juan Manuel Marquez Olivera,Mazda,6,1997,4,1
ZNR-5080,6571460823857,Aitana Gonzalez Bastida,Kia,Picanto,2000,1,2
LFT-5728,3656964960728,Jeremías Lázaro Alcántara Vicente,Mazda,BT-50,2018,3,1
ODW-7557,1778760745649,José Villa-Sanmartín,Honda,Accord,2000,5,2
ZMM-7330,6423990402774,Carmen Soriano-Carbajo,Honda,Accord,2018,1,3
TXW-0257,1406791728436,Onofre Alberdi Castellanos,Mazda,CX-5,2000,2,2
MBB-2136,7176893734816,Araceli Pedro-Cases,Toyota,Yaris,2000,1,0
FZO-4587,3607088295955,Judith Iborra-Perales,Kia,Sorento,2008,2,1
OYA-3545,8594203410911,Dominga de Grande,Kia,Picanto,2008,2,1
XCZ-9192,5186904849046,Encarnacion Villalonga Solé,Honda,Civic,2015,0,0
UUN-7338,9166477230545,Melchor Jose Francisco Guardia Echevarría,Toyota,Yaris,2013,2,3
JHK-1071,8878724966090,Paulino Jimenez,Hyundai,Santa Fe,2023,2,3
YPU-6882,2489575759919,Nicodemo Aliaga Gimeno,Hyundai,Accent,2012,1,1
BWK-1533,2879649972076,Santos Téllez Zamora,Toyota,Corolla,2024,5,0
EWN-1047,8989352796502,Almudena Viña Verdejo,Kia,Sorento,2024,5,0
QAC-3331,9890786921227,Lilia Ballester Vizcaíno,Mazda,6,2006,5,3
HPO-9842,8983131095231,Rufina Ramírez,Mazda,3,2010,0,0
TIX-3749,6082835356358,Martín Melero Fuster,Honda,CR-V,2013,0,1
BFH-7291,8264918139408,Rodrigo Blanca Villalba,Honda,Civic,2020,4,1
GFQ-0173,8940329529381,Vidal Álamo Gallo,Kia,Rio,2018,3,1
HLG-9861,1250310771436,Melisa Hidalgo Cerezo,Honda,Accord,2020,5,1
OHK-3508,3220593438778,Juanito Blanes Comas,Honda,CR-V,2010,2,2
APN-6817,9441198598074,Mateo Gutierrez,Toyota,Yaris,1996,4,3
NQU-9059,6112537764347,Olivia Neira Cabrera,Mazda,CX-5,2009,0,2
DVG-1277,4825317417970,Isidoro Lara Alvarez,Toyota,Corolla,2014,5,0
VPP-9251,8701890335322,Lalo Otero Novoa,Kia,Sorento,2019,1,3
FRP-5755,6718210595462,Rosaura Mena Rodriguez,Mazda,CX-5,2006,0,0
OSA-9035,3414348078110,Calixto Mascaró Miranda,Toyota,Yaris,2019,2,0
FRE-3330,1897241461235,Abril Riquelme Palacio,Hyundai,Tucson,2014,2,0
UNX-4801,3184528769543,Matilde Grande Pinedo,Hyundai,Tucson,1996,5,0
OAP-1561,1530147707042,Heliodoro Hidalgo Navarro,Toyota,Yaris,2008,5,2
MUE-2999,4608875352756,Adriana Carbajo Moliner,Mazda,CX-5,2007,1,2
FAD-8893,8773693293626,Alma Galindo Castells,Mazda,CX-5,2007,2,0
UGS-6975,8373934444624,Milagros Vazquez Becerra,Mazda,3,2018,5,2
ZDF-5349,4731079476062,Fabiola Bonet Zurita,Mazda,BT-50,2020,4,3
NUN-7646,5991471573937,Alfredo Elorza Haro,Kia,Sportage,2003,5,3
DFF-4539,1581882898623,Emilio Castelló-Mendez,Mazda,6,1998,1,0
NTL-1706,8762493195264,Salvador Soler Morales,Hyundai,Tucson,2001,4,2
XUP-9491,8474718986203,Jacobo Leocadio Bauzà Marqués,Kia,Sorento,2003,3,1
MKE-1580,4523307872014,Maribel Evita Acedo Hernández,Toyota,Hilux,2019,1,2
FTN-0343,4018437247383,Morena Tomás Sanz,Hyundai,Tucson,2017,5,1
YYN-9350,1530011010845,Hilda de Caparrós,Toyota,Hilux,2005,3,1
RGR-4069,2608392989593,Benita Berrocal Manuel,Mazda,3,2016,2,1
UYM-1216,9498558670799,Caridad Marti Pérez,Toyota,RAV4,2016,2,1
BQO-1231,3726923917763,Alondra del Cabezas,Kia,Sportage,2016,0,0
KOM-4956,8809349194385,Yésica Miguel Quero,Mazda,CX-5,1995,1,3
DYR-8861,6708096912703,Joaquina Bas Patiño,Hyundai,Santa Fe,2019,3,0
DRS-8341,6370541808148,Felisa Andrade Ojeda,Hyundai,Tucson,2015,0,1
WZO-0522,3850617742483,Magdalena Lopez Barrena,Toyota,RAV4,2012,0,0
BLO-1900,5562113224899,Elodia Toro Losa,Hyundai,Accent,2024,2,3
QPC-2664,6500994430250,Rosalva Coronado Delgado,Honda,Civic,2001,3,3
GZZ-6662,6032742721140,Fausto de Moya,Kia,Sportage,2010,5,3
ORQ-4178,9890995655122,Florina Ferreras Catalá,Kia,Sportage,2005,1,1
XBQ-2059,8895708041587,Susana del Figueroa,Toyota,Yaris,2001,3,2
KQF-4683,2167932373499,Priscila Badía Aguilar,Kia,Sportage,2012,3,2
OKL-5736,7193709135227,Rita Escribano Llamas,Toyota,RAV4,2010,5,1
SXZ-1960,4642006147039,Luciana Guzman Porcel,Toyota,Hilux,1995,5,0
KOZ-1019,4557485679744,Loida Beltran,Kia,Rio,2006,1,2
CSQ-8175,7209700480971,Artemio Amorós Arana,Kia,Rio,2023,4,1
RKP-0553,4797840588937,Perla Purificación Serna Comas,Honda,CR-V,2011,4,2
RYW-0114,2369856376617,Ibán Baños-Calderón,Mazda,3,2016,1,2
LGT-3368,6189843380385,Aroa Carreño Morillo,Mazda,6,1996,4,0
QQV-0690,4909786495720,Delia de Vall,Honda,Civic,2012,0,1
UCK-5412,8144530592358,Miriam Manuel Corbacho,Mazda,3,2023,3,1
OFK-1733,1967361937729,Carmina del Alegria,Hyundai,Tucson,2022,5,3
HUL-8389,3003830853452,Irene Gascón,Honda,Fit,1997,0,1
HSV-8406,4001746876181,Emilia del Alberdi,Kia,Rio,2021,1,3
TPZ-6455,1321239698307,Dalila Alvarado Menéndez,Hyundai,Accent,1995,2,3
VNB-9660,4234784558209,Luciana Simó Pozuelo,Honda,Fit,2002,3,2
PLU-1577,3505430690150,Kike Pi Mancebo,Toyota,Corolla,2006,2,3
QBG-5442,4937152941808,Edelmira Luque-Busquets,Honda,Civic,2010,2,0
QXI-1362,6400063616682,Camilo Sanchez-Rosselló,Hyundai,Elantra,2010,2,2
BDR-7054,6997564417395,María Del Carmen Benavente Barral,Honda,Fit,1995,0,2
UFA-1630,5139735295651,Román Priego Morales,Mazda,3,2010,0,0
QPX-9435,4007217801877,Itziar Oliveras-Santiago,Hyundai,Tucson,2010,4,2
JWK-1400,7856654493902,Filomena del Balaguer,Hyundai,Accent,1998,3,3
ZYT-3852,5785756531217,Tomás Andrés Felipe Cantero Girona,Hyundai,Accent,2011,2,2
OVF-1644,8394712329667,Loreto Acuña Jáuregui,Mazda,3,2007,4,1
OUJ-0844,1553435491708,Alejandro Gual Carlos,Toyota,RAV4,2004,0,0
YUT-0030,9347066572341,Macario de Antón,Honda,Fit,2002,0,3
HBP-5042,7413052185418,Esther Amador Alcázar,Kia,Sportage,2018,1,2
KGW-5913,2507923581835,Emilia Múgica Albero,Toyota,Yaris,2014,2,1
DFZ-6133,2289429839631,Angelino Querol Melero,Kia,Rio,2000,0,0
HQG-0025,4209626861008,Dulce Palmer,Toyota,Corolla,2004,0,2
AII-7169,9269197461364,Adelaida Boada Sales,Toyota,Hilux,2000,1,0
GWK-1094,9479176218691,Nacho Aramburu Leiva,Toyota,Hilux,2001,5,0
QXF-8134,9808477967639,Máxima Camino Donaire,Honda,Accord,2017,1,3
DTB-7652,4104186095307,Rosa Hurtado Armas,Kia,Sorento,2016,2,2
TOZ-6424,2272783138517,Consuela Busquets-Barrena,Kia,Sorento,1997,1,1
LKO-7678,2801200687995,Francisco Jose Valero Lobo Barón,Honda,Accord,2005,1,1
BOZ-1852,4755140303827,Víctor Bermúdez Carretero,Mazda,CX-5,2004,1,0
GFB-7672,2953624761295,Micaela Español,Hyundai,Elantra,2005,5,3
BUI-8088,2644260602218,Julieta Lago Azorin,Toyota,Hilux,2001,5,1
TBY-7754,7449205568764,Priscila Nebot-Bernad,Kia,Picanto,2022,2,0
FJU-3265,6266102119854,Vanesa Marco Báez,Kia,Sportage,2004,0,0
QCA-0061,5417202430743,Encarna Alcántara Castell,Hyundai,Santa Fe,2010,4,0
XQF-7966,1658273201452,Dulce de Egea,Mazda,CX-5,2007,3,2
IRJ-3305,4358127909048,Evita Bermúdez-Muñoz,Toyota,Yaris,2016,0,3
ONJ-6121,3233932462340,Lina Hurtado Bolaños,Kia,Rio,2011,4,3
CHP-7420,6816679607849,Lalo del Matas,Honda,Accord,2009,5,1
BZN-3325,5701274118476,Juan Santamaria Posada,Mazda,3,2024,4,0
JDI-9810,5114562745345,Modesto Uría Castellanos,Kia,Sorento,2018,0,0
OTD-5152,7901371145668,Angélica Vendrell Bou,Hyundai,Tucson,2016,3,3
NVE-7940,1604922953313,Fulgencio Bosch Losa,Kia,Picanto,2006,1,2
ZLV-6467,1815864846753,Leoncio Mate Cabo,Honda,CR-V,2006,3,0
TTD-9061,9593067903037,Fabiana Rivero Santamaria,Honda,Civic,2010,0,2
BYU-4749,6202765109924,Ariel Bermejo Rivera,Mazda,CX-5,1999,5,1
GWZ-2379,1297292739815,Teófila Ledesma,Toyota,Corolla,2000,0,3
LHM-0993,3914263825525,Evangelina Terrón,Honda,Fit,2018,4,3
VZG-8514,6405734512596,Blas de Casals,Kia,Rio,2021,2,1
CIZ-0178,1537240594444,Ignacia Amaya Sola,Kia,Rio,2013,0,0
JGX-0902,4502952535832,Corona Cervantes Gomis,Hyundai,Elantra,2024,1,2
TDK-3297,5784185718787,Sarita Royo Guillén,Hyundai,Elantra,2020,5,0
FFE-4442,7438742118089,Íngrid Mayol Jordán,Mazda,3,2004,2,2
ZQO-9024,8566846539277,Bautista Piñol Vallés,Mazda,BT-50,2016,2,3
IPJ-1351,6387696472644,Coral Larrañaga,Kia,Picanto,2008,3,1
YHR-0188,6925947479212,Juan Pablo Guzmán Pineda,Hyundai,Accent,2007,3,2
DLS-2899,5003859300969,Dora Rico Quintanilla,Hyundai,Tucson,1995,4,2
AEP-4574,4170709663734,José Alcalá Valderrama,Mazda,6,2010,5,3
XZB-1086,2839748783180,Eliana Boix Salinas,Honda,CR-V,2010,0,0
FXZ-9965,4532487738962,Remigio Blanco Benito,Toyota,RAV4,2005,1,2
AVY-1033,3117156870756,Timoteo Bejarano Segarra,Kia,Picanto,2023,1,3
UOP-5582,4127488229748,Pascuala Pol Estrada,Hyundai,Tucson,2012,5,3
KUN-4433,5372815185696,Heraclio Recio Gil,Toyota,Corolla,2006,3,1
YTG-2341,6715815141668,Juana Grande-Estevez,Mazda,BT-50,1996,4,1
LVN-4969,9348855957140,Sarita Taboada Uría,Honda,Civic,2005,1,1
IUQ-4420,9947171459183,Elena Ropero Andrade,Toyota,RAV4,2011,0,1
ANI-8491,6707768249323,Humberto Marín-Ayllón,Hyundai,Tucson,2000,3,0
DZC-8931,1407173833373,Erasmo Montero Andrés,Honda,CR-V,1997,0,1
OUZ-4975,2106587809873,Leyre Chico Vall,Hyundai,Elantra,2005,0,3
SIB-3922,1543608480025,Merche Verdejo Nogueira,Honda,Civic,2024,2,0
VAE-2356,9054347547218,Luís Guillen Olmedo,Kia,Rio,2015,0,1
KFG-8143,4352291182484,Pili del Barriga,Kia,Rio,1997,0,0
CXG-4311,8509037439561,Amílcar Tolosa Codina,Hyundai,Tucson,2024,0,0
HGW-7887,1709699472694,Clarisa Feijoo Jiménez,Honda,Accord,1995,2,2
CON-9322,8783579446714,Aarón Morillo-Barbero,Kia,Rio,2000,4,2
IZT-8419,1389370911304,Gregorio Lerma Riba,Honda,Civic,2022,2,3
AUT-2320,4071369225849,Matías Tejada Canales,Kia,Sorento,2010,1,3
VRN-6892,2673143791365,Ezequiel Ávila Vilanova,Toyota,Hilux,2017,2,3
WFT-2961,3507024096620,Juan Antonio Gibert Izaguirre,Toyota,Hilux,2004,3,2
JOS-0638,6822347950429,María Tomas Duque,Honda,CR-V,2011,2,0
BPK-7872,6897342666816,Máxima Valverde Anguita,Mazda,BT-50,2001,3,3
DKH-3750,8592936692636,Marisela María Canet Adán,Mazda,BT-50,2006,4,1
ADW-8533,5701062574398,Carmina Yuste Bustamante,Kia,Picanto,2014,4,2
MZX-1463,9434437075653,Calisto Rivero Llamas,Kia,Rio,2014,3,2
RKJ-7162,9026546421899,Rosario Rosa Collado,Toyota,Yaris,2003,5,1
WBC-3401,6992595059092,Yéssica Acero Bonet,Hyundai,Accent,1997,1,3
SOP-5973,7271646995436,Silvestre del Montserrat,Hyundai,Accent,2002,5,1
LBT-8889,3762915040115,Laura Peinado-Trillo,Honda,Civic,2000,0,0
FNG-1953,5327672961506,Rebeca Mateu,Mazda,CX-5,2016,0,2
DDL-8786,2337249053048,Florentino Antúnez Cornejo,Toyota,RAV4,2000,1,0
YWD-1088,6175619380618,Paco Ribes,Honda,Accord,2004,1,0
JGQ-6870,2876112635069,Carlito Carlos Borrego,Kia,Rio,2005,1,3
AWV-4721,2818418967240,Berta Pellicer Oliveras,Hyundai,Elantra,2012,4,0
XHH-7238,9623622941399,Vicente Pou,Mazda,CX-5,2013,0,3
FHH-3644,3707909023769,Jonatan Martín Caparrós,Kia,Sportage,2022,3,0
AMO-4501,5723266161780,Angélica Villaverde Machado,Hyundai,Santa Fe,2008,2,0
DVN-6479,9669399341950,Maura Millán Bayona,Hyundai,Santa Fe,2005,0,1
OSZ-8619,2228376172785,Aurelia del Alvarez,Toyota,Hilux,2012,1,2
JPG-3148,7523332570383,Alberto Falcón Aguirre,Mazda,6,2004,3,1
UNF-1973,5188608877757,Darío Dominguez Barco,Honda,Accord,2022,2,1
HEE-8955,1579648097071,Bonifacio Leal,Honda,Accord,2011,2,1
PEG-2935,5248754115494,Reinaldo de Seguí,Mazda,6,2008,3,2
LAZ-6815,9841643653524,Ruben de Sierra,Kia,Rio,2008,5,1
MBH-2731,8200299396006,Chuy Pizarro Chamorro,Hyundai,Elantra,2010,0,2
OCX-3108,8651137083095,Calixta Hierro Ponce,Kia,Sportage,2016,0,0
JES-5960,5907142115107,Consuelo Borrás Izquierdo,Honda,Fit,2009,4,3
QYK-8793,6672670628607,Nélida Acedo Cobos,Hyundai,Tucson,2014,1,3
UAU-7878,2034278517372,Aarón Barros Gibert,Honda,Accord,2002,1,1
MJB-2773,5134690945985,Natalio Trujillo-Garcés,Kia,Sorento,2008,4,0
GYP-1858,4714211342390,Berta Valbuena Huertas,Mazda,3,1999,3,1
PYR-7480,7714664750047,Ana Figueras Ayllón,Toyota,Hilux,2009,1,3
WTJ-1882,6490896898287,Edu del Agudo,Kia,Picanto,2021,5,3
WCO-5519,6837579352116,Teobaldo Quevedo Palomo,Honda,Civic,2023,1,2
CHB-8344,9833454810812,Florina Isidora Arranz Royo,Toyota,Hilux,1998,1,0
CIB-6281,8302276403294,Alex Bartolomé Cuenca,Honda,Fit,2012,4,0
JWO-1166,3453129979546,Gabriel Nicolás Cal,Toyota,RAV4,2002,5,1
NRG-2369,5312339070993,Gloria Juliana Girona Pla,Hyundai,Santa Fe,2008,4,1
WZC-2528,1701918544897,Vinicio Feliu Vallejo,Hyundai,Santa Fe,2015,1,3
CVI-4246,4151693457872,Flavia Ileana Huerta Pol,Kia,Sportage,2006,2,1
PTO-9276,8156540299439,Amador Salas Lozano,Kia,Rio,2004,1,2
JHD-4965,5137349871117,Alba Escobar Valero,Honda,CR-V,2002,4,2
QTT-2330,1771549299650,Lupe Vicens Ribes,Kia,Rio,2008,3,0
GZE-8100,1410788200826,Ángela Carretero-Flores,Honda,Accord,1995,5,3
SUD-5268,8532756965799,Rodrigo Serrano Exposito,Hyundai,Santa Fe,2016,2,0
ZEF-7339,8375873841208,Joaquina Sans Jerez,Honda,CR-V,2012,5,3
VAJ-8643,4639480712366,Iván Castell Alberola,Honda,Civic,2001,2,3
PHX-4238,8448724799311,Aránzazu Riba Canet,Mazda,3,2006,3,0
XYN-5875,1470862988846,Pío Amo Cortes,Honda,Fit,2022,3,3
RHS-5456,2492950968812,Anselmo Tello,Toyota,RAV4,2011,5,1
GDR-5202,9396961856405,Perlita Lucas Noguera,Hyundai,Accent,2008,3,3
AZA-3761,7693721003750,Moisés Escamilla Nogueira,Toyota,Yaris,2021,5,2
QGZ-9641,2676511730083,Adrián Rodriguez Piñeiro,Hyundai,Santa Fe,1997,1,0
MAU-4339,1474875663611,Nicodemo Prada,Hyundai,Elantra,2013,4,1
DWS-9072,1550498896995,Cándida Peinado-Carrasco,Toyota,Yaris,2006,3,0
ETN-5702,5206322519182,Pili del Gonzalez,Hyundai,Tucson,2023,5,3
UIY-3719,4793082708301,Eugenio Benet Pardo,Honda,Accord,2015,4,0
CRR-2727,8313615512371,Felisa Cabañas Vega,Hyundai,Elantra,2018,1,2
WQC-3532,5431829531645,Maristela Castillo Diez,Kia,Sportage,2016,4,2
KAH-3081,4156311769596,Aurelia Páez Cortés,Hyundai,Accent,2006,5,3
QPR-9881,8215172284116,Maricela Noriega Oliveras,Toyota,Yaris,2022,0,3
EIA-9721,2592230493369,Claudia Valenciano,Mazda,CX-5,2007,1,0
MFN-4681,7280984987675,Josep Francisco Fábregas,Kia,Rio,2022,4,3
MMO-5136,6388127610322,Amílcar Durán Alcolea,Hyundai,Elantra,2013,5,3
JHL-7319,3506130512131,Ismael Salamanca Chaparro,Hyundai,Elantra,2015,3,1
OQX-2709,6147673458240,Clemente Barral Verdú,Honda,Civic,2014,1,0
UXS-2653,2745608995463,Jorge Niño Báez,Mazda,CX-5,2018,2,1
QHY-3246,6729455387526,Juanita Garcés,Kia,Sportage,2005,2,1
XDT-3800,1375924857359,Pedro de Frutos,Hyundai,Accent,1998,1,1
VFP-7945,5860332670414,Íngrid Castrillo-Berrocal,Hyundai,Accent,2017,4,0
LPZ-2200,3429482625835,Coral Riba-Arévalo,Mazda,CX-5,2015,3,3
DUZ-8001,8158054674680,Sergio Blanca Nogueira,Toyota,Hilux,1997,5,2
SLY-0137,5395390115894,Pascuala Lucas-Arnaiz,Hyundai,Tucson,1999,4,3
IBG-5845,8637400616275,Lara Vicente Vicente,Honda,Civic,2000,4,1
RUJ-1493,2281769176470,Ale Gálvez Corominas,Mazda,BT-50,2012,0,0
TYV-6454,4745934411030,Manu Mayoral Lobato,Mazda,CX-5,1999,4,3
KWZ-1634,4187422232348,Samanta de Belda,Kia,Rio,2021,3,2
HWO-8078,1726767055805,Paco Grande Baños,Kia,Rio,1996,2,2
ELM-5863,7368403519947,Bienvenida Patiño-Crespi,Hyundai,Elantra,2015,2,0
MIU-0791,3427981514316,Merche Alonso Hervia,Hyundai,Accent,2024,0,1
UIW-8724,5372642062663,Florina Chaparro Flor,Mazda,CX-5,2010,2,1
JRY-3872,6178655648056,Natalia Corbacho Cerdá,Kia,Rio,2021,5,1
LTU-3558,5948474704070,Melisa Parejo,Toyota,RAV4,2014,4,1
MRV-8880,7290429798063,Alonso Carnero Camacho,Kia,Rio,2006,4,3
LIU-3608,6674091829855,Flor Marianela Toledo Pizarro,Mazda,3,2014,5,0
DMG-1589,6365372490196,Gala Pomares Vara,Mazda,3,2023,3,2
POJ-6122,6248983898490,Zacarías Cuesta Aguiló,Mazda,BT-50,2012,5,2
MLH-6160,6725863204168,Gerónimo Jordá Salazar,Mazda,BT-50,2020,5,3
XAK-5473,7781549246616,Emigdio Pinilla Segarra,Kia,Sportage,2018,3,3
GWO-6872,2394714700915,Basilio Gordillo-Ferrándiz,Hyundai,Elantra,2000,3,1
FRH-2501,2491174572350,Leonardo Corbacho Arrieta,Toyota,Yaris,2004,2,2
NLF-1338,8836204964401,Luis Ángel Luque Vigil,Mazda,CX-5,2017,1,3
RLJ-1105,6700686688891,Silvio Dueñas Guzman,Honda,Accord,2001,5,3
TWC-0990,3555631414328,Felipa Arco Mur,Mazda,3,2018,5,2
LII-4595,3487317000575,Ramiro Caro Crespi,Honda,CR-V,2020,5,1
ALN-1132,5140496507351,Florinda Perera Campillo,Honda,Fit,1998,3,3
STA-4848,2619816591313,Guiomar Andrade Vallés,Honda,Accord,2015,0,3
JWD-8674,7795721268425,Artemio Parejo-Cerdán,Hyundai,Santa Fe,1997,0,1
DXO-0442,3202955803807,Marcela Natalia Ortiz Herrera,Hyundai,Accent,2003,5,0
FDG-5707,5819096099206,Cebrián Macías Roig,Hyundai,Tucson,2024,2,2
WCZ-2427,9126407672250,Clímaco Raya Cortés,Honda,CR-V,2001,1,3
TLW-4944,4496478471137,Rico Quintana Luján,Kia,Picanto,2011,2,1
EJB-0417,5630322655333,Efraín Viña,Toyota,Yaris,2004,1,1
WUA-5354,1118849367382,Chus Vargas Iglesia,Hyundai,Accent,2003,4,3
PEC-0480,1128153348839,Arturo Pereira Mariño,Hyundai,Santa Fe,2022,3,1
WHX-5068,6333203092163,Fátima de Quevedo,Hyundai,Elantra,2017,5,0
FQR-6265,1791765367312,Aitor Cuevas Calleja,Toyota,RAV4,1996,2,3
