Placa,DPI,Nombre,Marca,Modelo,Año,Multas,Traspasos
AZN-3303,4988846244690,Gaspar Cobo Gil,Hyundai,Elantra,2012,3,3
KXC-6082,8825097682355,Rosenda Barba Roig,Mazda,CX-5,2018,0,2
KGB-2382,4974663409210,Socorro Molins Ramos,Toyota,RAV4,2006,3,3
WZD-3800,4406623109777,Apolinar Francisco,Mazda,BT-50,2023,4,3
KLU-7943,6844643433148,Elisabet Águila Herrero,Honda,Accord,1999,2,0
MRA-9800,3282962438864,Malena Solano Báez,Mazda,3,2007,1,2
LWK-6068,4117202854548,Maribel Pera Cózar,Honda,CR-V,2013,3,1
MHZ-0860,7151158659313,Anselma Tomás-Solís,Toyota,Hilux,2008,4,0
ACY-9444,7705128622983,Azahar del Guitart,Honda,CR-V,2023,3,1
AUT-8265,5751555593015,Isaac Nebot Mora,Mazda,BT-50,2019,1,3
RUI-8233,4525722573684,Aroa Bernat Hierro,Honda,Civic,2012,3,1
VMK-6633,2597517092615,Ciro Soto Arellano,Mazda,6,2008,1,2
TFL-2750,1129258344237,Victoria Fernandez Amo,Toyota,Yaris,2022,4,3
MFZ-4960,9432718385287,Calista Teresa Vall Alvarado,Hyundai,Santa Fe,2014,5,1
EZM-6820,9628005736683,Modesto Bonilla Salamanca,Honda,Fit,1996,4,1
AVK-9462,9977021496848,Heriberto Armando Palomar Robledo,Toyota,Yaris,2010,0,1
FQC-4145,6999753947970,Delia Martin Guillén,Toyota,Hilux,2008,4,1
LJS-5229,2019024822350,Gil Lloret Arroyo,Mazda,3,2021,4,1
TTL-9450,7793553411561,Rosalinda Buendía-Nevado,Toyota,Corolla,2017,0,3
LLD-8553,7940826848944,Nilda Cerro Roda,Toyota,Hilux,2018,1,2
HZP-5061,3892045426504,Amor Quintanilla Pavón,Honda,Fit,2002,3,2
PSX-0135,4855282943489,Aureliano de Lucena,Mazda,CX-5,2013,5,3
GFE-4274,9855629763231,Borja Grau Manso,Kia,Rio,2015,2,2
VVW-1190,5860017902156,Gerónimo Tirado Maza,Hyundai,Tucson,2007,4,2
QDS-9841,2658739566343,Josefina Fernández Roma,Kia,Sportage,2013,4,1
ARP-2571,4705697464281,Valentina Amaya Arjona Robles,Hyundai,Accent,2000,4,0
IFX-3946,9686264461372,Candela Galiano Robledo,Kia,Sportage,2010,4,2
JMO-9982,9929390007189,Severino Domínguez Alfaro,Hyundai,Accent,1999,4,3
PAE-6446,6232064336160,Víctor Urrutia,Kia,Sorento,2006,0,1
ROZ-9875,9783198868112,Cristian Gonzalez Montenegro,Honda,Civic,2004,4,3
XMT-4018,1182475153925,María Montserrat-Suárez,Mazda,6,2004,0,1
ASO-6075,9995130392081,Wilfredo Jurado Burgos,Mazda,CX-5,2024,2,0
TAO-4543,8719464707628,Priscila Gracia-Jove,Toyota,Yaris,2020,5,0
GRD-2423,1102909978008,Rómulo Varela Duque,Mazda,6,2010,5,0
VGC-6992,4712212080673,Eva Sanmartín Garay,Toyota,Corolla,2022,2,1
SZU-6330,1302667507202,Maxi Cobos Mercader,Honda,Civic,1998,2,3
VVS-2700,1306307577762,Olimpia Cuenca Puerta,Toyota,Corolla,2021,0,1
GNB-8047,7519352842021,Concepción Méndez Bautista,Kia,Picanto,2016,5,1
YNZ-3893,7978249208780,Rodolfo Albero,Mazda,6,2000,0,0
HSC-6262,8508136312613,Ángeles Mena Vega,Kia,Sorento,2021,1,3
SCV-5263,3621695590697,Paloma Nuñez Arnal,Kia,Picanto,2020,0,0
HNF-0003,2672155189247,Concha Molina Cordero,Kia,Picanto,2012,2,2
QMR-8421,2940131339114,Elpidio del Abellán,Hyundai,Santa Fe,2022,3,0
GRY-8911,9980930651748,Espiridión Amador Estévez,Mazda,BT-50,2016,2,2
FHD-1053,7360762415249,Valeria Paredes Peralta,Mazda,6,2016,3,0
HYU-4142,4523549756219,Belen Bellido Fuente,Hyundai,Tucson,2007,0,2
PVP-1089,2149387718734,Etelvina Vila Torrecilla,Hyundai,Tucson,2008,2,0
DFO-6776,3986892963137,Brunilda Cardona Aroca,Honda,Fit,2003,2,1
YUA-1975,2413537897851,Eva María Garcés Mata,Toyota,Corolla,2023,5,1
LCG-9242,4071997752915,Rosa María Urrutia-Borrell,Honda,Civic,2001,5,0
DKI-1911,3036964424055,Isaías Rivera Paredes,Mazda,BT-50,2002,2,2
UMX-9420,9478201242414,María Carmen de Vicente,Kia,Sportage,1999,4,2
XHU-3373,7111159124735,Cloe Zabaleta Arnau,Toyota,Yaris,2015,4,3
LPY-3386,8834417303334,Eric Cervantes-Mateu,Toyota,Corolla,2004,4,2
LLU-6500,7922877768376,Inmaculada Consuela Soria Barrera,Kia,Rio,2011,3,0
PPZ-1247,2026026165499,Gisela Acosta Noguera,Honda,Civic,2018,2,2
AKW-6977,9644757120617,Jovita Salmerón Perales,Mazda,CX-5,2005,1,1
MMH-0649,2840725636340,Eva Doménech Ibáñez,Kia,Rio,2005,0,2
YVS-6677,7077912285869,Florencio Seguí Manso,Hyundai,Elantra,1999,5,2
NUZ-1554,1356488099090,Encarnación Clementina Campos Artigas,Honda,Fit,1999,2,2
RMW-9827,4218324061648,Régulo de Galan,Hyundai,Elantra,2001,3,3
CUP-9027,8313546190479,Celso Espinosa Ibañez,Kia,Sportage,2017,5,1
TPJ-0637,8893275147369,Georgina Canals Vilar,Hyundai,Accent,1999,2,1
QDN-2356,8688245966100,Curro Porras Olmedo,Mazda,BT-50,2001,1,3
MBW-2274,9382859612732,Carmelo Tomas Cortes,Honda,Accord,1996,4,2
PHR-7975,8600938048502,Enrique Alsina-Mayol,Kia,Picanto,2008,0,3
SHL-7237,8557158267876,Juana de Gálvez,Hyundai,Tucson,2015,5,2
HEM-2958,4830793024081,Poncio Tapia Diéguez,Hyundai,Tucson,1997,1,0
ZWU-9815,3268710540638,Zacarías Cuesta Gascón,Hyundai,Elantra,2002,4,3
BRP-2945,6954390044281,Úrsula Múñiz,Honda,Civic,2023,5,3
BHT-7495,7529701902399,María Pilar de Fortuny,Honda,Fit,2021,0,0
HRC-8039,5516280309025,Calisto Arenas-Pedro,Honda,Civic,1999,2,3
MUW-9645,6211355772562,Mateo Piñol Sancho,Hyundai,Tucson,2019,1,1
HRY-9711,5376717101414,Eva Costa Mascaró,Hyundai,Accent,2006,0,3
ZDX-2168,2703516480504,Nuria Fabregat-Agullo,Toyota,Yaris,1998,1,2
IIH-8988,8738745076135,Martin Lerma-Vilar,Honda,Fit,2012,5,0
LLM-5538,9278424713139,Herberto Jimenez Muñoz,Kia,Sportage,2020,4,0
ZPA-0261,7054465156011,Lucía Sara Cuesta Azcona,Toyota,Corolla,2013,2,3
MHN-5940,8721011780203,Regina Patiño Bosch,Hyundai,Santa Fe,2012,3,2
PAR-5990,3153219634881,Jose Ramón Iglesia Dalmau,Toyota,Yaris,2001,2,0
XCL-1786,9325212637018,Armida Girona Bayón,Hyundai,Santa Fe,2023,5,0
HKQ-1036,1000213694936,Ainoa Prat,Hyundai,Accent,2017,5,3
BHO-8946,4300000642780,Maura Lupe Sancho Guitart,Hyundai,Elantra,2005,1,1
VSG-6752,5427153100163,Ligia Velázquez-Gallart,Honda,Civic,2000,2,0
YME-5244,7862851694717,Sol Martin Jáuregui,Kia,Rio,2012,0,1
URB-2657,8550938930409,Clímaco Sosimo Porta Malo,Honda,Fit,2022,3,1
TQJ-1710,2829513632323,Albina Ramón Anaya,Mazda,CX-5,1995,4,0
DLP-7873,9758808502025,Nadia Rodriguez Portillo,Hyundai,Accent,2020,2,3
BXB-4097,9538295169806,Diana Gibert Lillo,Hyundai,Tucson,2015,3,0
YVZ-9771,5623972131308,Cebrián Ledesma Peiró,Mazda,BT-50,2024,3,0
RNK-4607,8843126583008,Fabricio Ferrer Prado,Mazda,6,1995,1,0
HWY-7927,1575614520323,José Luis Amat-Comas,Toyota,RAV4,2018,4,0
BIG-5218,6501781325631,Nacio Galan-Aguilera,Kia,Rio,2002,5,1
YJR-2366,5213057287827,Carmen Alemany Alegre,Toyota,Hilux,2004,3,2
ZQP-7242,3170438362381,Francisca Castilla-Cadenas,Kia,Sorento,2010,4,1
WMD-6483,5954825754369,Nacio Leonardo Robledo Ayllón,Kia,Sportage,2014,3,2
KPB-9819,2057379209456,Rita Rubio Ruano,Kia,Rio,2002,1,2
LCU-0143,3800521138603,Felipe Perales Tapia,Honda,Fit,2020,3,3
QYS-2557,2912102823207,Nacho Hernandez Gomis,Mazda,6,2007,3,0
EAO-1789,9976695465176,Florentina Cánovas Quesada,Kia,Sorento,2022,4,1
TQW-3166,5990587582338,Moreno Goicoechea,Kia,Picanto,2005,2,3
QCQ-4900,8273826084945,Segismundo Roma-Hidalgo,Honda,Fit,2020,4,1
JTY-3045,8290262050463,Paca de Tamayo,Honda,CR-V,1998,0,1
YGJ-6489,7919064351199,Haroldo Jáuregui Verdejo,Mazda,BT-50,2024,3,3
LIM-5813,9372990371605,Angelino Escobar,Toyota,RAV4,2022,1,1
LQP-9043,5346756564570,Isaura Alcalde Mur,Hyundai,Santa Fe,2013,3,3
PYA-4161,6096026507463,Juanita Manjón-Antón,Hyundai,Tucson,2015,3,0
TZB-6046,2014091494039,Nilda Adadia Miranda,Toyota,Hilux,2016,3,1
YVD-4618,9226307309262,Omar Aller,Hyundai,Elantra,2012,4,2
VAR-3575,2710068944086,Gisela Almudena Larrañaga Borrás,Mazda,6,2020,0,1
PMF-9361,9501513211449,Toño Hervia Llorens,Honda,Fit,2003,1,1
AUG-2791,6705985630019,Melania Castro Hurtado,Hyundai,Elantra,1998,5,3
ADF-7631,9752841163455,Adolfo Casado Rius,Hyundai,Accent,2000,2,3
WOE-9507,1567696325772,Leopoldo Prado Belmonte,Honda,Fit,2010,3,3
LJO-0678,1469106906422,Yaiza Eva Lladó Cerezo,Toyota,Hilux,2018,1,2
NTI-1462,3944721426199,Fito Sureda,Honda,CR-V,2011,4,1
BMK-2190,5682743335404,José Ángel Carrión,Mazda,3,2008,4,2
GTL-6018,8689781583998,Piedad Niño Prats,Toyota,Yaris,2019,2,0
CKZ-5999,4838959167629,Benita Galván Salom,Mazda,BT-50,2000,5,3
WNT-9827,9459701761647,Marianela Escolano Vaquero,Kia,Sportage,2011,5,0
MMT-0140,7752739615032,José María Xavier Menendez Mateos,Mazda,3,2000,4,3
BYG-3615,8621555879479,Tania Leiva Millán,Mazda,CX-5,2006,5,0
IYG-5406,8136105829839,Beatriz del Alarcón,Kia,Sportage,2018,0,3
ZSB-2813,6399214807869,Virgilio Tejada Alfonso,Kia,Rio,2005,3,3
QNS-1889,5950818602475,Victorino Cervera Catalá,Kia,Picanto,2004,0,1
WBE-8704,2808255678938,Lara Juliá Zurita,Hyundai,Santa Fe,1996,0,2
TXN-0773,4550992457805,Maricruz Salcedo Peña,Hyundai,Elantra,2003,4,1
PWV-0439,3691992109157,Carlito Ferrera Iñiguez,Mazda,6,2014,3,2
ALX-7288,1079113568484,Serafina Roca Crespo,Toyota,Hilux,2000,1,1
URI-0729,9808105590670,Apolonia Caparrós Fabregat,Mazda,BT-50,2022,4,2
BKX-2078,8458569793345,Tere Pascual Fuertes,Honda,Fit,2008,1,2
ZDA-4726,7503626813430,Elisabet Aroca-Morante,Honda,Civic,2021,0,2
OWU-4634,8904757894602,Felisa del Parejo,Honda,CR-V,2008,4,1
FEY-8435,2964742971090,Benita Porta Bas,Toyota,Hilux,2017,5,3
PJJ-1342,4862378947629,Leonor del Llobet,Honda,Accord,2022,4,3
KJS-3066,5745629170201,Merche Aguirre Ribes,Honda,Civic,2014,2,0
QKO-6987,5905843664994,Teodosio Castrillo Arregui,Hyundai,Accent,2005,5,2
XGX-8685,9020102097768,José Luis Mosquera Mancebo,Hyundai,Tucson,2009,1,3
RQB-6532,2594690250715,Encarnita Pulido Mosquera,Toyota,RAV4,1997,1,0
BLR-9209,7531218444604,Adora Ródenas,Kia,Rio,1998,0,1
FJP-7898,5902780827193,Rosa María Graciana Blanca Barrio,Honda,Civic,2013,0,3
YUQ-9321,6909061404174,Arsenio de Pizarro,Hyundai,Tucson,2003,3,3
QLF-0939,2317895455352,Inmaculada de Badía,Honda,Accord,2014,4,2
JYU-2933,5641707745691,Modesta Ojeda-Belmonte,Mazda,3,2005,3,2
TXZ-9152,6543125852738,Jose Antonio Sobrino Múñiz,Honda,Fit,2012,1,1
RVO-8102,3438065094642,Urbano Gallo Salvà,Honda,Accord,2012,4,0
OJQ-5167,7139942350091,Maura Plana Coca,Honda,Fit,2020,4,3
RDV-5629,5798733972446,María Cristina Laguna Coca,Honda,CR-V,2021,1,3
LDE-5520,6132716013780,Anastasia Garriga-Bosch,Mazda,BT-50,2012,3,3
HHQ-5803,3087216791667,Georgina Arenas Mateos,Toyota,Hilux,2014,4,0
XYK-7151,4315360207509,Marisela Jimenez Fabregat,Hyundai,Elantra,2003,5,0
ZMX-4145,4509679141055,Amalia Araujo Solsona,Honda,Fit,1996,0,3
KQE-1068,8135098560070,Xiomara Acuña Cobo,Honda,Civic,2017,5,1
QMT-9943,1563869594314,Judith Coll Tejero,Honda,CR-V,2007,5,3
XSS-7028,4426970901178,Epifanio Florentino Palma Salazar,Hyundai,Elantra,1998,3,2
GVC-4032,7901121644722,Calixto Castilla Collado,Honda,Accord,2003,5,0
PVS-5241,8593093138073,Salomón Manzano Villalobos,Kia,Sorento,2019,4,1
RWC-2663,2584740806976,Luis Ángel Bayo,Hyundai,Tucson,2000,3,0
FLP-3562,5256073327851,Alfonso Gras Tomás,Honda,CR-V,2024,3,3
AAJ-3666,9156478306291,Sandalio Luciano Guitart Zamorano,Hyundai,Tucson,2021,0,2
UQT-2718,5243760395411,Geraldo Sierra Miguel,Toyota,RAV4,1997,4,1
EEY-8675,6333736097656,Pía Porcel Gárate,Mazda,CX-5,2008,1,3
SWG-2418,1763437326107,Tania Franch Bas,Hyundai,Elantra,2020,3,1
RVH-6430,4496855891648,Casandra Villar Fuentes,Honda,CR-V,2009,0,2
VWA-1714,5031267844885,Enrique Carpio Canet,Kia,Sorento,2002,4,0
PAO-2501,2345346274546,Fanny Belen Criado Cabrero,Mazda,3,2012,5,2
FPL-2003,4153418669886,Virginia Arce Villa,Kia,Picanto,2000,5,0
ZET-5515,1187819109515,Cándida Rodríguez Vila,Toyota,Yaris,2017,2,3
JIW-2079,7172111110636,Arturo de Lumbreras,Kia,Picanto,2013,0,0
SGH-4581,3913382144639,Patricio León Soria,Hyundai,Santa Fe,2004,0,2
URH-4055,1438630611407,Alejandro Pedrosa Bermúdez,Mazda,BT-50,2001,2,3
HHA-1397,7872382300087,Felisa Salom Hurtado,Kia,Picanto,2015,5,3
HKV-2160,5273979716954,Rafa Leal Cases,Kia,Sportage,1995,3,0
SUK-6037,3263470538391,Alondra Busquets Suarez,Honda,Civic,2023,3,1
ATY-4515,9712023902006,Pastor Domingo,Toyota,RAV4,2007,2,0
PQH-4959,2987767884416,Manuelita Robledo Aguiló,Hyundai,Santa Fe,2009,2,0
YLG-4273,9677363414734,Morena Hoz Mateu,Toyota,Yaris,2014,3,1
VWH-6000,3100661043118,Emelina del Mateo,Toyota,Corolla,2005,4,2
TMV-8564,6059800322969,Bernabé Gerardo Barral Morcillo,Toyota,RAV4,2020,2,3
OOL-1279,5836882515832,Pacífica Antón Viñas,Mazda,CX-5,2002,2,3
OBC-5410,3319738591935,Juanita Rosselló Fuentes,Hyundai,Santa Fe,2001,0,2
TWX-5725,7045029643670,Ángel de Tejedor,Honda,CR-V,2024,4,1
DBO-6481,7295115915446,Tamara del Cuevas,Mazda,CX-5,2004,4,3
RYV-8274,6980389927133,René del Cepeda,Honda,Accord,2022,3,3
LJB-8617,3056961699212,Eusebia Rincón,Kia,Sportage,1999,1,3
KUH-4394,6463321435026,Goyo Samu Mulet Garriga,Hyundai,Santa Fe,2014,1,3
TRR-2952,1763046820160,Vera Ribes Girona,Toyota,RAV4,2008,1,0
UYO-5243,1329312453255,Prudencio de Crespi,Honda,CR-V,1998,2,2
CFB-5345,2282807423580,Vicente Victorino Lasa Alemán,Kia,Sportage,2018,0,3
ETP-4418,2455367099520,Maribel España Solís,Mazda,3,2013,5,2
QMA-7020,2843376338042,Amado Company Mármol,Toyota,Yaris,2024,0,3
GBM-0819,7556034922973,José Mari Lorenzo Pi,Toyota,RAV4,2010,4,2
KZE-6673,8417271120042,Macarena Cabrera Peñalver,Hyundai,Santa Fe,2004,1,0
ZMG-2831,4695736880021,Josefina Robles Soriano,Mazda,CX-5,2024,4,2
FJG-9693,1364822887835,Delia Chacón Gallego,Mazda,BT-50,2015,0,0
IIC-8308,3818138349087,Daniela Chico-Higueras,Kia,Sportage,1995,5,2
JTK-1051,7537893460060,Lidia Atienza Múñiz,Kia,Sportage,2007,0,2
QLT-2460,5010166368306,Eligio Cámara Armengol,Kia,Sorento,2015,1,2
MUD-0046,6532024141937,Almudena Anunciación Delgado Piña,Kia,Rio,2021,5,3
WSW-2765,4508640050269,Nerea de Pina,Honda,Fit,2018,4,2
JWY-1870,7211348513370,Marianela Escamilla-Agustí,Toyota,Yaris,2003,5,2
ZDS-2307,5111405553935,Flor de Cuadrado,Mazda,BT-50,2007,2,2
BXZ-7771,1413889668948,Juan Francisco Santana Belmonte,Kia,Picanto,2016,0,1
AZM-7827,7835567786700,Ascensión Delgado Nogués,Mazda,3,1996,1,2
JGE-6475,4445619813065,Ainara Mena Vilanova,Mazda,3,2011,5,1
YBD-2334,4887401685827,Susanita del Maestre,Toyota,Yaris,2018,0,0
RWQ-8286,3397730494307,Dominga Pozuelo Porta,Honda,Fit,2008,5,3
EZN-3613,4493790697011,Ricardo Alba Olivares,Kia,Sorento,2003,1,3
XVK-0249,9586173085311,Fulgencio Buendía,Honda,Civic,1997,4,0
TIF-6821,4075549593487,Jose Antonio Castelló Vicente,Mazda,CX-5,2024,4,0
TLE-2420,7050412926982,Rufino Parejo,Toyota,Hilux,2002,1,3
DSN-7864,5903425617840,Maxi Portero Andreu,Kia,Sorento,1999,1,1
JFJ-4346,6610945936556,Tere Montoya Zaragoza,Mazda,BT-50,2003,1,2
ZTN-6449,3308011174583,Alcides Campoy Bonet,Kia,Rio,2007,2,1
YKD-1930,6868018735987,Eladio Avilés,Hyundai,Elantra,2020,5,3
WOU-9347,2564700790140,Juanito Roma Saez,Honda,Civic,2015,4,3
QFA-4337,2426681357610,Juan Bautista Carrillo-Ángel,Hyundai,Elantra,2005,3,0
BXZ-4170,4953058658809,Eutropio Pozuelo,Honda,Fit,2018,4,3
RCB-7141,6685952563981,Enrique Acuña Valle,Kia,Rio,1999,5,1
IDR-1849,5216475142291,Olalla Capdevila Gonzalez,Toyota,Corolla,2002,5,3
LBZ-6567,5491508697519,Elena Gonzalo Sarabia,Mazda,3,2005,2,2
DVB-5633,6302295579543,Bernardita Estévez Manuel,Mazda,6,2012,1,3
OJT-2448,3685664940398,Jordán Jover-Moll,Mazda,6,2024,2,2
XFH-1780,8217695996001,Gertrudis Contreras Barroso,Toyota,Hilux,2023,4,0
VFZ-2927,6037888198066,Eligia Segarra Atienza,Honda,Civic,2003,2,0
OQH-8338,4070890979769,Elena Zabala Cal,Hyundai,Santa Fe,1998,5,3
GTK-6019,7106107421096,Hernán Franco Amat,Kia,Sportage,2007,4,1
LBJ-6862,4811440561104,Dora Pont,Mazda,3,2022,3,0
MNC-6598,3470416469922,Juan Antonio Soria-Priego,Honda,Civic,2013,3,0
TFS-9045,4674408426814,Marcio Moya Manzanares,Honda,CR-V,2024,1,2
PVD-7488,4113403965385,Eva María Antúnez González,Mazda,CX-5,2011,4,1
SCR-7017,1141865264584,Cebrián del Llamas,Kia,Rio,1995,4,2
URC-4692,5801434273811,Daniela Quintanilla Alberto,Honda,CR-V,2004,3,3
RGF-5968,3077824760777,Celestino Quirino Bejarano Vicens,Honda,Civic,2003,2,1
