Placa,DPI,NuevoPropietario,Fecha
NHA-0931,4367972640542,Néstor Roberto Yuste Aguilera,2021-07-27
NHA-0931,2824323803617,Hortensia Coronado Acosta,2017-08-11
XNA-9460,6759877328033,Clímaco Guerrero Nicolás,2015-02-14
DXJ-3324,5880890530415,Juan Carlos Mateo Navarrete,2017-08-12
DXJ-3324,7093326007971,Adelina Frías Reyes,2016-06-26
DXJ-3324,1335239526326,Chus Tejera Prats,2023-05-13
REZ-5007,9728645582847,Óscar Menendez,2018-07-20
REZ-5007,9334925560795,Arcelia Magdalena Valero Vicens,2015-02-02
REZ-5007,1622944697640,Anselmo Terrón Quintero,2024-08-29
SSH-7641,6657388600098,Rosario Ledesma Peñalver,2020-11-26
SSH-7641,5803518228004,Fernando Quintanilla,2021-08-07
MOW-1399,7433169952396,Julián Carmelo Aznar Pozo,2024-11-27
AAR-1400,1472792372154,Martin Zamora Céspedes,2020-12-15
AAR-1400,1746893890426,Pía Hurtado Sala,2016-01-25
AAR-1400,4472267376643,Laura Ariadna Lloret Cerro,2024-09-02
YRY-1634,2414562164679,Brígida Matilde Soler Olmo,2023-09-12
YRY-1634,1971055378736,Samuel Guitart Guardiola,2024-03-25
SRU-9200,7110150559541,Constanza Amaya España,2021-08-30
SRU-9200,5767540963618,Haydée Belda Martínez,2019-09-14
SRU-9200,6524731645424,Natividad Serrano Lobato,2024-12-10
ZMK-8796,1401265824277,Yésica Cases Cerezo,2019-01-07
ZMK-8796,9431943334860,Alejandra de Campillo,2017-06-23
ZMK-8796,1020835857384,Estefanía Puerta-Cabo,2021-08-23
QTM-8645,5415818347494,Elba del Pi,2017-10-02
QTM-8645,5351496458298,Inés Belmonte Baró,2017-01-08
QTM-8645,1144402726880,Sol del Rodríguez,2023-01-05
NEM-9693,5388482753410,Porfirio Simó,2021-09-13
QDH-1976,3669832112465,Eloy Amorós-Alba,2020-02-27
QDH-1976,1336019295273,Bibiana Gargallo,2024-11-02
RJE-9155,7820541475476,Filomena Nieto Alvarado,2015-11-09
RJE-9155,4279898334183,Vanesa Ángel Arcos,2022-06-07
RJE-9155,2264265324919,Raquel Caro Perelló,2015-01-29
TRJ-3965,5254260010712,Onofre Milla Villena,2015-11-09
LPY-9400,3196693185833,Sofía Mar Paredes Peña,2023-02-09
LPY-9400,7785593278800,Susana Duque Lara,2024-03-13
LPY-9400,4232530100275,Liliana Almazán Tormo,2015-08-02
PAD-4164,1323179038473,Jose Luis Neira Prado,2017-03-17
PAD-4164,3315776392036,Fanny Saez-García,2018-10-06
PAD-4164,9693648188898,Amelia Almagro,2015-10-13
STZ-0674,7947000857667,Encarnación Piñol Morell,2018-07-12
STZ-0674,6743098155068,Azahar Larrañaga Alfonso,2018-05-28
BBC-1959,8818580385796,Reyna Vives Lerma,2016-08-17
BBC-1959,4760619041977,Edelmiro Correa Carrera,2024-05-02
IEK-1939,1620946617766,Felisa Matas Benet,2023-01-01
IEK-1939,8679021840108,Cayetano Prieto Rosa,2018-03-21
IEK-1939,1025705991618,Cleto Gracia Cobo,2024-05-28
CFU-5797,6747190231950,Zaida Perales Ferrándiz,2023-03-22
CFU-5797,4418740949102,Ángela Benet Suarez,2024-02-08
CFU-5797,2490931291823,Andrés Machado-Andreu,2021-09-01
FQV-3526,7767136771940,José Mari Gámez Lamas,2022-11-25
FQV-3526,8826870160958,Elpidio Porras Rius,2019-06-10
AXY-5051,5331994410416,Liliana Valencia Berenguer,2023-04-26
AXY-5051,4093455201030,Anacleto Sola Martínez,2024-05-31
IZW-8816,6334202002230,Belén Gutierrez Pérez,2021-10-07
IZW-8816,8979668475151,Humberto Benavent Lasa,2018-07-03
IZW-8816,8322364935163,Ciro Mendoza Ramirez,2022-07-21
HYG-4808,1299625801408,Benigno Correa Ledesma,2020-02-21
HYG-4808,7229510970748,Cayetano Quintero Pintor,2015-12-06
QKR-4064,6238909479695,Francisco Jose del Nieto,2019-11-02
QKR-4064,8235629181266,Abigaíl Frutos Garriga,2020-03-13
QKR-4064,8326832873176,Perlita Morán-Acevedo,2020-03-07
EXQ-4435,2609431097966,Chuy Amaya Cabrero,2023-02-11
EXQ-4435,9629140497018,Estefanía Asensio-Guerrero,2023-07-30
EXQ-4435,6688617799772,Ileana Zamorano Arregui,2018-02-26
SYE-1782,7693403843395,Cristóbal Borrell-Lucena,2019-07-17
MLM-8792,3366486781322,Constanza Martorell Anglada,2021-07-16
XIG-5020,9904023247822,Íñigo Calatayud Quintanilla,2022-05-10
XIG-5020,4388251826434,Martin de Piñeiro,2017-04-12
XIG-5020,5559639363073,Che Cáceres-Guerrero,2021-07-04
CFZ-7358,6428764092956,Manolo Esteban-Giménez,2016-01-14
CFZ-7358,5573439121513,Andrés Nicolás Juárez,2017-04-24
HYT-6328,6156793319602,Zacarías Marciano Palomino Rivera,2018-03-19
HYT-6328,3109215917416,Corona Fonseca Valera,2019-02-18
TZH-9678,5237827668981,Jovita Arias Santamaría,2015-01-04
TZH-9678,7975680533114,Fidel Pacheco Alcalde,2018-07-16
TZH-9678,3531285981879,Morena Laguna Hernando,2021-06-19
QWE-0159,6037626174493,Gil Robledo Huguet,2019-11-21
QWE-0159,9692900653770,Loreto de Alberola,2019-03-04
AVG-2395,9852085664749,María José Cabeza,2020-06-15
AVG-2395,1255778638481,Artemio Galiano Hoz,2023-05-11
AVG-2395,6791516844661,Fito Pacheco Orozco,2024-06-17
FFA-4639,8826282393512,Viviana Sans Sala,2015-10-12
EHZ-3906,8557899419391,Daniel Carreño-Valbuena,2022-01-15
EHZ-3906,4700818542785,Ale Lozano Quintero,2018-03-11
EHZ-3906,1935814023073,Martin Lázaro Goicoechea Ramirez,2017-10-03
QET-5211,1065040650224,Cebrián Edgardo Calvet Manzanares,2019-11-08
MQO-8426,6666146450808,Maura Aguiló Muro,2023-05-13
VFZ-0286,8841508536801,Trinidad Escribano Salvador,2016-08-06
VFZ-0286,7346046676380,Chita Cornejo Romero,2019-01-28
FMN-7712,1234609373088,Jose Francisco Mauricio Narváez Villena,2017-03-13
FMN-7712,8202980566544,Clarisa Lluch-Villalobos,2018-04-03
KLZ-8404,8921693796681,Anunciación Tamarit Quesada,2018-05-07
KLZ-8404,1909644129210,Narciso de Artigas,2017-11-30
HQT-6282,5775420539598,Elisabet Lastra Martín,2015-05-24
YHG-8116,8746535008236,Miguel Ángel Roselló Peñalver,2016-04-14
YHG-8116,2104602291222,Domitila Portero Giner,2020-07-18
DIK-2767,7772298889188,Eufemia Querol Solano,2019-04-14
UVF-8995,9267481817522,Eusebio Calzada,2023-08-10
UVF-8995,4908803248871,Calixta de Borrell,2020-06-16
UCV-0840,1789556216138,Aureliano Lamas Castellanos,2019-02-21
UCV-0840,3859863614748,Victoriano Peñas Montes,2020-04-16
UCV-0840,4704498313102,Edmundo Chaparro Alberola,2021-11-15
ELK-8325,8279315751014,Jose Carlos Castro-Muñoz,2021-10-10
ELK-8325,3748801991200,Soledad del Ferrán,2023-07-07
FWR-7750,9497028173634,Aránzazu Reig Guerra,2024-10-28
FWR-7750,8853912392067,Constanza Mendoza-Leiva,2021-04-20
FWR-7750,2162324999482,Ceferino Ibarra Planas,2016-05-21
QIR-9967,2543905139823,Berto Gutierrez Parejo,2018-04-11
QIR-9967,9815985617841,Eloísa Felisa Muro Villar,2019-03-06
VSM-2808,2861361213191,Eugenio Celso Pardo Rosell,2023-05-08
VSM-2808,3881559782682,Amparo Olmo Expósito,2022-10-10
LHX-8155,9018935223895,Teófila Pintor Azcona,2021-07-18
DZL-8259,8609576250172,Manolo Alegre-Higueras,2016-01-01
DZL-8259,7408174922896,Petrona Aguilar Cobos,2021-11-11
SBB-2253,6714976486925,Roque Ribera Moreno,2016-03-15
SBB-2253,9313004178456,Juan José Barceló Ángel,2018-03-19
SBB-2253,4942813553900,Álvaro Flores Mayoral,2024-06-06
DWX-5951,4623490206258,Tito Garcia-Madrid,2017-06-16
IUL-5084,3705364878907,Adela Lucena Cornejo,2021-12-22
GAT-4859,9568606119385,Susanita Dávila Gibert,2020-10-22
GAT-4859,4169663977586,Andrés Catalá Lara,2018-10-08
GAT-4859,8960176214826,Casemiro Valentín,2020-01-27
NGC-9630,1860159812293,Martirio Vélez,2023-10-26
BPU-4356,5183900538402,Leoncio Pujadas Recio,2023-02-20
BPU-4356,8579488666140,Germán Valcárcel Porras,2016-02-01
AZN-3303,4185772027952,Cleto Núñez Guzmán,2016-09-24
AZN-3303,8543606316161,Jesusa Tamara Barrios Valdés,2019-11-01
AZN-3303,2171936120595,Mateo Zurita Guzman,2016-09-04
KXC-6082,4516866095869,Antonia Lasa-Fonseca,2024-02-02
KXC-6082,9915305248405,Felicia de Ballester,2018-01-24
KGB-2382,3473590485825,Victorino Rivera,2021-12-26
KGB-2382,4568942661282,Blanca Gálvez Santos,2020-09-17
KGB-2382,9251057699454,Nidia Palomo Urrutia,2015-10-03
WZD-3800,6222877165358,Maxi de Abascal,2020-02-17
WZD-3800,4683934124803,Venceslás Meléndez Jaume,2016-06-16
WZD-3800,8477749446477,David Vázquez Acedo,2024-06-29
MRA-9800,1346564619232,Hector Capdevila Gisbert,2016-09-22
MRA-9800,1151222914473,Samuel del Gonzalez,2015-04-23
LWK-6068,2517527526711,Paulino Peralta,2022-08-09
ACY-9444,8962951584101,Máxima Montoya Barriga,2017-01-26
AUT-8265,1469912955010,Obdulia Vidal Tello,2022-06-26
AUT-8265,3211826350640,Baudelio Jonatan Cortés Yuste,2023-10-11
AUT-8265,3585093502688,Jordán Beltrán,2016-10-21
RUI-8233,6870205396940,Lara Taboada Conde,2023-06-01
VMK-6633,1500041300540,Xavier Vilanova Solano,2015-05-24
VMK-6633,9650077709094,Ramón Izquierdo Osorio,2023-06-24
TFL-2750,6005754926952,Miguela Sarabia Dalmau,2020-02-25
TFL-2750,6777472378507,Tomás Oliveras Terrón,2024-10-20
TFL-2750,1698150908479,Sabas Godoy Navas,2024-01-16
MFZ-4960,4846852887514,Ramón Samper Casanova,2015-04-05
EZM-6820,4028435007651,Ulises Olmedo Perea,2023-05-24
AVK-9462,3697849703075,Edelmiro Miguel Gimenez,2019-07-22
FQC-4145,2804353416360,Francisco Javier Rovira Pujol,2020-03-21
LJS-5229,6065713861817,Isabel Amigó Linares,2015-09-13
TTL-9450,4759833272172,Reyes Corominas Ferrández,2017-04-17
TTL-9450,7673117731342,Bernardino Gonzalez Rios,2024-04-06
TTL-9450,9290802629539,Jose Ignacio Ródenas-Olivares,2024-03-19
LLD-8553,7263476332304,Ramón Saura-Toro,2017-11-24
LLD-8553,5668412307013,Apolinar Mena Monreal,2018-08-07
HZP-5061,6483191589942,Gonzalo Aramburu Paniagua,2020-02-27
HZP-5061,4811799153279,Rocío Farré-Escalona,2022-01-29
PSX-0135,6806728407484,Chus Ferrández-Marcos,2016-12-23
PSX-0135,6580106040829,Juan Carlos Marcos Goñi,2021-09-26
PSX-0135,4367924831454,María Fernanda Roberta Linares Francisco,2018-01-17
GFE-4274,6532514899197,Anastasia Arias Gelabert,2020-10-03
GFE-4274,1248506213975,Jose Francisco Badía Pellicer,2016-12-01
VVW-1190,6425418555221,Griselda Lobo Pino,2015-10-25
VVW-1190,5360908853160,Isaura Blasco Vidal,2023-05-10
QDS-9841,1035755154075,Lorenzo Sola-Castellanos,2020-02-17
IFX-3946,6664152785210,Sonia Cardona-Páez,2024-07-07
IFX-3946,2964475927670,Bautista Mosquera Sáez,2024-05-01
JMO-9982,2738953910441,Román Rufino Montenegro Toledo,2017-04-06
JMO-9982,5232256526189,Aitor Hurtado Rivas,2020-06-24
JMO-9982,8983937674046,Anita Chaves Verdejo,2018-08-19
PAE-6446,2023269737390,Lorenza Girón Quesada,2016-07-17
ROZ-9875,8485975770667,Ciriaco Sanmiguel Peral,2017-12-29
ROZ-9875,5623619507704,Manuel Baró Vera,2021-12-09
ROZ-9875,3935533119147,Adora Sabater Peral,2018-10-12
XMT-4018,7479251131742,Jaime Prado Franch,2019-04-04
VGC-6992,7588638859537,Aurelio Reyes Barral,2023-03-12
SZU-6330,8011378556080,Jose Angel Tomé,2023-08-26
SZU-6330,6777899393501,Tania Gisbert Bertrán,2020-03-12
SZU-6330,6469524731533,Curro Ortiz Crespi,2017-06-08
VVS-2700,5056376323718,Ruben Lorenzo Goicoechea,2019-03-15
GNB-8047,9543324528936,Adriana Salmerón-Villalonga,2023-11-26
HSC-6262,8742877966808,Sergio de Clavero,2018-08-17
HSC-6262,4360485812637,Isidoro Acosta,2021-08-07
HSC-6262,7849316586150,Sandra Iñiguez,2020-10-26
HNF-0003,2273580990818,Ricardo Plaza Bou,2022-03-02
HNF-0003,6016132303467,Tristán Vilaplana-Muro,2024-07-16
GRY-8911,7905523165095,Áurea Morera Alba,2024-04-23
GRY-8911,2316157617655,Quirino Hidalgo Cerdá,2023-07-19
HYU-4142,2048927700417,Tito Robles Bonet,2023-11-05
HYU-4142,2506939773316,Clarisa Vargas,2024-08-29
DFO-6776,2233748684177,Candelas Mendez Casas,2020-01-20
YUA-1975,4900169431854,Íñigo Cantón Salas,2016-07-09
DKI-1911,7947889779677,Purificación Puerta Aragonés,2016-11-04
DKI-1911,8355034063000,Elisa Redondo,2019-02-27
UMX-9420,9829809188554,Epifanio Rincón Bastida,2023-12-03
UMX-9420,1817555644162,Agustina del Carpio,2024-08-02
XHU-3373,5719094765064,Amparo Fabregat-Romero,2023-07-21
XHU-3373,2213616941293,Hernando Chacón Jara,2015-02-08
XHU-3373,5000994684163,Buenaventura Flores González,2023-04-03
LPY-3386,7295651362212,Roldán Haro Tirado,2021-04-22
LPY-3386,1856653858071,Jose Antonio Vigil Ricart,2020-08-23
PPZ-1247,7007396393718,Régulo Vera Domínguez,2023-11-06
PPZ-1247,3744392357777,Dionisia Yuste Toledo,2016-11-24
AKW-6977,1772217233656,Reina Jaume Vicens,2021-06-22
MMH-0649,7971118999784,Paco Hernando Galan,2024-10-28
MMH-0649,9308122055972,Elena Calderon Boix,2023-02-27
YVS-6677,1818892344350,María Del Carmen Linares Roma,2017-05-29
YVS-6677,7701245014684,Macaria de Rey,2023-10-03
NUZ-1554,5381360479894,Dionisio Zamorano Morell,2015-08-01
NUZ-1554,7116122384216,Melchor Amaya,2015-04-26
RMW-9827,4755064196738,Genoveva Jerez Benitez,2022-05-18
RMW-9827,4607427919089,Timoteo Donoso Cerdá,2020-10-30
RMW-9827,3859782327589,Jose Luis Parra Vilalta,2022-01-23
CUP-9027,6344938629075,José Regina Esparza Comas,2023-12-14
TPJ-0637,3776974504221,Yésica Linares Echeverría,2022-04-29
QDN-2356,4805549852345,Eugenio Oliver-Cordero,2022-05-05
QDN-2356,4546516099775,Eulalia Quevedo,2023-12-29
QDN-2356,4535299037258,Heliodoro Cerro Huertas,2024-05-07
MBW-2274,8808899648287,Eva María Sanmartín Arnal,2016-02-08
MBW-2274,8381079459601,Ágata Luna Carreras,2018-12-21
PHR-7975,5218925462640,Esperanza Olivares Mendizábal,2020-08-14
PHR-7975,6174652749917,Guillermo Díaz Pozo,2018-04-08
PHR-7975,3678598261115,Feliciana Escamilla Guitart,2016-05-16
SHL-7237,2684556950453,Marcos Villaverde-Valls,2021-01-06
SHL-7237,5370005383042,Andrea Uribe,2024-02-07
ZWU-9815,3359096048734,Jose Carlos de Arco,2021-10-26
ZWU-9815,1530830276006,Sol del Lopez,2017-11-30
ZWU-9815,7875273209320,Mireia Cuéllar Pineda,2020-02-07
BRP-2945,4813830983645,Paulino Jacobo Zorrilla Ferrando,2022-03-05
BRP-2945,4770122336981,Andrés Quintanilla-Arellano,2018-10-02
BRP-2945,5535567993313,Carla Samper Losa,2024-08-24
HRC-8039,4555137488424,Adela Palomino Rodriguez,2018-05-25
HRC-8039,8405878702866,Serafina Palomino Expósito,2024-02-13
HRC-8039,7313991597829,Lope Andres Arias,2015-05-22
MUW-9645,5358185104211,Rosa María de Crespi,2017-03-20
HRY-9711,4426340849636,Régulo Ariza Merino,2015-07-28
HRY-9711,3273567689978,Federico Heras Montalbán,2022-12-27
HRY-9711,4228542598090,Gastón Cerdá Ruano,2016-06-15
ZDX-2168,9482281349916,Macarena Seco Valdés,2016-06-16
ZDX-2168,7255236100572,Isidoro Lledó Mariño,2021-07-27
ZPA-0261,1124060777063,Gaspar Baudelio Moreno Chamorro,2022-09-18
ZPA-0261,5929679680559,Feliciano de Tomas,2020-12-10
ZPA-0261,9319464188078,Tatiana Río-Sanchez,2015-07-25
MHN-5940,9825927676498,Paz Díaz,2020-09-27
MHN-5940,8347688539687,Nacio Acevedo Ugarte,2024-05-20
HKQ-1036,2369470680077,Joel Adolfo Morcillo Llano,2024-12-07
HKQ-1036,7855154761440,Candelas Muro Trillo,2016-11-05
HKQ-1036,5340234105016,Cristian Monreal-Recio,2021-01-11
BHO-8946,4707596736764,Marianela Navas Castilla,2019-09-19
YME-5244,2871534403335,Venceslás Fermín Cuesta Laguna,2021-02-07
URB-2657,7812130885536,Aureliano Machado Ballester,2019-10-29
DLP-7873,8088788993697,Ágata Enríquez Abascal,2017-07-07
DLP-7873,8518260096749,Diego España Vázquez,2020-06-28
DLP-7873,1347860574488,Mamen Soto Huerta,2019-02-04
BIG-5218,6348916146807,Bienvenida Rosado Ugarte,2019-02-09
YJR-2366,1432121789561,Onofre Demetrio Barberá Company,2016-11-23
YJR-2366,8806084765885,Tiburcio Esteban Roura,2024-09-12
ZQP-7242,8774265857996,Odalis Apolonia Duarte Sotelo,2015-06-26
WMD-6483,8161185347455,Chita Pla Solsona,2019-01-23
WMD-6483,1971840293133,Glauco Frutos Jaume,2019-05-18
KPB-9819,7378458403953,Nydia Rosalva Royo Ávila,2022-06-15
KPB-9819,7035234373201,Leopoldo Carbajo,2021-02-17
LCU-0143,3303721321906,Sofía Barragán Baeza,2015-08-24
LCU-0143,1392071188002,Magdalena Osorio Borrego,2024-02-29
LCU-0143,1009444735822,Filomena Purificación Carrasco Agustín,2016-07-14
EAO-1789,1284126474037,Emma de Villalonga,2024-04-07
TQW-3166,6865509670107,Camila Uribe Laguna,2016-05-12
TQW-3166,7930750058469,Lupe Matas Peñas,2017-11-24
TQW-3166,1016914960094,Pedro Valle Planas,2024-08-18
QCQ-4900,8014331058066,Yago Sotelo Rueda,2024-09-05
JTY-3045,4955487796094,Andrea de Barrios,2017-04-12
YGJ-6489,5915655105753,Jonatan Manzanares Menéndez,2023-03-14
YGJ-6489,7743788922021,Nidia Botella,2017-10-14
YGJ-6489,9510586972327,Juan Rovira Valle,2022-02-21
LIM-5813,8939883555082,Eligia Requena Cuesta,2015-12-29
LQP-9043,8801899575715,Bartolomé Cuéllar Esteban,2016-07-09
LQP-9043,2401935198287,Ricardo Arjona Pinilla,2018-06-01
LQP-9043,9314096745922,Eli Tirado,2021-03-05
TZB-6046,7120360619104,Segismundo de Garmendia,2020-01-04
YVD-4618,5077561206947,Sabina Rosalinda Conesa Barragán,2021-05-26
YVD-4618,9772240991554,Eugenio Anaya-Vizcaíno,2015-10-11
VAR-3575,1616818274265,Juan Bautista Cuenca Sala,2022-06-06
PMF-9361,6214170905708,Alcides Pozo Camino,2020-10-01
AUG-2791,2063377896636,Encarnita Cruz Neira,2023-03-21
AUG-2791,3795456592593,Remedios Sala Torre,2020-05-25
AUG-2791,4360800586971,Íngrid Angelina Gascón Carmona,2020-01-03
ADF-7631,9934767050394,Leopoldo Quero Jurado,2015-12-14
ADF-7631,9234737502879,Eulalia Elba Malo Criado,2016-02-02
ADF-7631,7702687562109,Ignacio de Sevillano,2023-09-11
WOE-9507,4432623090845,Ainoa Vera,2015-07-12
WOE-9507,1920216615508,Azahara Suarez Machado,2020-04-28
WOE-9507,1550907928780,Paco Arribas Llano,2020-06-16
LJO-0678,7345855815533,Rosario Mulet Barrios,2018-11-23
LJO-0678,6152138761188,Celia Antúnez Borja,2021-12-02
NTI-1462,9390193098308,Osvaldo Soriano Mata,2022-07-11
BMK-2190,7166139043933,Sosimo Tamayo Fortuny,2016-04-06
BMK-2190,1031521050939,Guadalupe Machado Moliner,2024-09-20
CKZ-5999,2588401325502,Palmira del Saldaña,2024-08-17
CKZ-5999,4642947698597,Adora Benigna Abella Suárez,2024-04-26
CKZ-5999,3008061846002,Pastora del Domínguez,2020-01-16
MMT-0140,1655889156125,Gil de Gálvez,2016-12-13
MMT-0140,6622659362349,Basilio Pizarro Serna,2016-03-03
MMT-0140,2264506091720,Mamen Cordero Pinilla,2016-09-29
IYG-5406,6321779110965,Pancho Marcelino Niño Rius,2016-10-29
IYG-5406,7454845788895,Maxi Hierro Uriarte,2019-01-02
IYG-5406,5104210089401,Teodoro Jódar Gras,2021-04-09
ZSB-2813,7712386057960,Ricardo Bernal-Galán,2017-01-11
ZSB-2813,8942367334151,Adelia Ríos Lerma,2024-11-03
ZSB-2813,4319969449663,Montserrat Losada Pedraza,2019-08-08
QNS-1889,9383609396264,Lorena Oliva Bas,2015-08-26
WBE-8704,5399539526195,Adalberto Guiomar Santana Jódar,2023-02-23
WBE-8704,6646176392927,Maura Egea Palacios,2015-02-20
TXN-0773,6373801582500,Rodolfo Caballero Fábregas,2016-03-14
PWV-0439,9399670408950,Alcides Beltran Paredes,2024-03-19
PWV-0439,5069849198476,Martin Corbacho Iglesias,2015-09-09
ALX-7288,3309016324914,Valeria de Catalán,2015-10-20
URI-0729,5131843686601,Alex Casanova Malo,2024-04-06
URI-0729,6167620734221,María Luisa Ramos-Anaya,2019-05-03
BKX-2078,8056496790970,Mamen Conde Ortiz,2015-10-28
BKX-2078,4312113527857,Graciano Nebot Izaguirre,2019-08-14
ZDA-4726,4658293442189,Flavia Ángela Torre Cervera,2024-08-03
ZDA-4726,7505997012098,Rosario Andrade-Vilar,2017-07-29
OWU-4634,8074089215848,Abigaíl Marcos-Pallarès,2015-09-25
FEY-8435,3774922763334,Marciano del Caballero,2024-05-25
FEY-8435,5314421835619,Bruno Sainz Atienza,2017-12-14
FEY-8435,6249882866180,Teo Ochoa Verdejo,2019-02-24
PJJ-1342,3658953481152,Candelas Encarnacion Aguirre Robledo,2019-06-18
PJJ-1342,4831684724672,Manolo de Bejarano,2019-09-07
PJJ-1342,2814580706822,Dimas Arce Leon,2018-09-03
QKO-6987,4589963417585,Alcides Gálvez-Abad,2019-03-13
QKO-6987,5787022489522,Albano Gabaldón Carreras,2015-08-12
XGX-8685,6852302921407,Lilia Llano Pomares,2022-01-18
XGX-8685,6719156928999,José Luis del Artigas,2019-10-10
XGX-8685,1779541251418,Pancho Ródenas Porta,2015-02-07
BLR-9209,5809238647287,Marco Falcón Godoy,2022-12-12
FJP-7898,6529736413024,Soraya de Gimeno,2015-05-06
FJP-7898,4335405666213,Tiburcio Melchor Cruz Bolaños,2020-12-02
FJP-7898,4909085874363,María Del Carmen del Ponce,2024-02-12
YUQ-9321,9227863301009,Eligio Vélez Carbó,2017-03-07
YUQ-9321,8354729262672,Amanda Cortes,2022-08-17
YUQ-9321,3453812842482,Ciríaco Mur Olivares,2024-09-21
QLF-0939,5686697616230,Adora Elorza-Ropero,2015-01-14
QLF-0939,5384577082980,Marisa Pacífica Mariscal Bautista,2021-12-06
JYU-2933,4402200186049,Hilario Morillo Zurita,2018-03-17
JYU-2933,1203293186156,Ramona Grande-Luque,2021-11-21
TXZ-9152,9217756629816,Leire Barrio Pelayo,2020-05-10
OJQ-5167,1551777018130,Nilo Monreal Barreda,2023-04-19
OJQ-5167,3542629546255,Cristian Bartolomé Ruano,2023-08-27
OJQ-5167,4828451265404,Saturnino Bilbao Diéguez,2017-07-11
RDV-5629,2880680362892,Isa Valdés Tovar,2015-09-23
RDV-5629,8957524614826,Sonia Maldonado Sainz,2017-01-22
RDV-5629,1134356370468,Felisa de Hoz,2019-09-24
LDE-5520,3437038151672,Ricarda Azucena Bayona Tejero,2021-03-29
LDE-5520,5018449829678,Chus Cal Alemán,2017-05-13
LDE-5520,5475258297314,Vito Graciano Casanovas Zaragoza,2019-10-16
ZMX-4145,5693671858045,Malena Caridad Agullo Ávila,2018-10-10
ZMX-4145,8558048698982,Samuel Benavent Llamas,2023-07-06
ZMX-4145,6458083394950,Evaristo Ferrándiz Jáuregui,2020-12-31
KQE-1068,6999892027033,José Giralt Guardiola,2022-04-27
QMT-9943,8155583965798,Josefina Tovar Roura,2022-08-11
QMT-9943,3127093658545,Vera Batalla Raya,2016-11-22
QMT-9943,9970936239772,María Pilar Arias-Mercader,2018-02-26
XSS-7028,9252706737884,Aroa Alfaro Roman,2021-06-28
XSS-7028,3679761464612,Yago Cuesta Dávila,2017-03-07
PVS-5241,5898362436626,Carmela Borrell Pozo,2022-07-28
FLP-3562,4290762830718,Amada del Duque,2023-05-11
FLP-3562,9426829702372,Ambrosio Vendrell-Losa,2019-02-22
FLP-3562,7200706512471,Esperanza Belda-Palacio,2022-07-09
AAJ-3666,7264247294504,Celestina Sabater Nieto,2017-03-06
AAJ-3666,3826207966024,Consuela Beltrán Terrón,2016-03-17
UQT-2718,7536433347534,Manuela Tormo Barros,2015-10-14
EEY-8675,8184611041039,Sosimo Manuel Macías Reina,2023-12-17
EEY-8675,7009203429793,Azahar Ortiz Yuste,2020-06-02
