Placa,DPI,Nombre,Marca,Modelo,Año,Multas,Traspasos
MCZ-4425,3240450745999,Eufemia Haro Solano,Kia,Picanto,1999,2,0
HDQ-9313,1359048440769,Edmundo Batalla Haro,Kia,Sportage,2002,4,2
DIE-3272,5212466715673,Pilar Guillén Arnau,Kia,Sportage,2014,2,2
PXK-5514,5707246236720,Cipriano Amor Durán,Hyundai,Santa Fe,2019,3,2
XNV-2273,3905928343556,Águeda Montaña,Toyota,Yaris,2019,5,3
HRH-2894,5850816099230,Adelia María Carmen Casares Rozas,Honda,Accord,2008,3,3
QLR-6277,4969537119218,Ana Tenorio Borrás,Honda,Civic,2000,5,3
PSM-8569,4880155167141,Rafa Azorin Nebot,Honda,Accord,1997,1,3
CCY-3840,2890445818995,Zaira Bárbara Sosa Soriano,Mazda,CX-5,2010,4,2
HYV-6661,6397819597268,Hipólito Fuente Pons,Hyundai,Elantra,1997,4,3
JEZ-3283,6007919085151,Emiliano Galan-Rincón,Kia,Sportage,2020,2,3
MZM-9763,8914430321637,Lupita Aragonés Taboada,Toyota,Hilux,2019,2,2
WHB-8858,3445886196378,Carolina Mur Benavides,Mazda,BT-50,1996,4,1
EYF-3789,4582957121153,Jimena Roig-Barral,Honda,Civic,2000,0,0
OKU-1955,9845502611799,Fausto Lara Castilla,Hyundai,Santa Fe,2016,4,2
SGK-7634,2690268970800,Malena Abella Cazorla,Mazda,BT-50,1997,0,1
EXX-7486,5650754869092,Iker Fiol Nevado,Honda,Accord,2018,0,2
CRG-9579,1089102908757,Agustín del Simó,Hyundai,Elantra,2008,5,2
JQX-9731,2202532729605,Sandalio José Luis Rodrigo Aragonés,Mazda,CX-5,1996,2,2
UJG-1286,5805294533641,Serafina Navarro Gallart,Honda,CR-V,2012,5,3
PRM-6199,9947718029504,Javi Coll Díez,Toyota,Hilux,1999,5,2
AKZ-1466,4857778818387,Javi Ariza Tena,Honda,Fit,1996,4,2
YTO-7684,9408123790164,Iván del Casals,Honda,Accord,1999,3,0
OBY-3224,3331060119819,Roberta del Uría,Honda,Civic,2013,2,0
BVK-0184,5071178507588,Domitila Giner Cuevas,Honda,Accord,1995,4,1
AFK-1617,4175023598392,Montserrat Bayón Perelló,Kia,Sorento,2007,5,3
VYC-4534,1170855207249,Ramiro Rincón Guillen,Mazda,3,1999,3,1
RES-6400,8752571265191,Salomón Villa Lillo,Kia,Picanto,2020,4,3
TGV-2954,2705937847780,Nieves Antúnez,Honda,Fit,2016,2,2
BPT-5434,3498104139452,Matías Casado Luna,Hyundai,Elantra,2020,2,3
WGW-8047,3568298797907,Jose Carlos Azorin Zapata,Honda,Civic,2003,0,2
FWS-2022,3221739548692,Jesusa Narváez Frías,Kia,Sportage,2002,5,0
NBA-7953,4903993738360,Chuy Reynaldo Padilla Marqués,Toyota,RAV4,2021,5,2
MCM-6535,4073746392925,Micaela Lobato,Kia,Sportage,1996,4,0
UHL-1204,2616812898046,Heraclio Torrent Suárez,Toyota,Yaris,2016,0,1
ZZZ-1007,9939414013763,Adalberto Díez,Honda,CR-V,2013,1,1
SVN-7096,4466608552445,Pastora de Teruel,Hyundai,Elantra,2011,0,1
QRW-4589,4377432206224,Genoveva Espada Pinedo,Mazda,BT-50,2010,0,2
IQU-2602,8468390385249,Marc Ruy Feliu Silva,Kia,Rio,2009,4,2
NJU-4054,4946998526477,Prudencia Valbuena Marín,Honda,CR-V,2011,1,0
NUW-1784,8793414536474,Jordana Barrios Garriga,Honda,Civic,2001,5,1
JVW-5191,8472054741736,Esperanza del Díaz,Honda,Civic,2005,4,3
CVL-1664,2526797431274,Ligia Escalona Quintanilla,Hyundai,Santa Fe,2013,0,1
ZDN-6328,8449872821693,Jacobo Arteaga,Mazda,3,1995,3,1
CIY-2937,3457953181775,Dani Barral Jerez,Toyota,Yaris,2007,3,3
DRO-3057,8215980719276,Roque Palomino Lozano,Honda,Fit,2000,5,1
WEW-5156,1084271622869,Santos Lucas,Kia,Picanto,1995,5,3
ELM-5879,3768962074664,Ismael Guzmán Pardo,Mazda,CX-5,2010,1,1
UBZ-8744,1298006812479,Cipriano Carvajal Linares,Kia,Sorento,1997,5,0
EOQ-2573,2500786382631,Pedro Menéndez-Quero,Hyundai,Tucson,2015,4,1
GRD-2143,5086766517188,Jose Luis Clavero Barrio,Toyota,Corolla,1995,1,1
SLU-3998,1630966062054,Ofelia Arce,Hyundai,Tucson,2022,5,0
JTV-8602,6719191864286,Noé Folch Barragán,Mazda,CX-5,2004,5,3
XBR-0409,5100039331052,Reina Pons Garzón,Mazda,3,2013,2,0
THU-2651,6104267253443,Arsenio del Diego,Toyota,Corolla,2014,3,2
GXX-6560,3777545839117,Dora Borrell Baeza,Hyundai,Tucson,2007,1,1
WQR-1505,4819886993242,Salvador Camps-Sedano,Mazda,BT-50,2006,4,0
JWL-4760,1291351583785,Irene Noguera Arco,Honda,CR-V,2017,5,0
ONY-0268,1221016369513,Jonatan Estrada Niño,Toyota,Yaris,2022,4,2
BXM-1175,8728302114842,Carmela Estrella Artigas Calvet,Mazda,CX-5,2002,5,0
YDA-3691,8433690414255,Nazaret Chacón-Aguilar,Mazda,6,2000,3,2
WSO-5545,3546168120695,Francisco Javier Gutiérrez Villanueva,Kia,Rio,2022,4,0
CWD-6955,5355050404727,Nilda Araceli Milla Montaña,Honda,Fit,2016,5,0
KFY-3322,3184231857889,Cayetano Leon Mata,Kia,Picanto,2003,2,1
PLE-6125,3767975439740,Elisa Garmendia Cañete,Toyota,RAV4,2000,3,1
VTI-4144,9601310330394,Sandra Angulo Duque,Toyota,Yaris,2019,3,3
QUF-9882,4450034280391,Jose Manuel Juliá-Serna,Kia,Sorento,2017,2,3
XXO-9000,6830741651293,León Sebastián Calderón,Mazda,CX-5,2004,2,2
NOF-1212,4819536323927,Silvestre Sevilla Suárez,Hyundai,Tucson,2011,1,3
LPC-0157,7376104893098,Domitila Vidal Guardiola,Hyundai,Accent,2007,4,1
YBU-0436,8867152926152,Patricia Campos Barrera,Mazda,BT-50,2021,3,3
GBQ-0364,9320433333817,Fabricio Balaguer Tejada,Kia,Sorento,2017,3,1
DRZ-8417,8371975982773,Natividad Carlos Avilés,Toyota,Hilux,2016,2,3
AUZ-1712,6592359382369,Carlito Ribera-Macias,Hyundai,Santa Fe,2009,5,0
KGI-3504,4591127273440,Mireia Cantón Meléndez,Hyundai,Elantra,2003,0,0
GPK-2846,8696364469921,Epifanio Guillén-Ruano,Mazda,6,2010,3,2
SSR-7318,7559595500958,Calisto de Escudero,Hyundai,Santa Fe,2023,2,0
WJX-7481,6379138477328,Natalio de Parra,Mazda,6,2012,3,0
ZLD-8133,4112752895020,Carlos Régulo Cerro Vergara,Hyundai,Tucson,2001,2,2
CGG-2023,6675734182183,Plinio Navarrete Carbó,Hyundai,Accent,2018,5,2
SAQ-8277,6648381284087,Luna Mulet Rodríguez,Hyundai,Accent,2022,1,3
FTK-5319,3113889146469,Teófila Clotilde Cánovas Dominguez,Toyota,Hilux,2009,2,0
HBX-3620,7433544775482,Godofredo Frías Marti,Toyota,Corolla,2010,5,1
VCD-4357,2299802437072,Lucas Alegria-Belda,Hyundai,Santa Fe,2021,5,1
DCO-2964,3302110406109,Ildefonso Juan Luis Cazorla Flores,Mazda,3,2018,0,0
SPY-3536,3779663472772,Maximiliano Saldaña,Kia,Sportage,2006,1,1
IIX-6088,9601281068693,Martirio Madrid Escolano,Hyundai,Accent,1996,4,3
LCP-4377,5263562403612,Ciriaco Chuy Bautista Chaparro,Honda,CR-V,2018,2,1
YUH-9079,5843781995163,Victor Álvarez Zaragoza,Kia,Rio,2014,4,1
VGO-3415,6085026896831,Sabas Estévez Manrique,Honda,CR-V,2014,0,2
XRQ-5652,5173321012417,Emigdio Pazos Enríquez,Mazda,3,2004,4,3
PHC-2220,6591982627872,Natanael Capdevila Pagès,Kia,Picanto,2006,4,2
ZNA-5266,8499091662944,David del Blasco,Honda,Accord,2007,1,2
OBQ-1914,7366909480457,Jorge Hervás Dueñas,Toyota,RAV4,2024,1,1
NWN-6505,3568902063171,Teodora Joaquina Carrillo Almazán,Mazda,6,2020,4,1
MEY-1921,1235880516178,Severiano Cáceres Esparza,Toyota,Yaris,2016,2,2
EKA-8126,5002930856360,Sabina Batlle,Kia,Rio,1996,3,3
RCM-9157,9551874113211,Luna Cabrero-Querol,Toyota,Yaris,2009,4,2
HRN-4841,9934220638637,Fortunato de Sierra,Mazda,6,2020,0,3
IQD-8824,5258137649241,Estrella Solera Valle,Mazda,3,2003,5,3
CZD-8171,2902191630092,Luz Belén Rosselló Bartolomé,Hyundai,Accent,1996,3,0
DLF-7858,3047692590967,Nuria Cabeza Quiroga,Honda,Accord,2001,2,1
KIP-4006,1702352223318,Balduino Gárate Iborra,Kia,Sportage,2022,5,3
HVS-3427,2868050406393,Cleto Expósito Peral,Hyundai,Santa Fe,2007,3,3
GKB-9503,4534940927119,Mauricio Nuñez Fajardo,Kia,Sportage,2006,3,3
BJK-1651,3713375511498,Sabina Ainara Diego Coello,Honda,Fit,2023,1,2
EKM-5287,3769564576796,María Manuela Chaves-Tamarit,Hyundai,Elantra,2008,0,3
BCF-9009,8811662661799,Regina Rosell Corral,Toyota,Corolla,2000,2,3
KHE-6201,9734459137641,Agapito de Gordillo,Kia,Sorento,2015,4,3
BSJ-6271,6201683102004,Noelia Garcés Guitart,Toyota,Corolla,1995,2,1
BGD-0161,1658866821563,Felipe Olmedo Olivé,Kia,Sorento,2007,2,1
RID-9234,6791396977575,María Jesús Imelda Saldaña Conesa,Honda,Accord,2004,0,3
IYI-6018,2003587091256,Wilfredo de Casals,Mazda,3,2023,2,1
GBJ-8960,9395407516139,Augusto de Tolosa,Mazda,BT-50,2001,0,3
OZO-0501,6573470099806,Malena Ochoa-Ballesteros,Mazda,6,2019,0,3
OIB-5326,1976278830337,Juan Carlos Ureña,Mazda,6,2018,2,1
HEZ-5709,6372667985680,Edelmiro de Casas,Toyota,Hilux,2001,0,2
DLJ-9504,4346730603785,Noelia Alarcón,Honda,Fit,2017,3,0
FTK-7134,7374681656280,Marcelino Amador-Velasco,Hyundai,Accent,2019,3,2
HAX-7260,2712371495013,Mar Quero Gimeno,Mazda,3,2009,5,0
IQO-4128,3558631688514,Domingo Alsina-Soriano,Mazda,3,2010,0,0
XIA-2950,4089479802642,Guillermo Almansa Cordero,Kia,Picanto,1996,2,1
AVD-9884,8703345349195,Virginia Bárcena Tudela,Mazda,BT-50,2002,1,3
MWZ-1961,3291280339743,Eric Quirós Martínez,Hyundai,Accent,2003,2,1
CYB-1550,9564632451268,Encarnacion Palau Juan,Kia,Rio,1995,3,1
RZW-3006,7814200168674,Amaya Vilaplana Calvet,Hyundai,Santa Fe,2008,5,1
TYJ-7276,7238991039149,Marcio Ripoll Martin,Toyota,Corolla,2013,0,3
GLO-5917,6722667628102,Evaristo Palmer,Honda,CR-V,2017,5,1
AAW-9089,1173903485588,Dani Guerra Valenzuela,Honda,CR-V,2004,2,2
MJD-1768,9126458405245,Aitana Alfaro Neira,Toyota,Yaris,2015,1,3
AUK-5582,3044650894815,Aroa Rios-Azcona,Toyota,RAV4,2008,5,3
KEZ-6669,7327304887853,Evelia Poza Vilaplana,Kia,Rio,2008,2,2
XRX-7519,7050793100166,Laura Manrique Beltrán,Mazda,BT-50,2019,1,1
KOD-0639,8719711043384,Marianela Rodriguez Rey,Honda,Accord,2002,1,0
VLC-4889,3332273434073,Maura Garriga,Toyota,RAV4,2016,3,1
SLR-2952,2986861458538,Anna Somoza Llopis,Kia,Sportage,2020,3,2
XPZ-9010,8938090272862,Eloísa Lillo Francisco,Mazda,6,2016,3,2
STD-3423,5216743467595,Martina Agustí Bayo,Mazda,CX-5,2007,5,2
CAQ-1604,1999402384370,Sebastián Roldan Zorrilla,Toyota,Corolla,2004,2,2
IWL-1236,2514083376277,Fulgencio Leonardo Medina Calvet,Mazda,3,2014,1,0
CZB-9714,6025278187871,Édgar Renato Fabra Berrocal,Kia,Picanto,1996,5,3
PER-0816,6317934395432,Trinidad Blas Pablo Morcillo,Toyota,RAV4,1995,1,1
HLS-2187,6906952050463,América Alemany Rodrigo,Kia,Sportage,2011,5,0
UHA-5580,1488720685126,Yésica Benavides,Kia,Rio,1999,2,2
WWE-6978,9330834974838,Jovita de Fuster,Kia,Rio,2008,2,3
QBB-8364,1361050814078,Celestino Porras Gallo,Mazda,3,2011,3,0
GFW-2658,1880128407806,Ani de Alegria,Honda,Fit,2006,4,2
JRF-1551,5759412046685,Benjamín Escudero,Mazda,3,2012,0,1
KZR-1847,9186535222206,Amílcar Benavides Fuertes,Toyota,Hilux,2007,3,3
PYL-1788,4680491033778,Calixta Vazquez Medina,Mazda,3,2000,0,2
RRI-3449,1472117784768,Calixto Vives-Terrón,Honda,Fit,2023,3,2
BLR-2034,7320935843685,Ana Belén González Mayo,Mazda,6,2011,4,2
EGV-1013,5686846953511,Lucho Anaya Exposito,Honda,Civic,1996,1,1
XZH-1788,3293929721079,Corona Chaparro,Honda,CR-V,2016,4,1
JCI-8846,4166621836271,Adelaida Campoy Santiago,Kia,Picanto,2009,4,2
EKR-9654,9121830652069,María Camps Carmona,Hyundai,Tucson,2005,4,0
SNB-4731,6494829059156,Vera Lozano-Berenguer,Kia,Rio,2017,3,3
DOZ-4038,2944119006318,David Tirado Dominguez,Hyundai,Santa Fe,2022,4,0
HHN-0568,6568323475066,Rosario Leiva Méndez,Hyundai,Tucson,2005,5,3
PCH-7262,8230322800935,Piedad Arellano Vicens,Toyota,Hilux,2009,4,0
NGB-7297,3403265974025,Benito Sola,Kia,Sportage,2016,5,0
XHE-6569,5991813252788,Félix Cal,Hyundai,Accent,2022,4,1
PQL-3765,6834536458992,Olivia Mercader,Hyundai,Elantra,2016,3,2
ATG-0740,9060337134409,María Dolores de Arregui,Honda,Fit,2013,3,0
YLL-7417,3646915368523,Constanza Pedro Chaparro,Toyota,RAV4,1997,1,2
DUV-1127,3293091521715,Leocadio Zabaleta Pou,Honda,Civic,2014,4,3
AZS-1962,7028321279954,Balduino Saldaña Peiró,Hyundai,Tucson,2004,2,1
UWQ-8057,1667116835472,Itziar Morell Manso,Mazda,3,2021,1,2
UZK-7773,4384786806423,María Pilar Estévez Rosado,Kia,Rio,1999,4,2
KBH-6726,6897179517623,Leopoldo Núñez Medina,Toyota,RAV4,1997,5,0
KMT-4072,1456349940391,Adelia Piquer,Hyundai,Tucson,2021,1,0
ZUJ-6897,2287290799656,Clotilde Angulo Marí,Mazda,BT-50,1997,5,2
DJG-2614,9144456026934,Zoraida Teodora Martorell Silva,Mazda,3,2021,3,1
YXW-9738,3428701105939,Eliseo del Palomares,Kia,Rio,2018,3,3
WAQ-8516,9594508323491,Benigno Aragón Company,Hyundai,Santa Fe,2002,5,1
WWK-2492,2450589095511,Violeta Vendrell,Honda,CR-V,2004,3,2
WCY-8976,1546555816729,Ana Belén Bayo-Barbero,Toyota,RAV4,2001,0,2
NMT-0656,2238068475046,Sara Andres Pablo,Kia,Picanto,2014,1,3
UCP-7515,6687729022464,Abigaíl Expósito Domingo,Toyota,Corolla,1996,4,3
AXI-6526,3862529393669,Julián Cuenca Zaragoza,Toyota,RAV4,2013,0,2
DEN-2539,5896935165432,Darío Burgos Vicens,Toyota,Corolla,2001,4,2
ZFD-1850,3400519142251,Miguel del Lorenzo,Mazda,3,2013,0,0
FGM-3536,1309511732027,Amílcar Blanch Soto,Honda,Accord,2018,5,2
TVL-7593,6833281733008,Alfredo Roldan Castañeda,Hyundai,Accent,2009,0,2
TMA-7970,1576480956139,Joel Feijoo Avilés,Toyota,Yaris,2015,1,3
ZON-6104,8637277311951,Emma Amaya Conesa,Mazda,6,2024,1,1
NOK-1860,5361713318813,Cecilio del Arnaiz,Hyundai,Santa Fe,2017,3,0
HLM-6001,2332253573374,Pelayo Vilar Sosa,Honda,Civic,2010,5,0
MFZ-5029,2073616596325,Paulina Vázquez Águila,Honda,CR-V,2011,4,3
RXI-8569,3534649472672,Isidro Serna,Mazda,6,2020,5,3
GOE-2078,4168470823775,Román del Lamas,Honda,Civic,2016,1,1
HVQ-3800,3123276447454,Lucio de Coello,Toyota,Hilux,1995,5,2
UBE-6980,6042994924746,Tristán Coca Aguiló,Mazda,CX-5,2003,2,1
SFG-6568,4858720617924,Jordana Ferreras Fernández,Hyundai,Elantra,2004,5,3
DRZ-5068,2181928070137,Gastón Rafa Agustí Vendrell,Toyota,RAV4,2022,1,2
UIA-6416,9849858015154,Candela Varela Arco,Mazda,3,1995,0,0
MXD-0925,9994761003038,Silvio Vera Báez,Mazda,6,2016,2,2
BIR-4678,9475775034426,Estela Cárdenas-Gascón,Kia,Picanto,1997,2,3
WAW-8610,3230689822680,Rafa de Barberá,Honda,Fit,2006,3,3
BDP-8864,6641856219157,Javier Bayona Herrero,Kia,Sorento,2019,2,1
DZV-9799,1831724817360,Ismael Zamora Iborra,Toyota,RAV4,2024,5,3
FDW-4877,4776102787955,Gabino Roura Becerra,Honda,Civic,1997,5,0
NNZ-8505,3634741912675,Haroldo de Jiménez,Toyota,RAV4,2023,1,1
WPR-5679,5025852888896,Elodia Busquets Catalá,Mazda,CX-5,2018,1,0
VIW-9144,7849400977884,Javi Jurado Rivero,Honda,Accord,2007,0,1
UGU-1075,5653335085999,Pío Prats Prada,Hyundai,Tucson,2008,2,0
MDK-5100,3193644715809,Rocío de Sureda,Mazda,3,2002,5,3
OBL-9827,5725234332029,Eulalia Vives Canet,Kia,Picanto,1996,3,3
SOF-8914,6060334012873,Corona Alcázar Guardia,Hyundai,Elantra,2011,5,1
ZWU-2409,7476937100593,Dafne Suarez Gibert,Honda,Fit,2020,2,1
CRX-2840,1651608887378,Carlito Noguera Miralles,Honda,CR-V,2017,0,0
CQO-0786,4506286702704,Jesusa Lorenzo-Macías,Kia,Sportage,2015,2,0
VDH-2658,7852934961247,Trini Maricela Pi Cabezas,Mazda,BT-50,1996,4,3
CQP-8645,2164314552984,Carolina Chita Castillo Larrea,Toyota,Hilux,1998,3,2
OML-9723,6373669464502,Toribio Dani Agudo Pardo,Mazda,BT-50,2019,5,2
TOM-7602,7761838929110,Olivia Terrón Catalán,Honda,CR-V,2024,5,0
JZZ-3400,8082314122288,Teresita de Collado,Hyundai,Tucson,2023,5,2
ZTH-6743,9873986763998,Haroldo Tomé Montero,Mazda,CX-5,2020,1,2
PVT-8397,6419763740947,Seve Bastida Azcona,Honda,Civic,2007,2,1
PSW-9938,5253646865295,Rodolfo Folch Pablo,Hyundai,Elantra,2014,3,3
RYH-7859,6173609436664,Norberto Yuste Gárate,Mazda,CX-5,2013,1,1
SHZ-6645,9692078438322,Raquel Leiva Lerma,Mazda,BT-50,2013,5,1
KNY-4505,7942476494573,Juan José de Ávila,Hyundai,Accent,2001,5,0
VOG-0892,7567079372646,Dani Vendrell Menéndez,Honda,CR-V,2008,4,2
GUF-2783,6611642322072,Clotilde Benavides Sánchez,Hyundai,Santa Fe,2004,1,1
QFR-7367,2216286614015,Adán Fonseca Castelló,Honda,Fit,1999,5,0
APT-0188,9405073228988,Fermín Naranjo-Huertas,Kia,Sorento,2018,0,2
PYU-4244,9237377413226,Reina Cayetana Hierro Núñez,Toyota,RAV4,2004,4,3
SXG-9293,3234337859734,Fulgencio Pombo Aparicio,Honda,Fit,1997,4,0
XXO-1236,3765112133471,Isidora Inmaculada Corbacho Chico,Toyota,Yaris,1995,5,1
GCJ-3701,9690309610551,Yago Nebot Fernandez,Hyundai,Accent,2005,5,0
SEM-3138,8155917004688,Guiomar Bonet Prado,Kia,Sportage,1999,5,3
TYU-3395,4124665536341,Marisa Esteve Canales,Mazda,CX-5,2002,3,3
XAJ-1814,4913689460342,Azeneth del Durán,Kia,Sorento,1995,4,2
IRS-7568,3315442318701,Joaquín Isern Talavera,Honda,Accord,2009,4,0
LUU-4134,8501907781295,Tamara de Mosquera,Hyundai,Accent,2001,4,2
NSX-3608,2900263259431,Melchor Ortiz Juliá,Kia,Sorento,2011,0,3
GUY-0793,8006135733413,Cebrián del Escolano,Kia,Rio,1998,3,1
TAQ-0239,8519688386080,Victor Manuel Cánovas Rodriguez,Mazda,3,1998,3,1
ZDS-7523,5547949278244,Fernanda Jover Bermudez,Hyundai,Tucson,2018,2,1
ENE-8330,5251841676939,Luís del Blasco,Kia,Sorento,2013,1,2
TUP-6461,6088834454052,Florentino Ferrández Moles,Toyota,Corolla,1995,3,2
BHR-9761,6961517501933,Eleuterio Higueras Cabañas,Hyundai,Tucson,1998,0,1
OBS-4159,7264157742130,Sol Esteve Campoy,Mazda,6,1998,5,1
OTG-4848,7601147651560,Fermín Vilaplana Pizarro,Toyota,Corolla,1998,1,0
JUI-5362,8599833623641,Rebeca Calleja Sáenz,Toyota,RAV4,2000,1,0
TPY-3040,8090975902627,Octavio Fuertes Arana,Hyundai,Accent,2013,5,3
RIT-1611,4816368045424,Luis Ángel del Carnero,Toyota,Hilux,2005,4,1
TKS-5343,4553727687614,Loida Armida Vera Burgos,Mazda,3,2018,3,2
IQF-2685,2840948808687,Rebeca Balaguer Herranz,Toyota,RAV4,2024,1,0
TVP-7584,6552034597390,Ambrosio Giménez Roman,Mazda,6,2011,1,3
XHI-9510,3911739065944,Adelina Coca-Garmendia,Mazda,BT-50,2005,5,2
FIH-2215,2577827937081,Silvio Goicoechea Pardo,Mazda,6,1995,3,1
OLD-6151,9321256223920,Ramón de Conde,Mazda,BT-50,1998,4,1
GPK-5620,2232365134424,Benjamín Roque Suárez Hoz,Hyundai,Santa Fe,2017,5,3
YSI-3799,3711682000451,Damián Ordóñez Redondo,Mazda,BT-50,2011,3,1
RJK-7931,6480757040380,Jose Santos,Honda,Civic,2004,4,0
TCL-1985,1310128349664,Herminia Lucena Moreno,Hyundai,Accent,2020,5,2
ZWO-2312,3677294798290,Ligia Maricruz Puig Ayala,Toyota,RAV4,1998,2,1
MAR-7338,6425672729157,Fátima de España,Honda,Civic,2013,4,0
LFO-7708,6190423302128,Trinidad Rincón,Honda,Accord,2015,3,3
BAK-4415,9777241021319,Jose del Lladó,Hyundai,Tucson,2023,2,2
PUV-0547,1595808575504,Dimas Caro-Solera,Honda,CR-V,2022,2,1
ROK-3900,4609851090785,América Sarmiento Bonet,Toyota,RAV4,2018,1,0
THQ-9687,8099870272240,Melisa Amor Palomares Villalobos,Kia,Sorento,2012,5,0
GTG-1374,2234261260450,Isabela Charo Mayoral Roldán,Hyundai,Elantra,2007,1,3
VQU-7437,5958717250032,Gaspar Pascual Mesa Morales,Toyota,RAV4,2021,5,2
QSG-2782,9523655216964,Iris Aguado Alsina,Honda,CR-V,2005,4,2
SZQ-8328,4439361276818,Anita de Alvarez,Hyundai,Elantra,2008,0,2
SIV-4245,5643804661142,Candelaria Estrella Escudero Diéguez,Honda,Fit,2012,1,1
GXC-1900,4129933568803,Carlos Flor Canales,Toyota,Hilux,2014,1,3
HJB-7688,3661772745926,Florencio Manso Torrijos,Toyota,Yaris,2020,2,0
EPM-7054,5878276487802,Fito Calvo Enríquez,Kia,Rio,2003,3,0
YDP-0697,2784119943509,Valentina Adadia Ribera,Toyota,Hilux,2016,3,0
QPV-3491,2045172437122,Olimpia del Bayo,Hyundai,Accent,2015,0,1
WSA-6231,4001821319020,Rufina Sáenz Gómez,Honda,CR-V,2010,4,0
ZLT-0601,9254878757419,Alfonso Camacho-Daza,Kia,Picanto,2004,5,0
UIF-5398,6365115033109,Flora del Varela,Kia,Rio,2018,1,2
AIR-7795,1530616700986,Emma de Falcó,Kia,Sorento,2001,2,2
YCB-4946,6416568745969,Tito Beltrán Colomer,Toyota,Hilux,2017,4,1
ZOM-0552,9885658915116,Custodio Velasco Milla,Mazda,6,2016,0,1
LUM-6235,3981549007557,Reyes Álamo-Polo,Kia,Rio,2024,1,0
KUH-8188,4424722063860,Julia Vargas Yuste,Toyota,RAV4,2003,4,1
XYS-0800,7041326647948,Nico Plaza Nuñez,Toyota,Corolla,1997,5,2
HXI-0555,8737486774109,Rosa María Parra,Mazda,BT-50,2004,4,1
ZRQ-0026,4336451917498,Esteban Royo Jove,Mazda,BT-50,2006,1,1
ZMC-9194,1107383890695,Julie Camino Alcántara,Mazda,BT-50,2020,2,1
NHP-4414,9641384519664,Fabiola Oliveras Verdejo,Hyundai,Santa Fe,2023,0,1
HBY-4404,6812396983279,Leopoldo de Piña,Hyundai,Santa Fe,2017,3,0
WDU-6352,1217348136985,Javier Casanova Barbero,Hyundai,Elantra,2023,3,3
URY-5318,9129654623517,Eloísa Nevado González,Kia,Sorento,2005,3,1
PNA-8128,2678162775929,Piedad del Calatayud,Toyota,Hilux,2020,0,3
QQR-5924,4163692551167,Rosalinda Carreño Acevedo,Honda,Accord,1996,1,0
VUW-1722,1675415499043,Modesto Baquero-Asenjo,Kia,Sorento,2001,4,2
