Placa,DPI,NuevoPropietario,Fecha
DIE-3272,8377321262921,Ximena Hernández Portero,2021-12-05
DIE-3272,5051415311811,África Daza Real,2018-02-21
PXK-5514,9314384475897,Ibán Gómez Puerta,2023-10-20
PXK-5514,3738907617584,Baudelio Pallarès Vázquez,2022-09-15
XNV-2273,4831782982041,Anselma del Peiró,2022-01-22
XNV-2273,1365099219403,Amada Tejedor,2018-11-11
XNV-2273,5077728404519,Candela Pujol,2018-11-25
HRH-2894,9938814980047,Domitila Salinas Saavedra,2024-07-04
HRH-2894,2301668052885,María Manuela Méndez Bonet,2024-07-06
HRH-2894,1869246455988,Olga Madrid Prada,2019-02-22
QLR-6277,6360520002189,Úrsula Ángel Lozano,2024-02-18
QLR-6277,1697655446434,Emilia Arévalo,2016-07-22
QLR-6277,7026582226257,Paola Palomares Moya,2019-02-09
PSM-8569,4898021945825,Maxi Molina Antón,2018-04-29
PSM-8569,2865889975028,Graciana Abella Lobo,2015-07-03
PSM-8569,6816722876964,Flora Lobato Luque,2018-09-19
CCY-3840,1277639438997,Estefanía Juliá Urrutia,2018-05-30
CCY-3840,3701944155410,Laura Blázquez-Montesinos,2017-03-30
HYV-6661,1702114362545,Natalio del Figueroa,2023-03-10
HYV-6661,1955152486295,Felipa del Avilés,2016-01-27
HYV-6661,5793542755494,Tadeo Bastida Solera,2022-07-10
JEZ-3283,2046127594504,Mayte de Vendrell,2019-04-20
JEZ-3283,4951397063142,Cristian Palau Torre,2023-04-20
JEZ-3283,1991380901404,Joaquín Cantón Ramón,2021-06-09
MZM-9763,8811140785724,Javiera Colom Ledesma,2016-03-05
MZM-9763,3489638813256,Eliana Morata Saavedra,2022-05-31
WHB-8858,1419068034434,Elodia Pedrosa Sanmiguel,2021-05-01
OKU-1955,5305043803094,Carlota Requena Roldán,2023-09-22
OKU-1955,2758779762574,Verónica Sanabria Nogueira,2020-06-03
SGK-7634,4017100128399,Melisa Gámez Bustos,2020-07-27
EXX-7486,7294913277654,José Luis de Castilla,2020-08-14
EXX-7486,9444192398211,Carmina Contreras Mercader,2016-04-19
CRG-9579,6278380008528,Nydia Isabel Simó Rosell,2018-09-04
CRG-9579,4332291635348,Albert Ferrando Busquets,2019-08-06
JQX-9731,3444675692117,Angelita Rios Ibáñez,2021-02-12
JQX-9731,9833768865176,Eva María Rebollo Yáñez,2020-12-13
UJG-1286,9232614455325,Oriana Mora Otero,2020-08-02
UJG-1286,3916333071331,Modesto Gimeno Mariño,2015-01-02
UJG-1286,4031932538692,Mar del Roca,2016-08-27
PRM-6199,5477109187094,Adora Benavides Ferrández,2015-11-09
PRM-6199,9702178349739,José Ángel Sáenz Mate,2018-10-23
AKZ-1466,4246549497733,Santos Aramburu,2021-10-04
AKZ-1466,3282828852221,Saturnina Campoy Jover,2022-08-03
BVK-0184,5380215493523,Amor Botella Núñez,2016-03-21
AFK-1617,2482731415698,Jenaro Rosales Crespi,2015-02-15
AFK-1617,4522823439851,Francisco Vazquez Garriga,2022-03-20
AFK-1617,6208193452243,Irma Rubio Marín,2017-10-17
VYC-4534,2655703564799,Gerardo Amaya Almansa,2018-05-18
RES-6400,8948924724662,Calixta Arranz Marco,2024-09-03
RES-6400,8945628972917,Che Pablo Agustín Soler,2019-11-03
RES-6400,1183434047961,Ruperto Hernando Jordá,2018-10-05
TGV-2954,5000478133768,Chuy Gámez Patiño,2022-02-16
TGV-2954,4993441611634,Vidal Rey Peñas,2018-07-21
BPT-5434,4083015623418,Emilio Arregui Torre,2020-08-11
BPT-5434,5356715240247,Imelda Salvador Blazquez,2018-01-30
BPT-5434,7833397241026,Cristina Izquierdo,2024-03-05
WGW-8047,9637890811408,Edelmira Teresa Arteaga Hernando,2017-04-17
WGW-8047,9348027203994,Sonia Palomar Abellán,2022-06-27
NBA-7953,1715838603069,Fabiola Salgado-Noriega,2015-06-02
NBA-7953,9642091313917,Agapito Isern-Ferrández,2019-09-29
UHL-1204,5993434192528,Heraclio de Gilabert,2022-11-27
ZZZ-1007,7122901308024,Nazario Cantero,2018-05-22
SVN-7096,9666870659820,Clarisa Macias Pablo,2022-07-20
QRW-4589,8328014763604,Eutimio del Montero,2016-06-08
QRW-4589,9881799450861,Maximiliano Agustí Galan,2021-12-14
IQU-2602,9479557495524,Rodolfo Trillo Sancho,2018-11-26
IQU-2602,5568383727258,Javi Jordán Palma,2021-11-02
NUW-1784,8234448694312,Rocío Seguí Gimenez,2017-01-17
JVW-5191,4414299434424,Luis Ángel Linares Peinado,2021-07-19
JVW-5191,2667277249905,Amaro Llamas,2016-08-28
JVW-5191,3710269146665,Roque Barros Molins,2018-02-12
CVL-1664,8574822230363,Quique Cazorla,2024-08-06
ZDN-6328,1146001721148,Ximena Priscila Castejón Suarez,2019-10-31
CIY-2937,8288556547799,Araceli Pacheco,2020-01-23
CIY-2937,4995257185522,Melania Mate Corominas,2024-11-16
CIY-2937,1818986148157,Godofredo Noguera Quevedo,2022-06-13
DRO-3057,8108583545689,Javier Martí Egea,2022-12-01
WEW-5156,7092911097100,María Carmen Vicens Alvarado,2021-07-04
WEW-5156,2310817091672,Lucas Atienza Juliá,2019-06-14
WEW-5156,3119016135580,Espiridión Tomé Leal,2017-09-18
ELM-5879,1061951920513,Palmira Reyes Espada,2024-10-24
EOQ-2573,8126824058697,Jenny Roldan Puente,2017-03-05
GRD-2143,2671873756244,Esther Cabezas Cózar,2016-05-01
JTV-8602,1914859156385,Íñigo Gonzalez Hervia,2018-11-27
JTV-8602,6546219544169,Eliana Cabanillas Noriega,2015-06-15
JTV-8602,5952450934576,Dora Roselló-Catalán,2020-07-17
THU-2651,1635693445006,Ale Machado-Guijarro,2022-04-08
THU-2651,7618660483001,Luis Miguel Aznar Toledo,2016-11-12
GXX-6560,9509191327140,Isidro Oliver Ávila,2019-07-26
ONY-0268,9517544596459,Macaria Ramirez Aroca,2017-11-16
ONY-0268,9259117504561,Vito Serrano Valera,2018-09-02
YDA-3691,5710735588536,Melchor Diaz Pol,2016-02-01
YDA-3691,9193611537432,Aroa Cabeza,2021-12-20
KFY-3322,8094916547571,Iván del Benet,2020-03-27
PLE-6125,1082338074741,Lupe Manrique Montesinos,2021-05-22
VTI-4144,4630446144968,Ezequiel Huertas Carlos,2017-08-18
VTI-4144,9529784809701,Maximino Roldan Mendoza,2018-04-08
VTI-4144,4538764813291,Telmo Elías,2024-05-17
QUF-9882,7764866126622,Anna Bas Benítez,2023-06-26
QUF-9882,7012973079100,Martín Salvà,2015-06-18
QUF-9882,6759426767872,Roque Posada Maldonado,2022-07-21
XXO-9000,4777472325072,Anastasia Jaén Saldaña,2021-07-05
XXO-9000,4192715212679,Cirino Pizarro,2015-06-06
NOF-1212,8004576324002,Lara Morell Mas,2020-09-25
NOF-1212,5774691583788,Imelda Plaza Simó,2022-11-26
NOF-1212,9609155365386,Noemí Baños Iglesia,2017-08-17
LPC-0157,8553253991542,Joan Rico Olivera,2015-08-27
YBU-0436,9729809252842,Macarena Ascensión Pulido Alarcón,2021-04-16
YBU-0436,1909783601621,Severo Santos Almagro,2018-02-26
YBU-0436,3869419477154,Tomasa del Saldaña,2019-04-06
GBQ-0364,2011342362013,Febe Palomares Torre,2016-12-12
DRZ-8417,7880726926372,Patricia Higueras Pozuelo,2024-11-29
DRZ-8417,7104276443186,Andrés Felipe Cuenca Chamorro,2015-05-11
DRZ-8417,5337972475875,María Fernanda Marí,2018-12-22
GPK-2846,1674869259800,Baltasar Carrera Mendizábal,2019-02-02
GPK-2846,6814714315874,Fabián Abraham Cuéllar Gual,2020-03-23
ZLD-8133,6971537767528,Albino Quintero Leal,2015-06-09
ZLD-8133,8596444290999,Noa Piquer Ibáñez,2023-04-23
CGG-2023,6379047169941,Modesta Azcona-Olmo,2017-10-29
CGG-2023,9453818766172,Leoncio de Corbacho,2024-10-08
SAQ-8277,3707939954934,Jacinta Hernandez Cabo,2018-09-03
SAQ-8277,1664635502097,Alma Carrasco Vallés,2017-04-25
SAQ-8277,8208616969156,Miriam Posada Fuente,2015-04-07
HBX-3620,7302881515976,Haroldo González Calvo,2023-11-06
VCD-4357,3969857764147,Jordán del Ocaña,2016-09-06
SPY-3536,7390858716485,Venceslás Barrera Gonzalo,2015-02-16
IIX-6088,4336127526708,Ágata de Raya,2018-05-16
IIX-6088,3153425396389,Susanita Salgado Cortes,2015-10-17
IIX-6088,4911502661594,Guillermo Osuna Corral,2015-09-10
LCP-4377,6020144854391,Francisco Jose Armando Morante Pareja,2019-11-18
YUH-9079,3334909662736,Maximiliano Almansa Ricart,2019-02-22
VGO-3415,7977338910414,Victoria Navas Perales,2018-08-08
VGO-3415,1056077489825,Feliciano Hoz Chamorro,2024-01-01
XRQ-5652,1380695529124,Rosalva Paola Tena Giralt,2017-09-27
XRQ-5652,9841261641987,Eutropio Amor Carbó,2017-05-04
XRQ-5652,1482624281734,Jimena Cabo Torrents,2024-06-28
PHC-2220,1265218336159,Carina Aguilera Morcillo,2021-12-16
PHC-2220,5800585684358,Angélica Navarro,2015-09-03
ZNA-5266,7536434399592,Atilio Fausto Nogueira Giralt,2022-03-16
ZNA-5266,7454790308931,Sebastian Rincón Talavera,2019-11-18
OBQ-1914,9092165573143,Marcela Pons-Mur,2018-06-17
NWN-6505,5575502655208,Marisa Palomar Calleja,2023-06-20
MEY-1921,9820617306312,Fabián Barreda Bru,2023-07-21
MEY-1921,5158768149143,Gerónimo de Cobos,2022-11-05
EKA-8126,3020354357207,Íñigo Pizarro Mendez,2021-09-13
EKA-8126,3922983598378,Haroldo Linares,2015-12-19
EKA-8126,1111661607668,Domingo Luque Hervia,2017-01-12
RCM-9157,2764043454930,Alfonso Milla Juliá,2024-08-03
RCM-9157,5829336207842,Epifanio Cabeza Adán,2018-03-15
HRN-4841,3039570637817,Estefanía Gómez Cuesta,2019-09-01
HRN-4841,2798908619102,Paloma Pedro Zurita,2020-04-01
HRN-4841,8289863328484,Toño Ropero Franch,2020-11-26
IQD-8824,5412008128709,Nayara Coca Antúnez,2023-05-19
IQD-8824,1080297332744,Aroa Ramírez Chico,2018-01-21
IQD-8824,8079447237745,Xiomara Llopis Escribano,2021-09-05
DLF-7858,5638962515161,Priscila Donaire Olivera,2018-06-28
KIP-4006,9060521557133,Luisina Borrás Ortega,2024-05-20
KIP-4006,1237701371298,Jordán Arnau Sanz,2017-11-11
KIP-4006,3604705919842,Araceli Iniesta-Murcia,2016-01-16
HVS-3427,7025037418933,Mamen Marti Boix,2019-10-01
HVS-3427,3281182635776,Luisa Maribel Pont Valera,2022-04-16
HVS-3427,9694958974623,Benigna Tamarit-Pintor,2023-11-17
GKB-9503,7262803479434,Clotilde Jerez,2024-05-16
GKB-9503,2949914778188,Amarilis Villaverde Manzanares,2020-02-14
GKB-9503,6997895432358,Dora Farré Amor,2023-06-03
BJK-1651,7705995683255,Paula Salinas Fajardo,2024-06-14
BJK-1651,8850688750543,Luisa Guzman Alfaro,2021-11-20
EKM-5287,2538823276445,Lope Ochoa,2022-10-15
EKM-5287,7572548172324,Sonia Ángel Rodríguez,2019-06-11
EKM-5287,7319617274194,Hector Coronado Tejada,2017-11-26
BCF-9009,1905119104292,Montserrat Domínguez,2015-08-31
BCF-9009,9256256412890,Alfonso Medina Menéndez,2022-10-30
BCF-9009,6925360547831,Baltasar del Peñalver,2018-07-07
KHE-6201,5538301727115,Fortunata del Alberola,2016-05-08
KHE-6201,4816410261511,Graciano de Amo,2023-07-10
KHE-6201,6152382091079,Gabino Agustín Solera,2022-03-25
BSJ-6271,4815706170310,Hilda Suarez,2016-08-19
BGD-0161,2717066808686,Eugenio Severo Aznar Ferrández,2017-05-18
RID-9234,3357704609078,Ester Casanova,2024-07-03
RID-9234,5741912756610,Jaime Arnal,2016-11-10
RID-9234,7182788383539,Guiomar Niño Gámez,2020-06-20
IYI-6018,9836952188838,Rita del Carbonell,2017-11-09
GBJ-8960,7857590393081,Epifanio Cordero,2016-12-04
GBJ-8960,5947330400525,Cloe Rovira Roselló,2015-03-27
GBJ-8960,5240484331437,Iker Nadal Font,2019-05-08
OZO-0501,5774660982223,Olalla del Checa,2020-11-28
OZO-0501,6396938608058,Águeda Amorós Serra,2018-07-29
OZO-0501,3320888483794,Alonso Baldomero Pareja Figueroa,2018-02-20
OIB-5326,1477031876817,Trini Segovia,2018-07-27
HEZ-5709,7110799004883,Ernesto Sebastián Fabregat,2022-01-18
HEZ-5709,2650740128479,Remigio del Vilaplana,2022-01-13
FTK-7134,1609530643338,Calista Alonso Guijarro,2020-12-18
FTK-7134,2758334673423,Gracia Acuña Corominas,2021-03-31
XIA-2950,1311566846812,Curro Gimenez Pol,2019-02-03
AVD-9884,6749703789328,Moreno del Carreras,2023-12-18
AVD-9884,2833041837668,Lisandro Torrijos Villalobos,2018-12-24
AVD-9884,2955470684965,Luz Posada Camacho,2015-03-31
MWZ-1961,7907023990677,Teresa Rodrigo,2020-10-23
CYB-1550,1044714146482,Santiago Ulises Barrena Andres,2023-03-17
RZW-3006,8821886446599,Alfredo Valdés Marín,2015-04-22
TYJ-7276,3191935480688,Benito Verdejo Uriarte,2019-11-26
TYJ-7276,8068460541867,Susana Cortes Arias,2015-08-25
TYJ-7276,7112742282296,Magdalena Noguera Vives,2022-06-19
GLO-5917,3456632874579,Tecla Ugarte Seguí,2021-07-27
AAW-9089,4245109136006,Lola Lozano Goicoechea,2018-03-20
AAW-9089,6151687583805,Dora Manuel,2018-04-13
MJD-1768,9947118245635,Hipólito del Nogueira,2024-12-29
MJD-1768,6598042510779,Gloria Uría-Vaquero,2020-10-02
MJD-1768,4692981158282,Matías Gabriel Montero Zorrilla,2024-11-08
AUK-5582,3480634808172,Lorena Antúnez Cisneros,2022-08-22
AUK-5582,6166233877647,María Carmen Cuéllar Jordán,2024-07-05
AUK-5582,9271121509753,Adoración Nicolau-Molins,2015-08-05
KEZ-6669,8647945045883,Trinidad del Muñoz,2016-05-25
KEZ-6669,8072620104212,Macarena Coll,2024-08-09
XRX-7519,6438114721494,Odalis Lobato-Porta,2018-11-20
VLC-4889,6639694523693,Jorge Herranz Lastra,2017-06-23
SLR-2952,1973927018134,Clementina Querol Manso,2018-10-11
SLR-2952,5277573425139,Venceslás Abril Santamaria,2015-07-17
XPZ-9010,4645796948612,Anabel Cortés Núñez,2019-12-21
XPZ-9010,7619700360386,Bibiana Roura Pineda,2024-06-06
STD-3423,2037630002277,Adoración Ariza,2016-01-26
STD-3423,8051762901376,Úrsula Sierra Ponce,2018-10-01
CAQ-1604,4342882138918,Cristóbal Jódar Solsona,2019-11-06
CAQ-1604,6808937088344,Juan Carlos Criado Serna,2016-11-16
CZB-9714,1278305389338,Febe Estevez Pinto,2016-01-11
CZB-9714,5038234371060,Adela del Pla,2020-10-26
CZB-9714,6191279928317,Yaiza María Ángeles Mate Rovira,2023-12-23
PER-0816,5317489429134,Belen de Olmedo,2019-02-04
UHA-5580,8626788926077,Graciela Guardia,2015-10-31
UHA-5580,3210442644686,Alondra de Falcó,2018-01-08
WWE-6978,9424102735890,Amílcar Gomez-Cazorla,2018-08-23
WWE-6978,7181998181633,Guadalupe Arévalo,2016-11-28
WWE-6978,5794927924873,Roberta Bermudez Piquer,2021-09-28
GFW-2658,4508115543290,Calisto Rubio Rosselló,2021-12-09
GFW-2658,3089768728532,Fidela Coloma,2022-03-29
JRF-1551,5041779021219,Hilda Guerrero Ribes,2016-11-28
KZR-1847,3616427046645,Ildefonso Heras-Jimenez,2024-04-13
KZR-1847,5197435734384,Caridad Ligia Gilabert Cerdá,2018-03-01
KZR-1847,8743495143187,Carla Molina Santos,2021-02-08
PYL-1788,5640267234696,Duilio Morillo Morell,2022-07-27
PYL-1788,7791296360440,Luz Castañeda-Ayuso,2024-11-20
RRI-3449,2652376959438,Ainoa Miralles Acuña,2020-05-01
RRI-3449,2198328628649,Rosa Torralba Infante,2017-04-25
BLR-2034,4443563304014,Eusebia Carrera Chamorro,2017-02-26
BLR-2034,9763833208156,María Luisa Font Abad,2022-11-24
EGV-1013,2726866521460,Carlito Sanmiguel Arcos,2016-02-21
XZH-1788,3316108110116,Beatriz Escobar Diego,2016-07-07
JCI-8846,6101199016630,Leonardo Giménez Morell,2016-04-29
JCI-8846,8382876228360,Melisa del Clemente,2017-01-28
SNB-4731,3200446914569,Ricardo Galán Gordillo,2019-07-20
SNB-4731,9994278014028,Cristóbal Suárez Donaire,2020-11-16
SNB-4731,8383923741326,Remigio Bertrán Ángel,2018-06-04
HHN-0568,2774285550948,Mireia Almagro Aragón,2019-02-07
HHN-0568,7696117311573,Candelario Lorenzo Morata,2024-08-26
HHN-0568,3324195611785,Efraín Palau Bertrán,2020-01-25
XHE-6569,4206561191883,Bernardita Martorell Ibáñez,2022-04-16
PQL-3765,5885644250731,Paula Saavedra-Hervia,2022-06-03
PQL-3765,8072436921508,Rufina Gallo Godoy,2016-02-14
YLL-7417,8146853642928,Régulo Bayo,2020-01-09
YLL-7417,8674489199489,Leonor del Cuesta,2017-07-13
DUV-1127,6101380714355,Áurea Vicenta Quintana Puente,2021-06-04
DUV-1127,2637370268021,Benita Blanco Domingo,2017-02-03
DUV-1127,7154780854585,Quirino Pozuelo-Blanch,2019-04-27
AZS-1962,7059206826512,Custodia Olmedo Cabezas,2023-11-03
UWQ-8057,7709428357022,Verónica Águeda Ariza Cazorla,2024-05-02
UWQ-8057,6489567061349,Fabricio Machado Riquelme,2021-10-23
UZK-7773,7949745158032,Jerónimo Lozano Iglesias,2021-04-30
UZK-7773,8881880896514,Isa Rey Hoyos,2024-11-10
ZUJ-6897,1012106461569,Jose Antonio Amigó Galvez,2019-07-27
ZUJ-6897,4118151031598,Tadeo Leal-Batalla,2019-03-27
DJG-2614,6219920461793,Guiomar Cazorla-Llopis,2021-01-21
YXW-9738,4064542267904,Gabriela Esparza Tormo,2021-12-08
YXW-9738,7569809352022,Viviana Salom Llobet,2016-11-22
YXW-9738,5902207138686,Máxima Franch Tomé,2015-02-20
WAQ-8516,4238204217560,Teófila Esteban Zabala,2024-09-13
WWK-2492,1459731563806,Fortunato Espinosa Cabanillas,2016-08-24
WWK-2492,3354108474541,Estrella Rovira,2019-08-12
WCY-8976,1153153029088,Jeremías Solís Zurita,2023-02-06
WCY-8976,3306719003570,Julie Mosquera Márquez,2022-08-01
NMT-0656,4698007483694,Ricardo del Hernández,2024-08-07
NMT-0656,8016962550656,María José Saldaña Llopis,2024-01-20
NMT-0656,6223954525956,Asunción Fuente Abella,2021-10-09
UCP-7515,6756252994262,Ariel Rosselló,2018-10-31
UCP-7515,9150849791156,Leire Fonseca,2023-01-01
UCP-7515,3983630292984,Clímaco Aranda Morcillo,2022-10-08
AXI-6526,2624354832758,Germán Beltran Herrera,2017-01-23
AXI-6526,5788477872217,Celia Olmo Llopis,2023-09-01
DEN-2539,2112706976825,Marcia Herminia Riba Mata,2022-03-03
DEN-2539,1594996736136,Cruz Miranda Asenjo,2024-06-10
FGM-3536,8708147256346,Trinidad Quiroga Sánchez,2015-10-24
FGM-3536,6276779994085,Laura de Gallart,2018-06-28
TVL-7593,8168435201405,Julio César Ferreras Villalobos,2021-11-22
TVL-7593,8475068534646,Aitana Pulido Heras,2017-08-29
TMA-7970,2928263384624,Flora de Verdú,2020-08-01
TMA-7970,6913398484700,Pedro de Catalán,2016-06-09
TMA-7970,8491202016165,Macarena Huerta,2021-01-09
ZON-6104,2985090927970,Paco Luz Fábregas,2022-11-07
MFZ-5029,5852799416397,Román Benavente Busquets,2017-03-10
MFZ-5029,9892911910185,Adelina Rodrigo,2017-08-03
MFZ-5029,4695282821400,Dalila Molina Tomás,2023-09-22
RXI-8569,3455559529739,Miguel Ángel Montes-Bravo,2018-09-08
RXI-8569,1550979962704,Édgar Riera Expósito,2020-05-05
RXI-8569,5783963000685,Amanda Izaguirre,2017-01-29
GOE-2078,2198366550532,Roque Duran Anaya,2018-01-26
HVQ-3800,8940300896038,Francisco Asenjo,2016-08-22
HVQ-3800,9322438721584,Baltasar Moles Jerez,2023-12-01
UBE-6980,2534273268050,Maximino Velázquez Solís,2022-03-03
SFG-6568,4248747455224,Luna Beatriz Guijarro Reguera,2021-04-11
SFG-6568,4013869820595,Sabas Sainz Castells,2016-02-13
SFG-6568,9287559774869,Julián Arellano-Moreno,2021-01-18
DRZ-5068,7727618021785,Leyre Sarmiento-Fortuny,2019-09-12
DRZ-5068,3076216431155,Mireia Valero,2024-07-22
MXD-0925,1045390200654,Lupita de Serna,2016-05-21
MXD-0925,4233615899945,Jesusa Company Alarcón,2022-08-22
BIR-4678,8205558920292,Graciano Carrasco Caro,2019-07-27
BIR-4678,7522261912431,Josep Bermudez,2016-06-13
BIR-4678,5303177953086,Iván Evaristo Sevillano Merino,2023-06-30
WAW-8610,7384393985318,Miguela Lluch,2015-07-17
WAW-8610,1438239131523,Amando Guardiola,2015-07-13
WAW-8610,9494468942772,Fortunata Balaguer Cañas,2015-01-17
BDP-8864,3786891113189,Hermenegildo Rojas Raya,2018-03-29
DZV-9799,2859931783171,Natividad Salom Villaverde,2021-05-29
DZV-9799,8392840026900,Calisto Crespo Lladó,2020-06-06
DZV-9799,8441017520142,Xiomara Delgado,2024-06-12
NNZ-8505,7423945648931,Amarilis Magdalena Serra Crespi,2019-01-07
VIW-9144,4588694646103,Hipólito Flavio Coca Diez,2016-02-05
MDK-5100,5647785254244,Ani Aller Ayllón,2019-05-11
MDK-5100,9179144315174,Aristides Suarez Fábregas,2015-10-09
MDK-5100,6131089232391,Marianela del Sarabia,2023-09-24
OBL-9827,3384155939921,Luisina Blázquez Fábregas,2020-12-22
OBL-9827,6357692750904,Begoña del Dominguez,2016-02-29
OBL-9827,5092856289636,Sol Barrena Villaverde,2019-06-21
SOF-8914,2647447629498,Cruz Morales Diego,2015-07-06
ZWU-2409,4247979962994,Amado Belda Jáuregui,2023-08-03
VDH-2658,8341349636995,Toribio Royo Oller,2016-03-28
VDH-2658,6015772200317,Carmela Cortés Cazorla,2020-12-09
VDH-2658,3562570038430,Osvaldo del López,2022-03-27
CQP-8645,2956543684863,Natalio Andrade-Valencia,2019-11-03
CQP-8645,7629741672187,Javier Jáuregui Echeverría,2022-04-17
OML-9723,4867858034954,Modesto Moll Goicoechea,2022-03-13
OML-9723,7264218859804,Raquel Florinda Figueroa Garcia,2020-10-04
JZZ-3400,6130844248530,Ale Cortina-Feijoo,2016-01-29
JZZ-3400,7244578247359,Cayetano Madrid Grande,2022-12-28
ZTH-6743,1528928455989,Leonardo Mulet Ripoll,2020-04-03
ZTH-6743,7024261744848,Florencia Narváez Toro,2018-06-27
PVT-8397,1102139212115,Venceslás Talavera Mena,2017-02-18
PSW-9938,6414033364677,Pastor Izquierdo Gisbert,2017-01-18
PSW-9938,5705289875579,Graciana Revilla Carbajo,2021-01-06
PSW-9938,3867285369605,Luciana Godoy Anaya,2018-03-27
RYH-7859,8089459106372,Leocadio Martí Camps,2024-06-08
SHZ-6645,5716577527968,Timoteo Coronado Antúnez,2015-12-07
VOG-0892,2203877274710,Candelario Aguado,2019-09-15
VOG-0892,4642255954892,Eutimio Cuevas Cárdenas,2023-03-05
GUF-2783,3677365234853,Alfredo Cabrero,2023-05-04
APT-0188,9780456091627,Edu Cantón Capdevila,2019-11-30
APT-0188,4423011927365,Francisco Saura Balaguer,2020-01-20
PYU-4244,1342659723521,Manolo Gervasio Castells Sarmiento,2024-08-21
PYU-4244,9447040805408,Begoña Carreras Gomis,2016-08-07
PYU-4244,2593508591721,Kike Saldaña Colom,2017-04-23
XXO-1236,9669356480390,Bernardino Guerrero Macias,2016-08-03
SEM-3138,2665839255035,María Del Carmen Benitez Ferrández,2020-01-30
SEM-3138,1243897901286,María Luisa Martí,2017-12-03
SEM-3138,6626144248835,Viviana Barral,2023-09-12
TYU-3395,4544231928615,Visitación Nicolasa Carro Pol,2023-03-26
TYU-3395,2131434162099,Virgilio del Anaya,2015-03-16
TYU-3395,6337280218645,Tecla Carballo Agustín,2024-07-16
